Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Sogndal 2;1;1;0;0;5;1;4;3;3.0
1;2;Fyllingsdalen;1;1;0;0;4;0;4;3;3.0
1;3;Brann 2;1;1;0;0;3;1;2;3;3.0
1;4;Gneist;1;1;0;0;2;1;1;3;3.0
1;5;Askoy;1;0;1;0;1;1;0;1;1.0
1;6;Austevoll;1;0;1;0;1;1;0;1;1.0
1;7;Djerv 1919;1;0;1;0;1;1;0;1;1.0
1;8;Stord;1;0;1;0;1;1;0;1;1.0
1;9;V. Haugesund;1;0;1;0;1;1;0;1;1.0
1;10;Åsane 2;1;0;1;0;1;1;0;1;1.0
1;11;Fana;1;0;0;1;1;2;-1;0;0.0
1;12;Varegg;1;0;0;1;1;3;-2;0;0.0
1;13;OS;1;0;0;1;1;5;-4;0;0.0
1;14;Forde;1;0;0;1;0;4;-4;0;0.0
2;1;Sogndal 2;2;2;0;0;9;2;7;6;3.0
2;2;V. Haugesund;2;1;1;0;7;3;4;4;2.0
2;3;Djerv 1919;2;1;1;0;5;3;2;4;2.0
2;4;Fana;2;1;0;1;5;4;1;3;1.5
2;5;Fyllingsdalen;2;1;0;1;6;6;0;3;1.5
2;6;Brann 2;2;1;0;1;5;5;0;3;1.5
2;7;Gneist;2;1;0;1;3;4;-1;3;1.5
2;8;OS;2;1;0;1;4;6;-2;3;1.5
2;9;Austevoll;2;0;2;0;5;5;0;2;1.0
2;10;Stord;2;0;2;0;5;5;0;2;1.0
2;11;Askoy;2;0;2;0;2;2;0;2;1.0
2;12;Åsane 2;2;0;2;0;2;2;0;2;1.0
2;13;Varegg;2;0;0;2;3;7;-4;0;0.0
2;14;Forde;2;0;0;2;1;8;-7;0;0.0
3;1;V. Haugesund;3;2;1;0;9;4;5;7;2.333
3;2;Sogndal 2;3;2;0;1;10;5;5;6;2.0
3;3;Brann 2;3;2;0;1;9;5;4;6;2.0
3;4;OS;3;2;0;1;5;6;-1;6;2.0
3;5;Askoy;3;1;2;0;5;3;2;5;1.667
3;6;Åsane 2;3;1;2;0;5;3;2;5;1.667
