Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Southern California;1;1;0;0;3;1;2;3;3.0
1;2;Capo;1;1;0;0;2;0;2;3;3.0
1;3;AMSG FC;1;0;0;1;1;3;-2;0;0.0
1;4;City SC;1;0;0;1;0;2;-2;0;0.0
2;1;Southern California;2;2;0;0;5;2;3;6;3.0
2;2;Capo;1;1;0;0;2;0;2;3;3.0
2;3;AMSG FC;1;0;0;1;1;3;-2;0;0.0
2;4;City SC;2;0;0;2;1;4;-3;0;0.0
3;1;Southern California;3;2;0;1;5;5;0;6;2.0
3;2;Ventura;1;1;0;0;3;0;3;3;3.0
3;3;Capo;1;1;0;0;2;0;2;3;3.0
3;4;AMSG FC;1;0;0;1;1;3;-2;0;0.0
3;5;City SC;2;0;0;2;1;4;-3;0;0.0
4;1;Southern California;3;2;0;1;5;5;0;6;2.0
4;2;Ventura;1;1;0;0;3;0;3;3;3.0
4;3;Capo;1;1;0;0;2;0;2;3;3.0
4;4;Tucson;1;1;0;0;1;0;1;3;3.0
4;5;Redlands FC;1;0;0;1;0;1;-1;0;0.0
4;6;AMSG FC;1;0;0;1;1;3;-2;0;0.0
4;7;City SC;2;0;0;2;1;4;-3;0;0.0
5;1;Southern California;3;2;0;1;5;5;0;6;2.0
5;2;Ventura;1;1;0;0;3;0;3;3;3.0
5;3;Capo;1;1;0;0;2;0;2;3;3.0
5;4;Tucson;1;1;0;0;1;0;1;3;3.0
5;5;Stars FC;1;0;1;0;1;1;0;1;1.0
5;6;Redlands FC;2;0;1;1;1;2;-1;1;0.5
5;7;AMSG FC;1;0;0;1;1;3;-2;0;0.0
5;8;City SC;2;0;0;2;1;4;-3;0;0.0
6;1;Ventura;2;2;0;0;5;0;5;6;3.0
6;2;Southern California;3;2;0;1;5;5;0;6;2.0
6;3;Stars FC;2;1;1;0;4;3;1;4;2.0
6;4;Tucson;1;1;0;0;1;0;1;3;3.0
6;5;Capo;2;1;0;1;2;2;0;3;1.5
6;6;Redlands FC;2;0;1;1;1;2;-1;1;0.5
6;7;AMSG FC;2;0;0;2;3;6;-3;0;0.0
6;8;City SC;2;0;0;2;1;4;-3;0;0.0
7;1;Ventura;2;2;0;0;5;0;5;6;3.0
7;2;Tucson;2;2;0;0;3;0;3;6;3.0
7;3;Capo;3;2;0;1;5;4;1;6;2.0
7;4;Southern California;4;2;0;2;5;7;-2;6;1.5
7;5;Redlands FC;3;1;1;1;4;3;1;4;1.333
7;6;Stars FC;2;1;1;0;4;3;1;4;2.0
7;7;AMSG FC;3;0;0;3;5;9;-4;0;0.0
7;8;City SC;3;0;0;3;2;7;-5;0;0.0
8;1;Stars FC;3;2;1;0;6;4;2;7;2.333
8;2;Ventura;2;2;0;0;5;0;5;6;3.0
8;3;Tucson;2;2;0;0;3;0;3;6;3.0
8;4;Capo;3;2;0;1;5;4;1;6;2.0
8;5;Southern California;5;2;0;3;6;9;-3;6;1.2
8;6;Redlands FC;3;1;1;1;4;3;1;4;1.333
8;7;AMSG FC;3;0;0;3;5;9;-4;0;0.0
8;8;City SC;3;0;0;3;2;7;-5;0;0.0
9;1;Redlands FC;4;2;1;1;8;6;2;7;1.75
9;2;Stars FC;3;2;1;0;6;4;2;7;2.333
9;3;Ventura;2;2;0;0;5;0;5;6;3.0
9;4;Tucson;2;2;0;0;3;0;3;6;3.0
9;5;Capo;4;2;0;2;8;8;0;6;1.5
9;6;Southern California;5;2;0;3;6;9;-3;6;1.2
9;7;AMSG FC;3;0;0;3;5;9;-4;0;0.0
9;8;City SC;3;0;0;3;2;7;-5;0;0.0
10;1;Tucson;3;2;1;0;3;0;3;7;2.333
10;2;Redlands FC;4;2;1;1;8;6;2;7;1.75
10;3;Stars FC;3;2;1;0;6;4;2;7;2.333
10;4;Southern California;6;2;1;3;6;9;-3;7;1.167
10;5;Ventura;2;2;0;0;5;0;5;6;3.0
10;6;Capo;4;2;0;2;8;8;0;6;1.5
10;7;AMSG FC;3;0;0;3;5;9;-4;0;0.0
10;8;City SC;3;0;0;3;2;7;-5;0;0.0
