Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
6;1;Ujpest;6;4;1;1;16;9;7;13;2.167
6;2;Puskas Academy;6;4;0;2;10;8;2;12;2.0
6;3;Győr;5;2;3;0;11;4;7;9;1.8
6;4;MTK Budapest;6;2;3;1;13;10;3;9;1.5
6;5;Vasas;6;2;2;2;10;7;3;8;1.333
6;6;Ferencvaros;4;2;1;1;5;5;0;7;1.75
6;7;Nyiregyhaza;6;2;1;3;6;10;-4;7;1.167
6;8;Honved;5;1;3;1;8;8;0;6;1.2
6;9;Kisvarda;6;1;3;2;7;8;-1;6;1.0
6;10;Debrecen;6;1;3;2;6;9;-3;6;1.0
6;11;Paks;5;1;2;2;11;13;-2;5;1.0
6;12;Budapest Honved;1;1;0;0;1;0;1;3;3.0
6;13;Zalaegerszeg;7;1;0;6;5;16;-11;3;0.429
6;14;Vasas Budapest;1;0;0;1;1;3;-2;0;0.0
