Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
15;1;Sunnersta AIF;16;11;4;1;43;10;33;37;2.312
15;2;Skiljebo;14;8;4;2;31;16;15;28;2.0
15;3;Falu;14;8;4;2;22;11;11;28;2.0
15;4;Angby;14;8;4;2;24;15;9;28;2.0
15;5;Taby;14;8;3;3;25;13;12;27;1.929
15;6;Enskede;14;7;3;4;23;17;6;24;1.714
15;7;IK Franke;14;5;3;6;26;23;3;18;1.286
15;8;Bollstanas;14;4;6;4;26;25;1;18;1.286
15;9;Gute;14;4;5;5;17;22;-5;17;1.214
15;10;Viggbyholms;14;3;3;8;12;28;-16;12;0.857
15;11;Lidingo IFK;14;2;5;7;16;26;-10;11;0.786
15;12;Kungsangen;14;1;7;6;15;24;-9;10;0.714
15;13;Korsnas;14;2;3;9;14;30;-16;9;0.643
15;14;Helges;15;1;2;12;8;39;-31;5;0.333
15;15;Skiljebo SK;1;1;0;0;3;1;2;3;3.0
15;16;Kungsaengens IF;1;0;0;1;1;3;-2;0;0.0
15;17;Helges IF;1;0;0;1;0;3;-3;0;0.0
