Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
25;1;Al Ansar;22;17;3;2;54;10;44;54;2.455
25;2;Nejmeh SC;22;14;5;3;43;11;32;47;2.136
25;3;Jwayya;22;12;5;5;33;14;19;41;1.864
25;4;Al Ahed;22;13;1;8;34;24;10;40;1.818
25;5;Safa;21;11;3;7;30;17;13;36;1.714
25;6;Al Hikma;21;9;3;9;29;27;2;30;1.429
25;7;Al Sahel;21;7;6;8;22;21;1;27;1.286
25;8;Al Riyadi Abbasiyah;23;6;6;11;20;30;-10;24;1.043
25;9;Al-Mabarrah;21;5;7;9;12;36;-24;22;1.048
25;10;Tadamon;23;4;9;10;13;26;-13;21;0.913
25;11;Bourj FC;11;3;1;7;8;20;-12;10;0.909
25;12;Racing;23;0;1;22;4;66;-62;1;0.043
