Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Trelleborg;1;1;0;0;5;1;4;3;3.0
1;2;Olympic;1;1;0;0;3;1;2;3;3.0
1;3;Hassleholms IF;1;1;0;0;4;3;1;3;3.0
1;4;Atvidaberg;1;1;0;0;1;0;1;3;3.0
1;5;Eskilsminne;1;1;0;0;1;0;1;3;3.0
1;6;AFC Malmo;1;0;1;0;2;2;0;1;1.0
1;7;Kristianstad;1;0;1;0;2;2;0;1;1.0
1;8;Lunds;1;0;1;0;2;2;0;1;1.0
1;9;Rosengard;1;0;1;0;2;2;0;1;1.0
1;10;Skövde;1;0;1;0;0;0;0;1;1.0
1;11;Tvaaker;1;0;1;0;0;0;0;1;1.0
1;12;Trollhättan;1;0;0;1;3;4;-1;0;0.0
1;13;Jonkoping;1;0;0;1;0;1;-1;0;0.0
1;14;Laholms;1;0;0;1;0;1;-1;0;0.0
1;15;Utsikten;1;0;0;1;1;3;-2;0;0.0
1;16;Angelholm;1;0;0;1;1;5;-4;0;0.0
2;1;Trelleborg;2;1;1;0;6;2;4;4;2.0
2;2;Lunds;2;1;1;0;4;2;2;4;2.0
2;3;Hassleholms IF;2;1;1;0;5;4;1;4;2.0
2;4;Tvaaker;2;1;1;0;1;0;1;4;2.0
2;5;Olympic;2;1;0;1;4;3;1;3;1.5
2;6;Trollhättan;2;1;0;1;5;5;0;3;1.5
2;7;Eskilsminne;2;1;0;1;1;1;0;3;1.5
2;8;Utsikten;2;1;0;1;3;4;-1;3;1.5
2;9;Atvidaberg;2;1;0;1;1;2;-1;3;1.5
2;10;AFC Malmo;2;0;2;0;3;3;0;2;1.0
2;11;Rosengard;2;0;2;0;3;3;0;2;1.0
2;12;Kristianstad;2;0;2;0;2;2;0;2;1.0
2;13;Skövde;2;0;2;0;0;0;0;2;1.0
2;14;Laholms;2;0;1;1;1;2;-1;1;0.5
2;15;Angelholm;2;0;1;1;2;6;-4;1;0.5
2;16;Jonkoping;2;0;0;2;1;3;-2;0;0.0
3;1;Trelleborg;3;2;1;0;10;3;7;7;2.333
3;2;Hassleholms IF;3;2;1;0;9;4;5;7;2.333
3;3;Trollhättan;3;2;0;1;7;6;1;6;2.0
3;4;Atvidaberg;3;2;0;1;3;3;0;6;2.0
3;5;Lunds;3;1;2;0;4;2;2;5;1.667
3;6;Skövde;3;1;2;0;1;0;1;5;1.667
3;7;Eskilsminne;3;1;1;1;3;3;0;4;1.333
3;8;Tvaaker;3;1;1;1;2;4;-2;4;1.333
3;9;AFC Malmo;3;0;3;0;4;4;0;3;1.0
3;10;Rosengard;3;0;3;0;4;4;0;3;1.0
3;11;Utsikten;3;1;0;2;4;6;-2;3;1.0
3;12;Olympic;3;1;0;2;4;7;-3;3;1.0
