Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Lakeland United;1;1;0;0;3;2;1;3;3.0
1;2;Miami;1;0;1;0;0;0;0;1;1.0
1;3;Weston;1;0;1;0;0;0;0;1;1.0
1;4;Brevard SC;1;0;0;1;2;3;-1;0;0.0
2;1;Fort Lauderdale;1;1;0;0;2;0;2;3;3.0
2;2;Lakeland United;1;1;0;0;3;2;1;3;3.0
2;3;Miami;1;0;1;0;0;0;0;1;1.0
2;4;Weston;2;0;1;1;0;2;-2;1;0.5
2;5;Brevard SC;1;0;0;1;2;3;-1;0;0.0
3;1;Lakeland United;2;1;1;0;4;3;1;4;2.0
3;2;Fort Lauderdale;1;1;0;0;2;0;2;3;3.0
3;3;Miami;2;0;2;0;1;1;0;2;1.0
3;4;Weston;2;0;1;1;0;2;-2;1;0.5
3;5;Brevard SC;1;0;0;1;2;3;-1;0;0.0
4;1;Fort Lauderdale;2;2;0;0;4;0;4;6;3.0
4;2;Lakeland United;3;1;1;1;6;6;0;4;1.333
4;3;Miami City;1;1;0;0;3;2;1;3;3.0
4;4;Miami;2;0;2;0;1;1;0;2;1.0
4;5;Weston;2;0;1;1;0;2;-2;1;0.5
4;6;Brevard SC;2;0;0;2;2;5;-3;0;0.0
5;1;Fort Lauderdale;3;3;0;0;7;0;7;9;3.0
5;2;Miami;3;1;2;0;4;2;2;5;1.667
5;3;Lakeland United;3;1;1;1;6;6;0;4;1.333
5;4;Miami City;2;1;0;1;3;5;-2;3;1.5
5;5;Weston;2;0;1;1;0;2;-2;1;0.5
5;6;Brevard SC;3;0;0;3;3;8;-5;0;0.0
6;1;Fort Lauderdale;4;4;0;0;8;0;8;12;3.0
6;2;Miami;3;1;2;0;4;2;2;5;1.667
6;3;Lakeland United;4;1;1;2;6;7;-1;4;1.0
6;4;Miami City;3;1;1;1;7;9;-2;4;1.333
6;5;Weston;2;0;1;1;0;2;-2;1;0.5
6;6;Brevard SC;4;0;1;3;7;12;-5;1;0.25
7;1;Fort Lauderdale;5;4;0;1;8;1;7;12;2.4
7;2;Miami;4;2;2;0;5;2;3;8;2.0
7;3;Lakeland United;5;2;1;2;10;9;1;7;1.4
7;4;Miami City;3;1;1;1;7;9;-2;4;1.333
7;5;Weston;2;0;1;1;0;2;-2;1;0.5
7;6;Brevard SC;5;0;1;4;9;16;-7;1;0.2
8;1;Fort Lauderdale;6;5;0;1;10;2;8;15;2.5
8;2;Miami;5;3;2;0;8;2;6;11;2.2
8;3;Lakeland United;5;2;1;2;10;9;1;7;1.4
8;4;Miami City;3;1;1;1;7;9;-2;4;1.333
8;5;Weston;3;0;1;2;0;5;-5;1;0.333
8;6;Brevard SC;6;0;1;5;10;18;-8;1;0.167
9;1;Fort Lauderdale;6;5;0;1;10;2;8;15;2.5
9;2;Miami;6;3;2;1;10;5;5;11;1.833
9;3;Lakeland United;5;2;1;2;10;9;1;7;1.4
9;4;Miami City;3;1;1;1;7;9;-2;4;1.333
9;5;Brevard SC;7;1;1;5;13;20;-7;4;0.571
9;6;Weston;3;0;1;2;0;5;-5;1;0.333
10;1;Fort Lauderdale;7;6;0;1;13;2;11;18;2.571
10;2;Miami;6;3;2;1;10;5;5;11;1.833
10;3;Lakeland United;6;2;1;3;10;10;0;7;1.167
10;4;Weston;4;1;1;2;1;5;-4;4;1.0
10;5;Miami City;4;1;1;2;7;12;-5;4;1.0
10;6;Brevard SC;7;1;1;5;13;20;-7;4;0.571
11;1;Fort Lauderdale;7;6;0;1;13;2;11;18;2.571
11;2;Miami;6;3;2;1;10;5;5;11;1.833
11;3;Lakeland United;7;3;1;3;11;10;1;10;1.429
11;4;Weston;5;2;1;2;5;7;-2;7;1.4
11;5;Miami City;5;1;1;3;9;16;-7;4;0.8
11;6;Brevard SC;8;1;1;6;13;21;-8;4;0.5
12;1;Fort Lauderdale;8;7;0;1;16;2;14;21;2.625
12;2;Miami;7;3;2;2;10;8;2;11;1.571
12;3;Lakeland United;7;3;1;3;11;10;1;10;1.429
12;4;Weston;5;2;1;2;5;7;-2;7;1.4
12;5;Miami City;5;1;1;3;9;16;-7;4;0.8
12;6;Brevard SC;8;1;1;6;13;21;-8;4;0.5
13;1;Fort Lauderdale;8;7;0;1;16;2;14;21;2.625
13;2;Miami;7;3;2;2;10;8;2;11;1.571
13;3;Lakeland United;7;3;1;3;11;10;1;10;1.429
13;4;Weston;5;2;1;2;5;7;-2;7;1.4
13;5;Brevard SC;9;2;1;6;17;22;-5;7;0.778
13;6;Miami City;6;1;1;4;10;20;-10;4;0.667
14;1;Fort Lauderdale;8;7;0;1;16;2;14;21;2.625
14;2;Lakeland United;8;4;1;3;16;12;4;13;1.625
14;3;Miami;8;3;2;3;12;13;-1;11;1.375
14;4;Weston;6;3;1;2;8;8;0;10;1.667
14;5;Brevard SC;9;2;1;6;17;22;-5;7;0.778
14;6;Miami City;7;1;1;5;11;23;-12;4;0.571
15;1;Fort Lauderdale;9;8;0;1;19;3;16;24;2.667
15;2;Lakeland United;8;4;1;3;16;12;4;13;1.625
15;3;Miami;9;3;3;3;13;14;-1;12;1.333
15;4;Weston;7;3;1;3;9;11;-2;10;1.429
15;5;Brevard SC;9;2;1;6;17;22;-5;7;0.778
15;6;Miami City;8;1;2;5;12;24;-12;5;0.625
