Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
21;1;EIF/Akademi;22;16;4;2;76;31;45;52;2.364
21;2;Etelä-Espoon Pallo;21;12;4;5;49;29;20;40;1.905
21;3;LePa;20;11;3;6;41;34;7;36;1.8
21;4;LoPa;20;9;4;7;36;34;2;31;1.55
21;5;Pöxyt;21;9;4;8;44;43;1;31;1.476
21;6;Gilla;21;8;3;10;48;44;4;27;1.286
21;7;NuPS;19;7;5;7;30;29;1;26;1.368
21;8;GrIFK/Akatemia U23;21;7;4;10;42;49;-7;25;1.19
21;9;PPJ/Ruoholahti;22;7;4;11;33;50;-17;25;1.136
21;10;EPS Reservi;21;5;6;10;30;52;-22;21;1.0
21;11;HooGee;22;5;4;13;40;58;-18;19;0.864
21;12;MPS;19;4;5;10;21;35;-14;17;0.895
21;13;Gilla FC;2;1;0;1;7;4;3;3;1.5
21;14;Malmin Palloseura;2;0;2;0;3;3;0;2;1.0
21;15;Nummelan Palloseura;3;0;2;1;1;6;-5;2;0.667
