Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
6;1;SC Kundl;5;4;0;1;20;7;13;12;2.4
6;2;Haiming;5;3;1;1;13;6;7;10;2.0
6;3;Innsbrucker AC;5;3;1;1;9;4;5;10;2.0
6;4;Absam;5;3;1;1;15;11;4;10;2.0
6;5;Vols;5;3;1;1;7;5;2;10;2.0
6;6;Telfs;5;3;0;2;10;7;3;9;1.8
6;7;Kolsass Weer;5;3;0;2;6;7;-1;9;1.8
6;8;Kematen;5;2;2;1;16;12;4;8;1.6
6;9;SC Mils 05;5;2;1;2;9;10;-1;7;1.4
6;10;FC Volders;5;2;1;2;5;7;-2;7;1.4
6;11;Ebbs;5;2;0;3;13;9;4;6;1.2
6;12;SV Oberperfuss;5;1;1;3;10;12;-2;4;0.8
6;13;FC Natters;5;1;1;3;9;16;-7;4;0.8
6;14;Munster;5;1;1;3;4;16;-12;4;0.8
6;15;Stubai;5;1;0;4;7;15;-8;3;0.6
6;16;SV Worgl;5;0;1;4;5;14;-9;1;0.2
