Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
5;1;Alkmaar;5;5;0;0;16;5;11;15;3.0
5;2;PSV;5;4;1;0;18;6;12;13;2.6
5;3;Feyenoord;5;3;2;0;13;7;6;11;2.2
5;4;Sittard;5;3;1;1;11;9;2;10;2.0
5;5;Excelsior;4;3;0;1;10;3;7;9;2.25
5;6;Ajax;4;2;1;1;9;5;4;7;1.75
5;7;Twente;4;2;1;1;9;5;4;7;1.75
5;8;G.A. Eagles;4;2;1;1;11;9;2;7;1.75
5;9;Groningen;5;2;1;2;11;12;-1;7;1.4
5;10;Nijmegen;4;2;0;2;9;7;2;6;1.5
5;11;Heerenveen;5;1;2;2;7;9;-2;5;1.0
5;12;Sparta Rotterdam;4;1;1;2;7;7;0;4;1.0
5;13;Telstar;4;1;1;2;5;10;-5;4;1.0
5;14;Zwolle;4;1;0;3;4;8;-4;3;0.75
5;15;Den Haag;5;0;1;4;6;14;-8;1;0.2
5;16;Utrecht;4;0;1;3;6;15;-9;1;0.25
5;17;Willem 2;4;0;1;3;4;13;-9;1;0.25
5;18;Cambuur;5;0;1;4;6;18;-12;1;0.2
