Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
19;1;Grótta;16;12;2;2;46;20;26;38;2.375
19;2;KR Reykjavik;16;9;2;5;40;23;17;29;1.812
19;3;HK Kopavogur;17;8;4;5;42;29;13;28;1.647
19;4;Haukar;17;8;4;5;34;32;2;28;1.647
19;5;UMF Selfoss;16;8;2;6;29;24;5;26;1.625
19;6;Fjardab/Hottur/Leiknir;16;7;3;6;33;23;10;24;1.5
19;7;ÍA Akranes;17;6;4;7;33;28;5;22;1.294
19;8;Keflavik;15;4;3;8;28;27;1;15;1.0
19;9;Volsungur;16;4;3;9;25;34;-9;15;0.938
19;10;Tindastoll;15;1;0;14;10;80;-70;3;0.2
19;11;Keflavik Women;1;0;1;0;1;1;0;1;1.0
