Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
3;1;Floridsdorfer AC (Am);3;2;1;0;6;2;4;7;2.333
3;2;Schwechat;2;2;0;0;7;1;6;6;3.0
3;3;Post Wien;2;1;1;0;9;2;7;4;2.0
3;4;Sportunion Mauer;2;1;1;0;3;0;3;4;2.0
3;5;TWL Elektra;1;1;0;0;3;1;2;3;3.0
3;6;Red Star-Penzing;1;1;0;0;1;0;1;3;3.0
3;7;Lac Inter;2;1;0;1;3;4;-1;3;1.5
3;8;1980 Wien;2;1;0;1;1;7;-6;3;1.5
3;9;A XIII-Auhof Center;2;0;2;0;2;2;0;2;1.0
3;10;Dinamo Helfort;2;0;1;1;3;4;-1;1;0.5
3;11;Slovan HAC;2;0;1;1;1;2;-1;1;0.5
3;12;Kagran;3;0;1;2;2;7;-5;1;0.333
3;13;First Vienna (Am);1;0;0;1;1;2;-1;0;0.0
3;14;WAF Brigittenau;1;0;0;1;0;1;-1;0;0.0
3;15;Simmeringer;1;0;0;1;0;3;-3;0;0.0
3;16;Stammersdorf;1;0;0;1;1;5;-4;0;0.0
