Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
23;1;Skedsmo;20;15;1;4;43;25;18;46;2.3
23;2;Harstad;21;13;3;5;69;33;36;42;2.0
23;3;Floeya;21;12;3;6;57;35;22;39;1.857
23;4;Alta;20;10;6;4;46;28;18;36;1.8
23;5;Finnsnes;20;10;2;8;37;34;3;32;1.6
23;6;Skjetten;21;9;4;8;50;43;7;31;1.476
23;7;Fauske Sprint;20;9;4;7;58;65;-7;31;1.55
23;8;Lillestrom 2;20;9;0;11;65;45;20;27;1.35
23;9;Skjervoy;21;7;4;10;34;55;-21;25;1.19
23;10;Strømsgodset 2;20;7;2;11;39;44;-5;23;1.15
23;11;Kongsvinger 2;20;7;2;11;36;57;-21;23;1.15
23;12;Bossekop;20;5;4;11;34;67;-33;19;0.95
23;13;Tromsø 2;20;4;5;11;38;41;-3;17;0.85
23;14;Ulfstind;20;4;2;14;36;70;-34;14;0.7
