Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Union FC Macomb;1;1;0;0;2;1;1;3;3.0
1;2;Kalamazoo FC;1;0;0;1;1;2;-1;0;0.0
2;1;Oakland County;1;1;0;0;4;0;4;3;3.0
2;2;Lansing City;1;1;0;0;1;0;1;3;3.0
2;3;Union FC Macomb;2;1;0;1;2;5;-3;3;1.5
2;4;Kalamazoo FC;1;0;0;1;1;2;-1;0;0.0
2;5;Midwest United;1;0;0;1;0;1;-1;0;0.0
3;1;Oakland County;1;1;0;0;4;0;4;3;3.0
3;2;Midwest United;2;1;0;1;3;1;2;3;1.5
3;3;Flint City;1;1;0;0;2;1;1;3;3.0
3;4;Lansing City;2;1;0;1;2;2;0;3;1.5
3;5;Union FC Macomb;2;1;0;1;2;5;-3;3;1.5
3;6;Kalamazoo FC;1;0;0;1;1;2;-1;0;0.0
3;7;Ann Arbor;1;0;0;1;0;3;-3;0;0.0
4;1;Oakland County;2;2;0;0;6;1;5;6;3.0
4;2;Midwest United;2;1;0;1;3;1;2;3;1.5
4;3;Flint City;1;1;0;0;2;1;1;3;3.0
4;4;Lansing City;2;1;0;1;2;2;0;3;1.5
4;5;Union FC Macomb;2;1;0;1;2;5;-3;3;1.5
4;6;Kalamazoo FC;2;0;0;2;2;4;-2;0;0.0
4;7;Ann Arbor;1;0;0;1;0;3;-3;0;0.0
5;1;Oakland County;2;2;0;0;6;1;5;6;3.0
5;2;Flint City;2;2;0;0;5;3;2;6;3.0
5;3;Midwest United;2;1;0;1;3;1;2;3;1.5
5;4;Lansing City;3;1;0;2;3;4;-1;3;1.0
5;5;Ann Arbor;2;1;0;1;2;4;-2;3;1.5
5;6;Union FC Macomb;3;1;0;2;4;8;-4;3;1.0
5;7;Kalamazoo FC;2;0;0;2;2;4;-2;0;0.0
6;1;Oakland County;2;2;0;0;6;1;5;6;3.0
6;2;Flint City;2;2;0;0;5;3;2;6;3.0
6;3;Midwest United;3;1;0;2;3;2;1;3;1.0
6;4;Kalamazoo FC;3;1;0;2;3;4;-1;3;1.0
6;5;Lansing City;3;1;0;2;3;4;-1;3;1.0
6;6;Ann Arbor;2;1;0;1;2;4;-2;3;1.5
6;7;Union FC Macomb;3;1;0;2;4;8;-4;3;1.0
7;1;Oakland County;3;3;0;0;7;1;6;9;3.0
7;2;Flint City;2;2;0;0;5;3;2;6;3.0
7;3;Midwest United;3;1;0;2;3;2;1;3;1.0
7;4;Kalamazoo FC;3;1;0;2;3;4;-1;3;1.0
7;5;Lansing City;4;1;0;3;3;5;-2;3;0.75
7;6;Ann Arbor;2;1;0;1;2;4;-2;3;1.5
7;7;Union FC Macomb;3;1;0;2;4;8;-4;3;1.0
8;1;Oakland County;3;3;0;0;7;1;6;9;3.0
8;2;Flint City;2;2;0;0;5;3;2;6;3.0
8;3;Ann Arbor;3;2;0;1;4;5;-1;6;2.0
8;4;Midwest United;3;1;0;2;3;2;1;3;1.0
8;5;Kalamazoo FC;3;1;0;2;3;4;-1;3;1.0
8;6;Lansing City;4;1;0;3;3;5;-2;3;0.75
8;7;Union FC Macomb;4;1;0;3;5;10;-5;3;0.75
9;1;Oakland County;4;4;0;0;11;2;9;12;3.0
9;2;Flint City;3;3;0;0;12;3;9;9;3.0
9;3;Ann Arbor;4;2;0;2;5;9;-4;6;1.5
9;4;Midwest United;3;1;0;2;3;2;1;3;1.0
9;5;Lansing City;4;1;0;3;3;5;-2;3;0.75
9;6;Union FC Macomb;4;1;0;3;5;10;-5;3;0.75
9;7;Kalamazoo FC;4;1;0;3;3;11;-8;3;0.75
10;1;Oakland County;4;4;0;0;11;2;9;12;3.0
10;2;Flint City;3;3;0;0;12;3;9;9;3.0
10;3;Midwest United;4;2;0;2;7;2;5;6;1.5
10;4;Ann Arbor;4;2;0;2;5;9;-4;6;1.5
10;5;Lansing City;4;1;0;3;3;5;-2;3;0.75
10;6;Kalamazoo FC;4;1;0;3;3;11;-8;3;0.75
10;7;Union FC Macomb;5;1;0;4;5;14;-9;3;0.6
11;1;Oakland County;5;5;0;0;17;2;15;15;3.0
11;2;Flint City;4;4;0;0;14;4;10;12;3.0
11;3;Midwest United;5;2;0;3;8;4;4;6;1.2
11;4;Kalamazoo FC;5;2;0;3;10;13;-3;6;1.2
11;5;Ann Arbor;4;2;0;2;5;9;-4;6;1.5
11;6;Lansing City;5;1;0;4;3;11;-8;3;0.6
11;7;Union FC Macomb;6;1;0;5;7;21;-14;3;0.5
12;1;Oakland County;6;6;0;0;20;3;17;18;3.0
12;2;Flint City;5;5;0;0;18;5;13;15;3.0
12;3;Midwest United;6;2;0;4;9;7;2;6;1.0
12;4;Kalamazoo FC;5;2;0;3;10;13;-3;6;1.2
12;5;Ann Arbor;5;2;0;3;6;13;-7;6;1.2
12;6;Lansing City;5;1;0;4;3;11;-8;3;0.6
12;7;Union FC Macomb;6;1;0;5;7;21;-14;3;0.5
13;1;Oakland County;6;6;0;0;20;3;17;18;3.0
13;2;Flint City;5;5;0;0;18;5;13;15;3.0
13;3;Kalamazoo FC;6;3;0;3;17;13;4;9;1.5
13;4;Midwest United;6;2;0;4;9;7;2;6;1.0
13;5;Ann Arbor;5;2;0;3;6;13;-7;6;1.2
13;6;Union FC Macomb;6;1;0;5;7;21;-14;3;0.5
13;7;Lansing City;6;1;0;5;3;18;-15;3;0.5
14;1;Oakland County;6;6;0;0;20;3;17;18;3.0
14;2;Flint City;5;5;0;0;18;5;13;15;3.0
14;3;Kalamazoo FC;6;3;0;3;17;13;4;9;1.5
14;4;Midwest United;7;3;0;4;11;7;4;9;1.286
14;5;Ann Arbor;6;2;0;4;6;15;-9;6;1.0
14;6;Union FC Macomb;6;1;0;5;7;21;-14;3;0.5
14;7;Lansing City;6;1;0;5;3;18;-15;3;0.5
15;1;Oakland County;7;6;0;1;21;5;16;18;2.571
15;2;Flint City;6;6;0;0;20;6;14;18;3.0
15;3;Kalamazoo FC;6;3;0;3;17;13;4;9;1.5
15;4;Midwest United;7;3;0;4;11;7;4;9;1.286
15;5;Ann Arbor;6;2;0;4;6;15;-9;6;1.0
15;6;Union FC Macomb;7;2;0;5;12;23;-11;6;0.857
15;7;Lansing City;7;1;0;6;5;23;-18;3;0.429
16;1;Oakland County;7;6;0;1;21;5;16;18;2.571
16;2;Flint City;6;6;0;0;20;6;14;18;3.0
16;3;Midwest United;8;4;0;4;16;8;8;12;1.5
16;4;Kalamazoo FC;6;3;0;3;17;13;4;9;1.5
16;5;Ann Arbor;6;2;0;4;6;15;-9;6;1.0
16;6;Union FC Macomb;7;2;0;5;12;23;-11;6;0.857
16;7;Lansing City;8;1;0;7;6;28;-22;3;0.375
17;1;Oakland County;7;6;0;1;21;5;16;18;2.571
17;2;Flint City;6;6;0;0;20;6;14;18;3.0
17;3;Midwest United;8;4;0;4;16;8;8;12;1.5
17;4;Kalamazoo FC;7;4;0;3;21;15;6;12;1.714
17;5;Union FC Macomb;7;2;0;5;12;23;-11;6;0.857
17;6;Ann Arbor;7;2;0;5;8;19;-11;6;0.857
17;7;Lansing City;8;1;0;7;6;28;-22;3;0.375
18;1;Oakland County;8;6;1;1;23;7;16;19;2.375
18;2;Flint City;6;6;0;0;20;6;14;18;3.0
18;3;Midwest United;8;4;0;4;16;8;8;12;1.5
18;4;Kalamazoo FC;7;4;0;3;21;15;6;12;1.714
18;5;Union FC Macomb;8;2;1;5;14;25;-11;7;0.875
18;6;Ann Arbor;7;2;0;5;8;19;-11;6;0.857
18;7;Lansing City;8;1;0;7;6;28;-22;3;0.375
19;1;Oakland County;8;6;1;1;23;7;16;19;2.375
19;2;Flint City;6;6;0;0;20;6;14;18;3.0
19;3;Midwest United;8;4;0;4;16;8;8;12;1.5
19;4;Kalamazoo FC;7;4;0;3;21;15;6;12;1.714
19;5;Union FC Macomb;9;2;1;6;16;28;-12;7;0.778
19;6;Ann Arbor;7;2;0;5;8;19;-11;6;0.857
19;7;Lansing City;9;2;0;7;9;30;-21;6;0.667
20;1;Oakland County;8;6;1;1;23;7;16;19;2.375
20;2;Flint City;7;6;0;1;21;8;13;18;2.571
20;3;Midwest United;9;4;1;4;18;10;8;13;1.444
20;4;Kalamazoo FC;8;4;1;3;23;17;6;13;1.625
20;5;Ann Arbor;8;3;0;5;10;20;-10;9;1.125
20;6;Union FC Macomb;9;2;1;6;16;28;-12;7;0.778
20;7;Lansing City;9;2;0;7;9;30;-21;6;0.667
