Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
29;1;APIA Leichhardt U20;28;22;3;3;66;23;43;69;2.464
29;2;Sydney Utd U20;28;18;6;4;91;41;50;60;2.143
29;3;Marconi S. U20;28;15;6;7;53;29;24;51;1.821
29;4;Manly Utd U20;28;15;4;9;59;35;24;49;1.75
29;5;NWS Spirit U20;28;15;4;9;66;52;14;49;1.75
29;6;Sydney FC U20;28;12;9;7;62;48;14;45;1.607
29;7;Wollongong Wolves U20;28;11;8;9;58;52;6;41;1.464
29;8;SD Raiders U20;28;12;5;11;47;48;-1;41;1.464
29;9;Sutherland U20;28;12;4;12;61;52;9;40;1.429
29;10;Blacktown City U20;28;11;5;12;50;63;-13;38;1.357
29;11;WS Wanderers U20;28;11;2;15;55;63;-8;35;1.25
29;12;UNSW U20;28;9;7;12;53;71;-18;34;1.214
29;13;St. George City U20;28;8;6;14;57;66;-9;30;1.071
29;14;Rockdale Ilinden U20;28;8;5;15;35;67;-32;29;1.036
29;15;St George Saints U20;28;3;6;19;41;79;-38;15;0.536
29;16;Sydney Olympic U20;28;0;4;24;25;90;-65;4;0.143
