Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;HJS;1;1;0;0;3;0;3;3;3.0
1;2;GrIFK;1;1;0;0;3;1;2;3;3.0
1;3;Honka;1;1;0;0;1;0;1;3;3.0
1;4;MuSa;1;0;1;0;2;2;0;1;1.0
1;5;P-Iirot Rauma;1;0;1;0;2;2;0;1;1.0
1;6;Abo;1;0;0;1;0;1;-1;0;0.0
1;7;EPS;1;0;0;1;1;3;-2;0;0.0
1;8;NJS;1;0;0;1;0;3;-3;0;0.0
2;1;Honka;2;2;0;0;6;1;5;6;3.0
2;2;HJS;2;1;1;0;5;2;3;4;2.0
2;3;GrIFK;2;1;1;0;5;3;2;4;2.0
2;4;MuSa;2;1;1;0;4;2;2;4;2.0
2;5;Ilves 2;1;1;0;0;7;1;6;3;3.0
2;6;Abo;2;1;0;1;2;2;0;3;1.5
2;7;P-Iirot Rauma;2;0;1;1;3;7;-4;1;0.5
2;8;EBK;1;0;0;1;0;2;-2;0;0.0
2;9;EPS;2;0;0;2;2;5;-3;0;0.0
2;10;NJS;2;0;0;2;1;10;-9;0;0.0
3;1;Honka;3;3;0;0;10;2;8;9;3.0
3;2;Abo;3;2;0;1;4;2;2;6;2.0
3;3;MuSa;3;1;2;0;4;2;2;5;1.667
3;4;GrIFK;2;1;1;0;5;3;2;4;2.0
3;5;HJS;3;1;1;1;6;5;1;4;1.333
3;6;Ilves 2;1;1;0;0;7;1;6;3;3.0
3;7;EPS;3;1;0;2;5;6;-1;3;1.0
3;8;P-Iirot Rauma;3;0;1;2;3;9;-6;1;0.333
3;9;NJS;3;0;1;2;1;10;-9;1;0.333
3;10;EBK;2;0;0;2;1;6;-5;0;0.0
4;1;Honka;4;4;0;0;12;2;10;12;3.0
4;2;Abo;4;3;0;1;8;4;4;9;2.25
4;3;GrIFK;3;1;2;0;6;4;2;5;1.667
4;4;HJS;4;1;2;1;6;5;1;5;1.25
4;5;MuSa;4;1;2;1;6;6;0;5;1.25
4;6;Ilves 2;2;1;1;0;7;1;6;4;2.0
4;7;EPS;4;1;1;2;7;8;-1;4;1.0
4;8;P-Iirot Rauma;4;0;2;2;4;10;-6;2;0.5
4;9;EBK;3;0;1;2;3;8;-5;1;0.333
