Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
4;10;NJS;4;0;1;3;1;12;-11;1;0.25
5;1;Honka;5;5;0;0;14;3;11;15;3.0
5;2;Abo;5;3;1;1;9;5;4;10;2.0
5;3;Ilves 2;3;2;1;0;11;4;7;7;2.333
5;4;HJS;5;1;3;1;7;6;1;6;1.2
5;5;GrIFK;4;1;2;1;6;5;1;5;1.25
5;6;MuSa;5;1;2;2;9;10;-1;5;1.0
5;7;P-Iirot Rauma;5;1;2;2;9;10;-1;5;1.0
5;8;EPS;5;1;1;3;8;10;-2;4;0.8
5;9;EBK;4;1;1;2;4;8;-4;4;1.0
5;10;NJS;5;0;1;4;1;17;-16;1;0.2
6;1;Honka;6;6;0;0;19;4;15;18;3.0
6;2;Abo;6;4;1;1;13;6;7;13;2.167
6;3;Ilves 2;4;3;1;0;14;6;8;10;2.5
6;4;HJS;6;2;3;1;10;8;2;9;1.5
6;5;EPS;6;2;1;3;14;11;3;7;1.167
6;6;P-Iirot Rauma;6;1;2;3;11;13;-2;5;0.833
6;7;GrIFK;5;1;2;2;7;10;-3;5;1.0
6;8;MuSa;6;1;2;3;10;16;-6;5;0.833
6;9;EBK;5;1;1;3;6;11;-5;4;0.8
6;10;NJS;6;0;1;5;2;21;-19;1;0.167
7;1;Honka;7;6;1;0;21;6;15;19;2.714
7;2;Abo;7;5;1;1;16;7;9;16;2.286
7;3;HJS;7;3;3;1;12;8;4;12;1.714
7;4;Ilves 2;5;3;2;0;16;8;8;11;2.2
7;5;EPS;7;3;1;3;16;12;4;10;1.429
7;6;P-Iirot Rauma;7;2;2;3;12;13;-1;8;1.143
7;7;GrIFK;6;1;2;3;8;13;-5;5;0.833
7;8;MuSa;7;1;2;4;10;18;-8;5;0.714
7;9;EBK;6;1;1;4;6;12;-6;4;0.667
7;10;NJS;7;0;1;6;3;23;-20;1;0.143
8;1;Honka;8;7;1;0;23;6;17;22;2.75
8;2;Abo;8;6;1;1;18;8;10;19;2.375
8;3;HJS;8;3;3;2;12;10;2;12;1.5
8;4;Ilves 2;6;3;2;1;17;10;7;11;1.833
8;5;P-Iirot Rauma;8;3;2;3;14;14;0;11;1.375
8;6;EPS;8;3;1;4;17;14;3;10;1.25
8;7;EBK;7;2;1;4;9;13;-4;7;1.0
8;8;GrIFK;7;1;3;3;9;14;-5;6;0.857
8;9;MuSa;8;1;3;4;11;19;-8;6;0.75
8;10;NJS;8;0;1;7;4;26;-22;1;0.125
9;1;Honka;9;8;1;0;29;6;23;25;2.778
9;2;Abo;9;7;1;1;21;8;13;22;2.444
9;3;HJS;9;4;3;2;14;10;4;15;1.667
9;4;Ilves 2;7;3;3;1;18;11;7;12;1.714
9;5;EPS;9;3;2;4;18;15;3;11;1.222
9;6;P-Iirot Rauma;9;3;2;4;14;16;-2;11;1.222
9;7;GrIFK;8;2;3;3;10;14;-4;9;1.125
9;8;EBK;8;2;1;5;9;16;-7;7;0.875
9;9;MuSa;9;1;3;5;11;25;-14;6;0.667
9;10;NJS;9;0;1;8;4;27;-23;1;0.111
10;1;Honka;10;8;2;0;30;7;23;26;2.6
10;2;Abo;10;7;2;1;22;9;13;23;2.3
10;3;HJS;10;5;3;2;18;12;6;18;1.8
10;4;P-Iirot Rauma;10;4;2;4;18;16;2;14;1.4
10;5;Ilves 2;8;3;4;1;20;13;7;13;1.625
10;6;GrIFK;9;3;3;3;11;14;-3;12;1.333
10;7;EPS;10;3;2;5;18;16;2;11;1.1
10;8;EBK;9;2;2;5;11;18;-7;8;0.889
10;9;MuSa;10;1;3;6;11;29;-18;6;0.6
10;10;NJS;10;0;1;9;6;31;-25;1;0.1
