Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
16;1;South Hobart;16;12;2;2;54;13;41;38;2.375
16;2;Kingborough Lions;16;11;1;4;44;16;28;34;2.125
16;3;Devonport;14;11;1;2;41;15;26;34;2.429
16;4;Launceston;13;9;0;4;34;22;12;27;2.077
16;5;Riverside Olympic;15;7;2;6;27;25;2;23;1.533
16;6;Clarence Zebras;16;6;4;6;26;26;0;22;1.375
16;7;Glenorchy Knights;16;3;3;10;20;32;-12;12;0.75
16;8;South East Utd.;15;4;0;11;15;46;-31;12;0.8
16;9;Ulverstone;16;2;1;13;14;54;-40;7;0.438
16;10;Launceston United;13;1;2;10;13;43;-30;5;0.385
16;11;Devonport City;1;1;0;0;4;1;3;3;3.0
16;12;South East United;1;1;0;0;1;0;1;3;3.0
