Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
20;1;FK Minija;19;16;1;2;48;11;37;49;2.579
20;2;Babrungas;19;15;3;1;32;6;26;48;2.526
20;3;Neptunas;19;12;2;5;27;20;7;38;2.0
20;4;Tauras;19;11;2;6;35;22;13;35;1.842
20;5;Dainava Alytus;18;10;4;4;32;18;14;34;1.889
20;6;BE1 NFA;18;10;2;6;29;23;6;32;1.778
20;7;BFA Vilnius;18;9;1;8;28;29;-1;28;1.556
20;8;Atmosfera;18;7;4;7;29;22;7;25;1.389
20;9;Zalgiris 2;18;7;4;7;25;26;-1;25;1.389
20;10;Jonava;19;6;5;8;23;24;-1;23;1.211
20;11;Garliava;18;6;4;8;23;19;4;22;1.222
20;12;Hegelmann Litauen 2;19;5;1;13;20;43;-23;16;0.842
20;13;Transinvest 2;19;4;3;12;18;46;-28;15;0.789
20;14;Ekranas;19;3;2;14;19;37;-18;11;0.579
20;15;Siauliai 2;19;2;5;12;17;41;-24;11;0.579
20;16;Kauno Zalgiris 2;17;3;1;13;12;30;-18;10;0.588
