Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
18;1;Vikingur Reykjavik;14;13;1;0;48;9;39;40;2.857
18;2;KR Reykjavik;14;9;2;3;48;34;14;29;2.071
18;3;Fram;12;8;2;2;31;24;7;26;2.167
18;4;Breidablik;12;5;4;3;30;24;6;19;1.583
18;5;Valur;13;6;1;6;24;26;-2;19;1.462
18;6;Keflavik;12;4;3;5;17;23;-6;15;1.25
18;7;Akranes;12;4;3;5;16;23;-7;15;1.25
18;8;Stjarnan;13;4;2;7;26;29;-3;14;1.077
18;9;Vestmannaeyjar;12;3;3;6;21;26;-5;12;1.0
18;10;Akureyri;13;3;1;9;19;28;-9;10;0.769
18;11;Thor Akureyri;13;2;2;9;14;35;-21;8;0.615
18;12;Hafnarfjordur;12;1;4;7;16;29;-13;7;0.583
