Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
9;1;Lugano;7;6;1;0;19;6;13;19;2.714
9;2;Sion;8;6;0;2;22;13;9;18;2.25
9;3;Young Boys;8;4;4;0;28;16;12;16;2.0
9;4;Basilea;8;4;1;3;16;14;2;13;1.625
9;5;St. Gallen;7;3;1;3;12;14;-2;10;1.429
9;6;Zurigo;8;3;1;4;13;19;-6;10;1.25
9;7;Luzern;8;2;3;3;12;17;-5;9;1.125
9;8;Grasshoppers;8;2;2;4;12;19;-7;8;1.0
9;9;Servette;7;2;1;4;5;8;-3;7;1.0
9;10;Thun;7;2;1;4;11;18;-7;7;1.0
9;11;Vaduz;8;2;0;6;17;19;-2;6;0.75
9;12;Lausanne;8;1;3;4;7;11;-4;6;0.75
9;13;FC Haka j.;1;0;1;0;3;3;0;1;1.0
9;14;Fish United;1;0;1;0;3;3;0;1;1.0
