Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Brooke House;1;0;1;0;1;1;0;1;1.0
1;2;Nona;1;0;1;0;1;1;0;1;1.0
2;1;Brooke House;1;0;1;0;1;1;0;1;1.0
2;2;Nona;1;0;1;0;1;1;0;1;1.0
2;3;Shark Coast;1;0;1;0;1;1;0;1;1.0
2;4;Sporting Jax 2;1;0;1;0;1;1;0;1;1.0
3;1;Nona;2;1;1;0;6;2;4;4;2.0
3;2;Brooke House;1;0;1;0;1;1;0;1;1.0
3;3;Sporting Jax 2;1;0;1;0;1;1;0;1;1.0
3;4;Shark Coast;2;0;1;1;2;6;-4;1;0.5
4;1;Nona;2;1;1;0;6;2;4;4;2.0
4;2;Sporting Jax 2;2;1;1;0;2;1;1;4;2.0
4;3;Brooke House;2;0;1;1;1;2;-1;1;0.5
4;4;Shark Coast;2;0;1;1;2;6;-4;1;0.5
5;1;Nona;2;1;1;0;6;2;4;4;2.0
5;2;Sporting Jax 2;2;1;1;0;2;1;1;4;2.0
5;3;Brooke House;3;0;2;1;3;4;-1;2;0.667
5;4;Brave SC;1;0;1;0;2;2;0;1;1.0
5;5;Shark Coast;2;0;1;1;2;6;-4;1;0.5
6;1;Nona;2;1;1;0;6;2;4;4;2.0
6;2;Sporting Jax 2;2;1;1;0;2;1;1;4;2.0
6;3;Shark Coast;3;1;1;1;4;7;-3;4;1.333
6;4;Brooke House;3;0;2;1;3;4;-1;2;0.667
6;5;Brave SC;1;0;1;0;2;2;0;1;1.0
6;6;Inter Gainesville;1;0;0;1;1;2;-1;0;0.0
7;1;Nona;3;1;2;0;6;2;4;5;1.667
7;2;Sporting Jax 2;3;1;2;0;2;1;1;5;1.667
7;3;Shark Coast;3;1;1;1;4;7;-3;4;1.333
7;4;Brooke House;3;0;2;1;3;4;-1;2;0.667
7;5;Brave SC;1;0;1;0;2;2;0;1;1.0
7;6;Inter Gainesville;1;0;0;1;1;2;-1;0;0.0
8;1;Nona;3;1;2;0;6;2;4;5;1.667
8;2;Sporting Jax 2;3;1;2;0;2;1;1;5;1.667
8;3;Brave SC;2;1;1;0;6;2;4;4;2.0
8;4;Shark Coast;3;1;1;1;4;7;-3;4;1.333
8;5;Brooke House;3;0;2;1;3;4;-1;2;0.667
8;6;Inter Gainesville;2;0;0;2;1;6;-5;0;0.0
9;1;Nona;3;1;2;0;6;2;4;5;1.667
9;2;Sporting Jax 2;4;1;2;1;2;2;0;5;1.25
9;3;Shark Coast;4;1;2;1;6;9;-3;5;1.25
9;4;Brave SC;2;1;1;0;6;2;4;4;2.0
9;5;Brooke House;4;0;3;1;5;6;-1;3;0.75
9;6;Inter Gainesville;3;1;0;2;2;6;-4;3;1.0
10;1;Nona;4;1;3;0;7;3;4;6;1.5
10;2;Brave SC;3;1;2;0;7;3;4;5;1.667
10;3;Sporting Jax 2;4;1;2;1;2;2;0;5;1.25
10;4;Shark Coast;4;1;2;1;6;9;-3;5;1.25
10;5;Brooke House;4;0;3;1;5;6;-1;3;0.75
10;6;Inter Gainesville;3;1;0;2;2;6;-4;3;1.0
11;1;Nona;4;1;3;0;7;3;4;6;1.5
11;2;Brooke House;5;1;3;1;6;6;0;6;1.2
11;3;Shark Coast;5;1;3;1;6;9;-3;6;1.2
11;4;Brave SC;3;1;2;0;7;3;4;5;1.667
11;5;Sporting Jax 2;5;1;2;2;2;3;-1;5;1.0
11;6;Inter Gainesville;4;1;1;2;2;6;-4;4;1.0
12;1;Brave SC;4;2;2;0;10;3;7;8;2.0
12;2;Nona;4;1;3;0;7;3;4;6;1.5
12;3;Brooke House;6;1;3;2;6;9;-3;6;1.0
12;4;Shark Coast;5;1;3;1;6;9;-3;6;1.2
12;5;Sporting Jax 2;5;1;2;2;2;3;-1;5;1.0
12;6;Inter Gainesville;4;1;1;2;2;6;-4;4;1.0
13;1;Nona;5;2;3;0;9;4;5;9;1.8
13;2;Brave SC;4;2;2;0;10;3;7;8;2.0
13;3;Brooke House;6;1;3;2;6;9;-3;6;1.0
13;4;Shark Coast;6;1;3;2;7;11;-4;6;1.0
13;5;Sporting Jax 2;5;1;2;2;2;3;-1;5;1.0
13;6;Inter Gainesville;4;1;1;2;2;6;-4;4;1.0
14;1;Brave SC;5;2;3;0;10;3;7;9;1.8
14;2;Nona;5;2;3;0;9;4;5;9;1.8
14;3;Sporting Jax 2;6;1;3;2;2;3;-1;6;1.0
