Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
14;1;ML Vitebsk;14;9;4;1;30;13;17;31;2.214
14;2;Din. Minsk;13;9;3;1;23;12;11;30;2.308
14;3;Isloch;13;7;4;2;22;10;12;25;1.923
14;4;Zhodino;13;6;5;2;23;10;13;23;1.769
14;5;Gomel;12;6;3;3;18;11;7;21;1.75
14;6;Neman;13;6;2;5;15;13;2;20;1.538
14;7;FC Minsk;13;5;4;4;19;16;3;19;1.462
14;8;Dynamo Brest;13;5;3;5;16;12;4;18;1.385
14;9;Arsenal Dzerzhinsk;12;4;5;3;16;17;-1;17;1.417
14;10;Vitebsk;13;3;5;5;12;16;-4;14;1.077
14;11;Slavia Mozyr;13;3;5;5;12;17;-5;14;1.077
14;12;Dnepr Mogilev;13;2;5;6;11;19;-8;11;0.846
14;13;Baranovici;12;3;2;7;12;24;-12;11;0.917
14;14;Belshina;13;3;1;9;12;25;-13;10;0.769
14;15;BATE;13;1;6;6;9;16;-7;9;0.692
14;16;Naftan;13;1;3;9;8;27;-19;6;0.462
