Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
2;1;Dolomiti Bellunesi;2;1;1;0;2;1;1;4;2.0
2;2;Trento;2;1;1;0;2;1;1;4;2.0
2;3;Arzignano;1;1;0;0;1;0;1;3;3.0
2;4;Brescia;1;1;0;0;1;0;1;3;3.0
2;5;Cittadella;1;1;0;0;1;0;1;3;3.0
2;6;Lumezzane;1;1;0;0;1;0;1;3;3.0
2;7;Treviso;2;1;0;1;2;2;0;3;1.5
2;8;Desenzano;2;0;2;0;1;1;0;2;1.0
2;9;Carpi;1;0;1;0;3;3;0;1;1.0
2;10;Juventus U23;1;0;1;0;3;3;0;1;1.0
2;11;Novara;1;0;1;0;2;2;0;1;1.0
2;12;AlbinoLeffe;1;0;1;0;1;1;0;1;1.0
2;13;Ospitaletto;1;0;1;0;1;1;0;1;1.0
2;14;Alcione Milano;1;0;1;0;0;0;0;1;1.0
2;15;Folgore Caratese;2;0;1;1;3;4;-1;1;0.5
2;16;Pro Vercelli;2;0;1;1;1;2;-1;1;0.5
2;17;Giana Erminio;1;0;0;1;0;1;-1;0;0.0
2;18;Lecco;1;0;0;1;0;1;-1;0;0.0
2;19;Pergolettese;1;0;0;1;0;1;-1;0;0.0
2;20;Renate;1;0;0;1;0;1;-1;0;0.0
