Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Flora;1;1;0;0;3;0;3;3;3.0
1;2;Levadia;1;1;0;0;2;0;2;3;3.0
1;3;Parnu JK Vaprus;1;1;0;0;3;2;1;3;3.0
1;4;Harju JK Laagri;1;1;0;0;2;1;1;3;3.0
1;5;Kalju;1;1;0;0;1;0;1;3;3.0
1;6;Paide;1;0;0;1;2;3;-1;0;0.0
1;7;Narva;1;0;0;1;1;2;-1;0;0.0
1;8;Tammeka;1;0;0;1;0;1;-1;0;0.0
1;9;Kuressaare;1;0;0;1;0;2;-2;0;0.0
1;10;Nomme Utd;1;0;0;1;0;3;-3;0;0.0
2;1;Levadia;2;2;0;0;5;1;4;6;3.0
2;2;Kalju;2;2;0;0;2;0;2;6;3.0
2;3;Nomme Utd;2;1;0;1;7;4;3;3;1.5
2;4;Flora;2;1;0;1;3;1;2;3;1.5
2;5;Paide;2;1;0;1;3;3;0;3;1.5
2;6;Harju JK Laagri;2;1;0;1;3;4;-1;3;1.5
2;7;Kuressaare;2;1;0;1;3;4;-1;3;1.5
2;8;Parnu JK Vaprus;2;1;0;1;4;9;-5;3;1.5
2;9;Tammeka;2;0;0;2;2;4;-2;0;0.0
2;10;Narva;2;0;0;2;1;3;-2;0;0.0
3;1;Kalju;3;3;0;0;6;0;6;9;3.0
3;2;Levadia;3;2;1;0;7;3;4;7;2.333
3;3;Harju JK Laagri;3;2;0;1;5;4;1;6;2.0
3;4;Paide;3;1;1;1;5;5;0;4;1.333
3;5;Nomme Utd;3;1;0;2;9;7;2;3;1.0
3;6;Flora;3;1;0;2;3;3;0;3;1.0
3;7;Tammeka;3;1;0;2;5;6;-1;3;1.0
3;8;Narva;3;1;0;2;3;4;-1;3;1.0
3;9;Kuressaare;3;1;0;2;3;8;-5;3;1.0
3;10;Parnu JK Vaprus;3;1;0;2;5;11;-6;3;1.0
4;1;Kalju;4;4;0;0;8;1;7;12;3.0
4;2;Harju JK Laagri;4;3;0;1;7;4;3;9;2.25
4;3;Levadia;4;2;2;0;8;4;4;8;2.0
4;4;Paide;4;2;1;1;6;5;1;7;1.75
4;5;Tammeka;4;2;0;2;8;7;1;6;1.5
4;6;Nomme Utd;4;1;1;2;10;8;2;4;1.0
4;7;Flora;4;1;0;3;4;6;-2;3;0.75
4;8;Narva;4;1;0;3;4;6;-2;3;0.75
4;9;Kuressaare;4;1;0;3;3;9;-6;3;0.75
4;10;Parnu JK Vaprus;4;1;0;3;5;13;-8;3;0.75
5;1;Kalju;5;5;0;0;10;1;9;15;3.0
5;2;Levadia;5;3;2;0;10;5;5;11;2.2
5;3;Paide;5;3;1;1;9;6;3;10;2.0
5;4;Harju JK Laagri;5;3;0;2;7;6;1;9;1.8
5;5;Narva;5;2;0;3;7;6;1;6;1.2
5;6;Flora;5;2;0;3;6;7;-1;6;1.2
5;7;Tammeka;5;2;0;3;8;10;-2;6;1.2
5;8;Nomme Utd;5;1;1;3;11;11;0;4;0.8
5;9;Kuressaare;5;1;0;4;4;11;-7;3;0.6
5;10;Parnu JK Vaprus;5;1;0;4;6;15;-9;3;0.6
6;1;Kalju;6;5;1;0;11;2;9;16;2.667
6;2;Paide;6;4;1;1;13;7;6;13;2.167
6;3;Levadia;6;3;3;0;11;6;5;12;2.0
6;4;Flora;6;3;0;3;8;7;1;9;1.5
6;5;Harju JK Laagri;6;3;0;3;9;9;0;9;1.5
6;6;Nomme Utd;6;2;1;3;16;12;4;7;1.167
6;7;Narva;6;2;0;4;8;11;-3;6;1.0
6;8;Tammeka;6;2;0;4;9;14;-5;6;1.0
6;9;Kuressaare;6;2;0;4;7;13;-6;6;1.0
6;10;Parnu JK Vaprus;6;1;0;5;6;17;-11;3;0.5
7;1;Kalju;7;5;1;1;11;3;8;16;2.286
7;2;Paide;7;5;1;1;14;7;7;16;2.286
7;3;Levadia;7;4;3;0;15;6;9;15;2.143
7;4;Harju JK Laagri;7;4;0;3;11;10;1;12;1.714
7;5;Flora;7;3;0;4;8;11;-3;9;1.286
7;6;Kuressaare;7;3;0;4;9;14;-5;9;1.286
7;7;Nomme Utd;7;2;1;4;17;14;3;7;1.0
7;8;Tammeka;7;2;1;4;9;14;-5;7;1.0
7;9;Narva;7;2;0;5;9;13;-4;6;0.857
7;10;Parnu JK Vaprus;7;1;1;5;6;17;-11;4;0.571
8;1;Kalju;8;6;1;1;18;4;14;19;2.375
8;2;Paide;8;5;2;1;16;9;7;17;2.125
8;3;Levadia;7;4;3;0;15;6;9;15;2.143
8;4;Harju JK Laagri;8;4;1;3;13;12;1;13;1.625
8;5;Flora;8;4;0;4;14;11;3;12;1.5
8;6;Kuressaare;8;3;0;5;9;15;-6;9;1.125
8;7;Nomme Utd;8;2;1;5;18;21;-3;7;0.875
8;8;Tammeka;7;2;1;4;9;14;-5;7;1.0
8;9;Parnu JK Vaprus;8;2;1;5;7;17;-10;7;0.875
8;10;Narva;8;2;0;6;9;19;-10;6;0.75
9;1;Kalju;9;6;1;2;19;6;13;19;2.111
9;2;Levadia;8;5;3;0;22;6;16;18;2.25
9;3;Paide;9;5;2;2;17;11;6;17;1.889
9;4;Harju JK Laagri;9;5;1;3;14;12;2;16;1.778
9;5;Flora;9;5;0;4;16;12;4;15;1.667
9;6;Nomme Utd;9;3;1;5;20;22;-2;10;1.111
9;7;Parnu JK Vaprus;9;3;1;5;9;18;-9;10;1.111
9;8;Kuressaare;9;3;0;6;10;17;-7;9;1.0
9;9;Tammeka;8;2;1;5;9;15;-6;7;0.875
9;10;Narva;9;2;0;7;9;26;-17;6;0.667
10;1;Kalju;10;7;1;2;22;6;16;22;2.2
10;2;Levadia;9;6;3;0;24;7;17;21;2.333
10;3;Flora;10;6;0;4;21;12;9;18;1.8
10;4;Paide;10;5;2;3;17;12;5;17;1.7
10;5;Harju JK Laagri;10;5;1;4;14;17;-3;16;1.6
10;6;Nomme Utd;10;4;1;5;23;24;-1;13;1.3
10;7;Tammeka;9;3;1;5;10;15;-5;10;1.111
10;8;Parnu JK Vaprus;10;3;1;6;11;21;-10;10;1.0
10;9;Kuressaare;10;3;0;7;11;19;-8;9;0.9
10;10;Narva;10;2;0;8;9;29;-20;6;0.6
11;1;Levadia;10;7;3;0;27;7;20;24;2.4
11;2;Kalju;11;7;1;3;22;7;15;22;2.0
11;3;Flora;11;7;0;4;22;12;10;21;1.909
11;4;Paide;11;6;2;3;20;14;6;20;1.818
11;5;Harju JK Laagri;11;5;1;5;14;20;-6;16;1.455
11;6;Nomme Utd;11;4;1;6;25;27;-2;13;1.182
11;7;Tammeka;10;4;1;5;11;15;-4;13;1.3
11;8;Parnu JK Vaprus;11;4;1;6;13;21;-8;13;1.182
11;9;Kuressaare;11;3;0;8;11;20;-9;9;0.818
11;10;Narva;11;2;0;9;9;31;-22;6;0.545
12;1;Levadia;11;8;3;0;30;8;22;27;2.455
12;2;Kalju;12;8;1;3;24;7;17;25;2.083
12;3;Flora;12;8;0;4;25;12;13;24;2.0
12;4;Paide;12;6;2;4;21;17;4;20;1.667
12;5;Tammeka;11;5;1;5;14;16;-2;16;1.455
12;6;Harju JK Laagri;12;5;1;6;15;22;-7;16;1.333
12;7;Parnu JK Vaprus;12;5;1;6;15;22;-7;16;1.333
12;8;Nomme Utd;12;4;1;7;26;30;-4;13;1.083
12;9;Kuressaare;12;3;0;9;11;22;-11;9;0.75
12;10;Narva;12;2;0;10;9;34;-25;6;0.5
13;1;Levadia;12;9;3;0;36;9;27;30;2.5
13;2;Kalju;13;9;1;3;25;7;18;28;2.154
13;3;Flora;12;8;0;4;25;12;13;24;2.0
13;4;Paide;13;6;2;5;21;18;3;20;1.538
13;5;Tammeka;11;5;1;5;14;16;-2;16;1.455
13;6;Harju JK Laagri;13;5;1;7;15;23;-8;16;1.231
13;7;Parnu JK Vaprus;13;5;1;7;16;28;-12;16;1.231
13;8;Nomme Utd;13;4;1;8;27;32;-5;13;1.0
13;9;Kuressaare;13;4;0;9;13;23;-10;12;0.923
13;10;Narva;13;3;0;10;10;34;-24;9;0.692
14;1;Levadia;13;10;3;0;37;9;28;33;2.538
14;2;Kalju;14;9;1;4;26;10;16;28;2.0
14;3;Flora;13;9;0;4;29;12;17;27;2.077
14;4;Paide;14;6;3;5;22;19;3;21;1.5
14;5;Harju JK Laagri;14;6;1;7;18;23;-5;19;1.357
14;6;Parnu JK Vaprus;14;6;1;7;19;29;-10;19;1.357
14;7;Tammeka;12;5;1;6;14;17;-3;16;1.333
14;8;Nomme Utd;14;4;1;9;27;36;-9;13;0.929
14;9;Kuressaare;14;4;1;9;14;24;-10;13;0.929
14;10;Narva;14;3;0;11;10;37;-27;9;0.643
15;1;Levadia;14;11;3;0;40;10;30;36;2.571
15;2;Kalju;15;9;2;4;27;11;16;29;1.933
15;3;Flora;14;9;0;5;30;15;15;27;1.929
15;4;Paide;15;6;4;5;23;20;3;22;1.467
15;5;Parnu JK Vaprus;15;6;2;7;19;29;-10;20;1.333
15;6;Harju JK Laagri;15;6;1;8;20;26;-6;19;1.267
15;7;Tammeka;13;5;2;6;14;17;-3;17;1.308
15;8;Nomme Utd;15;5;1;9;29;37;-8;16;1.067
15;9;Kuressaare;15;5;1;9;17;26;-9;16;1.067
15;10;Narva;15;3;0;12;11;39;-28;9;0.6
16;1;Levadia;15;12;3;0;42;11;31;39;2.6
16;2;Flora;15;10;0;5;32;16;16;30;2.0
16;3;Kalju;16;9;2;5;28;13;15;29;1.812
16;4;Paide;16;7;4;5;24;20;4;25;1.562
16;5;Tammeka;14;6;2;6;16;18;-2;20;1.429
16;6;Parnu JK Vaprus;16;6;2;8;20;31;-11;20;1.25
16;7;Harju JK Laagri;16;6;1;9;20;27;-7;19;1.188
16;8;Kuressaare;16;5;2;9;17;26;-9;17;1.062
16;9;Nomme Utd;16;5;1;10;30;39;-9;16;1.0
16;10;Narva;16;3;1;12;11;39;-28;10;0.625
17;1;Levadia;16;12;4;0;43;12;31;40;2.5
17;2;Flora;16;10;0;6;33;18;15;30;1.875
17;3;Kalju;17;9;3;5;29;14;15;30;1.765
17;4;Paide;17;8;4;5;26;21;5;28;1.647
17;5;Tammeka;15;7;2;6;17;18;-1;23;1.533
17;6;Parnu JK Vaprus;16;6;2;8;20;31;-11;20;1.25
17;7;Nomme Utd;17;6;1;10;33;40;-7;19;1.118
17;8;Harju JK Laagri;17;6;1;10;21;30;-9;19;1.118
17;9;Kuressaare;16;5;2;9;17;26;-9;17;1.062
17;10;Narva;17;3;1;13;11;40;-29;10;0.588
