Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
25;1;Minneapolis City;12;12;0;0;46;6;40;36;3.0
25;2;Sueno;11;8;0;3;38;10;28;24;2.182
25;3;Chicago Dutch Lions;12;6;1;5;24;26;-2;19;1.583
25;4;St. Croix;12;6;0;6;26;25;1;18;1.5
25;5;Rockford Raptors;12;6;0;6;19;25;-6;18;1.5
25;6;RKC SC;12;5;1;6;19;19;0;16;1.333
25;7;River Light;10;3;2;5;21;22;-1;11;1.1
25;8;Edgewater Castle;12;2;0;10;15;45;-30;6;0.5
25;9;Rochester FC;11;2;0;9;9;39;-30;6;0.545
25;10;St. Louis Ambush;1;1;0;0;4;1;3;3;3.0
25;11;Santafe Wanderers;1;1;0;0;3;2;1;3;3.0
25;12;Peoria;2;1;0;1;4;5;-1;3;1.5
25;13;Sunflower State;2;0;0;2;3;6;-3;0;0.0
