Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
17;1;Adelaide Croatia Raiders;16;10;1;5;44;22;22;31;1.938
17;2;Adelaide Olympic;17;10;1;6;32;23;9;31;1.824
17;3;Fulham Utd.;16;9;3;4;34;24;10;30;1.875
17;4;Adelaide Atletico;16;9;2;5;33;24;9;29;1.812
17;5;Modbury;15;8;4;3;30;13;17;28;1.867
17;6;Cumberland Utd.;16;8;1;7;28;21;7;25;1.562
17;7;Blue Eagles;15;7;3;5;24;23;1;24;1.6
17;8;Cove FC;15;6;3;6;24;26;-2;21;1.4
17;9;Adelaide Cobras;16;5;1;10;21;34;-13;16;1.0
17;10;Eastern United;17;4;4;9;18;33;-15;16;0.941
17;11;Salisbury Utd.;17;3;3;11;21;39;-18;12;0.706
17;12;South Adelaide;16;3;2;11;16;43;-27;11;0.688
