Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
6;1;Hertha;6;6;0;0;17;7;10;18;3.0
6;2;Norimberga;6;5;1;0;16;6;10;16;2.667
6;3;Heidenheim;6;4;1;1;14;12;2;13;2.167
6;4;Wolfsburg;6;3;2;1;15;8;7;11;1.833
6;5;Kaiserslautern;6;3;2;1;6;4;2;11;1.833
6;6;Magdeburg;6;3;1;2;11;9;2;10;1.667
6;7;Cottbus;6;2;2;2;14;13;1;8;1.333
6;8;St. Pauli;6;1;4;1;8;8;0;7;1.167
6;9;Bochum;6;2;1;3;5;6;-1;7;1.167
6;10;Hannover;6;2;1;3;7;9;-2;7;1.167
6;11;Osnabruck;6;2;1;3;9;12;-3;7;1.167
6;12;Furth;6;1;3;2;9;11;-2;6;1.0
6;13;Bielefeld;6;1;2;3;10;12;-2;5;0.833
6;14;Karlsruher;6;1;2;3;6;12;-6;5;0.833
6;15;Braunschweig;6;1;1;4;12;13;-1;4;0.667
6;16;Kiel;6;0;4;2;7;10;-3;4;0.667
6;17;Dresda;6;1;1;4;8;14;-6;4;0.667
6;18;Darmstadt;6;1;1;4;5;13;-8;4;0.667
