Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
10;1;Cleethorpes;10;7;2;1;25;6;19;23;2.3
10;2;Avro;9;7;1;1;28;16;12;22;2.444
10;3;Redcar Athletic;10;6;4;0;19;7;12;22;2.2
10;4;Guiseley;9;6;1;2;22;10;12;19;2.111
10;5;Warrington;9;5;2;2;18;14;4;17;1.889
10;6;Bury;9;5;1;3;19;8;11;16;1.778
10;7;Curzon Ashton;9;5;1;3;18;10;8;16;1.778
10;8;Workington;9;5;1;3;17;15;2;16;1.778
10;9;Gainsborough;9;4;1;4;14;12;2;13;1.444
10;10;Warrington Rylands;9;4;1;4;12;13;-1;13;1.444
10;11;Alfreton;9;4;0;5;15;10;5;12;1.333
10;12;Whitby;9;4;0;5;14;24;-10;12;1.333
10;13;Ashton Utd;9;3;2;4;10;9;1;11;1.222
10;14;Hyde;10;3;2;5;11;19;-8;11;1.1
10;15;Emley;9;2;4;3;8;15;-7;10;1.111
10;16;Lancaster;9;3;1;5;9;17;-8;10;1.111
10;17;Leek;10;2;3;5;19;20;-1;9;0.9
10;18;Bamber Bridge;10;2;3;5;14;27;-13;9;0.9
10;19;Stockton;10;2;2;6;13;20;-7;8;0.8
10;20;Ilkeston;9;2;1;6;6;21;-15;7;0.778
10;21;Quorn;9;1;3;5;12;23;-11;6;0.667
10;22;FC United;9;1;2;6;12;19;-7;5;0.556
