Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
19;1;Austin FC II;15;11;2;2;34;15;19;35;2.333
19;2;Houston Dynamo 2;11;9;2;0;30;6;24;29;2.636
19;3;Minnesota 2;13;7;2;4;25;25;0;23;1.769
19;4;St. Louis City 2;14;5;3;6;23;26;-3;18;1.286
19;5;North Texas;11;5;1;5;19;13;6;16;1.455
19;6;Colorado Rapids 2;14;2;2;10;12;29;-17;8;0.571
19;7;San Jose Earthquakes II;3;2;1;0;12;4;8;7;2.333
19;8;Sporting Kansas City II;15;2;1;12;16;45;-29;7;0.467
19;9;Ventura County;3;1;1;1;5;4;1;4;1.333
19;10;Real Monarchs;1;1;0;0;5;0;5;3;3.0
19;11;Orlando City B;1;1;0;0;2;1;1;3;3.0
19;12;Portland Timbers 2;2;1;0;1;2;5;-3;3;1.5
19;13;Tacoma Defiance;4;0;2;2;4;11;-7;2;0.5
19;14;Chicago Fire II;1;0;1;0;2;2;0;1;1.0
19;15;Huntsville;1;0;1;0;2;2;0;1;1.0
19;16;Los Angeles FC 2;2;0;1;1;2;4;-2;1;0.5
19;17;Cincinnati 2;1;0;0;1;1;2;-1;0;0.0
19;18;Vancouver 2;2;0;0;2;2;4;-2;0;0.0
