Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
7;1;Heeslinger;6;4;2;0;17;5;12;14;2.333
7;2;BSV Rehden;6;4;2;0;14;4;10;14;2.333
7;3;Braunschweig U23;6;4;1;1;24;10;14;13;2.167
7;4;Wilhelmshaven;6;4;1;1;12;3;9;13;2.167
7;5;Spelle-Venhaus;6;3;3;0;14;6;8;12;2.0
7;6;Hildesheim;6;4;0;2;10;8;2;12;2.0
7;7;Lohne;6;3;2;1;15;10;5;11;1.833
7;8;Nordhorn;6;3;1;2;9;10;-1;10;1.667
7;9;Bersenbruck;6;2;1;3;8;10;-2;7;1.167
7;10;Hemmingen;6;2;1;3;9;17;-8;7;1.167
7;11;Verden;6;1;2;3;7;11;-4;5;0.833
7;12;Meppen 2;6;1;1;4;10;19;-9;4;0.667
7;13;Luneburger Hansa;6;0;3;3;10;13;-3;3;0.5
7;14;Drochtersen/Assel 2;6;1;0;5;7;13;-6;3;0.5
7;15;Vorsfelde;6;1;0;5;3;16;-13;3;0.5
7;16;Egestorf-Langreder;6;0;2;4;6;20;-14;2;0.333
