Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
8;1;West Ham;6;4;2;0;19;7;12;14;2.333
8;2;Middlesbrough;6;4;2;0;13;8;5;14;2.333
8;3;West Brom;7;4;2;1;10;7;3;14;2.0
8;4;Swansea;6;4;1;1;11;5;6;13;2.167
8;5;Southampton;6;3;2;1;15;7;8;11;1.833
8;6;QPR;6;3;2;1;8;5;3;11;1.833
8;7;Lincoln;6;3;2;1;5;3;2;11;1.833
8;8;Stoke;6;3;1;2;10;8;2;10;1.667
8;9;Norwich;6;3;0;3;13;10;3;9;1.5
8;10;Birmingham;6;2;3;1;8;7;1;9;1.5
8;11;Bristol City;6;3;0;3;8;10;-2;9;1.5
8;12;Charlton;6;2;3;1;4;6;-2;9;1.5
8;13;Wolves;5;2;2;1;11;9;2;8;1.6
8;14;Sheffield Utd;6;2;2;2;8;9;-1;8;1.333
8;15;Watford;6;2;1;3;6;8;-2;7;1.167
8;16;Millwall;6;2;1;3;10;13;-3;7;1.167
8;17;Wrexham;6;1;3;2;6;10;-4;6;1.0
8;18;Bolton;6;2;0;4;7;12;-5;6;1.0
8;19;Blackburn;6;1;2;3;8;9;-1;5;0.833
8;20;Portsmouth;5;1;1;3;4;7;-3;4;0.8
8;21;Cardiff;6;0;3;3;5;9;-4;3;0.5
8;22;Preston;6;1;0;5;5;10;-5;3;0.5
8;23;Derby;6;1;0;5;4;11;-7;3;0.5
8;24;Burnley;7;0;3;4;8;16;-8;3;0.429
