Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
15;1;Cham;11;9;1;1;27;8;19;28;2.545
15;2;Gebenbach;11;8;1;2;21;11;10;25;2.273
15;3;Bamberg;11;7;2;2;21;8;13;23;2.091
15;4;Wurzburger FV;11;7;1;3;22;14;8;22;2.0
15;5;Fortuna Regensburg;11;6;1;4;28;18;10;19;1.727
15;6;Bayern Hof;11;5;4;2;23;17;6;19;1.727
15;7;Regensburg 2;11;5;3;3;23;19;4;18;1.636
15;8;Kornburg;11;4;5;2;17;12;5;17;1.545
15;9;Aschaffenburg;11;5;1;5;22;17;5;16;1.455
15;10;Stadeln;11;3;4;4;15;20;-5;13;1.182
15;11;Neudrossenfeld;11;4;0;7;12;19;-7;12;1.091
15;12;Weiden;11;3;2;6;18;25;-7;11;1.0
15;13;Ingolstadt 2;11;2;4;5;18;23;-5;10;0.909
15;14;Grossbardorf;11;3;1;7;12;23;-11;10;0.909
15;15;Nordlingen;11;2;3;6;12;21;-9;9;0.818
15;16;DJK Bamberg;11;2;3;6;10;24;-14;9;0.818
15;17;Ammerthal;10;2;2;6;12;23;-11;8;0.8
15;18;Neumarkt;10;1;2;7;9;20;-11;5;0.5
