Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
2;1;Fratria;2;2;0;0;4;0;4;6;3.0
2;2;Nesebar;2;2;0;0;3;0;3;6;3.0
2;3;CSKA Sofia 2;2;2;0;0;5;3;2;6;3.0
2;4;Yantra Gabrovo;2;2;0;0;4;2;2;6;3.0
2;5;Etar;2;1;1;0;2;1;1;4;2.0
2;6;Montana;2;1;0;1;3;3;0;3;1.5
2;7;Beroe;2;1;0;1;2;2;0;3;1.5
2;8;Svoge;2;1;0;1;1;1;0;3;1.5
2;9;Lok. Gorna;2;1;0;1;1;2;-1;3;1.5
2;10;Rilski Sportist;2;0;2;0;3;3;0;2;1.0
2;11;Vihren;1;0;1;0;1;1;0;1;1.0
2;12;Spartak Pleven;2;0;1;1;2;3;-1;1;0.5
2;13;Chernomorets 1919;2;0;1;1;1;2;-1;1;0.5
2;14;Hebar;1;0;0;1;3;4;-1;0;0.0
2;15;Pirin Blagoevgrad;1;0;0;1;0;1;-1;0;0.0
2;16;Ludogorets 2;1;0;0;1;0;2;-2;0;0.0
2;17;Marek;2;0;0;2;0;2;-2;0;0.0
2;18;Dobrudzha;2;0;0;2;0;3;-3;0;0.0
