Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
21;1;Bayswater City;20;11;6;3;48;26;22;39;1.95
21;2;Olympic Kingsway;19;12;3;4;42;26;16;39;2.053
21;3;Perth RedStar;19;10;5;4;28;25;3;35;1.842
21;4;Fremantle City;19;8;7;4;38;27;11;31;1.632
21;5;Perth Azzurri;19;7;8;4;43;38;5;29;1.526
21;6;Stirling Macedonia;19;7;3;9;33;30;3;24;1.263
21;7;Dianella White Eagle;19;6;6;7;32;37;-5;24;1.263
21;8;Western Knights;19;6;5;8;35;35;0;23;1.211
21;9;Sorrento;18;6;2;10;18;31;-13;20;1.111
21;10;Armadale;19;4;6;9;36;48;-12;18;0.947
21;11;Balcatta;20;5;3;12;29;50;-21;18;0.9
21;12;Perth Glory U23;19;4;5;10;34;38;-4;17;0.895
21;13;Perth Redstar FC;2;1;0;1;1;3;-2;3;1.5
21;14;Dianella White Eagles;1;0;1;0;2;2;0;1;1.0
21;15;Perth SC;1;0;1;0;2;2;0;1;1.0
21;16;Fremantle City FC;1;0;1;0;1;1;0;1;1.0
21;17;Stirling Macedonia FC;1;0;0;1;0;1;-1;0;0.0
21;18;Perth Glory Youth;1;0;0;1;1;3;-2;0;0.0
