Round;Position;Team;Played;Wins;Draws;Losses;GF;GA;GD;Points;PPG
1;1;Peoria;3;1;1;1;4;5;-1;4;1.333
1;2;Santafe Wanderers;2;1;0;1;9;5;4;3;1.5
1;3;Springfield FC;1;1;0;0;5;4;1;3;3.0
1;4;St. Louis Ambush;2;1;0;1;5;4;1;3;1.5
1;5;Menace;1;0;1;0;0;0;0;1;1.0
1;6;Sunflower State;1;0;0;1;0;5;-5;0;0.0
2;1;Santafe Wanderers;3;2;0;1;12;7;5;6;2.0
2;2;Peoria;3;1;1;1;4;5;-1;4;1.333
2;3;Springfield FC;1;1;0;0;5;4;1;3;3.0
2;4;St. Louis Ambush;2;1;0;1;5;4;1;3;1.5
2;5;Menace;2;0;1;1;2;3;-1;1;0.5
2;6;Sunflower State;1;0;0;1;0;5;-5;0;0.0
3;1;Santafe Wanderers;3;2;0;1;12;7;5;6;2.0
3;2;St. Louis Ambush;3;2;0;1;9;5;4;6;2.0
3;3;Peoria;3;1;1;1;4;5;-1;4;1.333
3;4;Springfield FC;1;1;0;0;5;4;1;3;3.0
3;5;Menace;2;0;1;1;2;3;-1;1;0.5
3;6;Sunflower State;2;0;0;2;1;9;-8;0;0.0
4;1;St. Louis Ambush;4;3;0;1;11;5;6;9;2.25
4;2;Santafe Wanderers;3;2;0;1;12;7;5;6;2.0
4;3;Peoria;3;1;1;1;4;5;-1;4;1.333
4;4;Springfield FC;2;1;0;1;5;6;-1;3;1.5
4;5;Menace;2;0;1;1;2;3;-1;1;0.5
4;6;Sunflower State;2;0;0;2;1;9;-8;0;0.0
5;1;St. Louis Ambush;4;3;0;1;11;5;6;9;2.25
5;2;Santafe Wanderers;3;2;0;1;12;7;5;6;2.0
5;3;Peoria;3;1;1;1;4;5;-1;4;1.333
5;4;Springfield FC;3;1;0;2;6;8;-2;3;1.0
5;5;Sunflower State;3;1;0;2;3;10;-7;3;1.0
5;6;Menace;2;0;1;1;2;3;-1;1;0.5
6;1;St. Louis Ambush;5;3;1;1;12;6;6;10;2.0
6;2;Santafe Wanderers;4;2;1;1;13;8;5;7;1.75
6;3;Peoria;4;2;1;1;7;6;1;7;1.75
6;4;Springfield FC;3;1;0;2;6;8;-2;3;1.0
6;5;Sunflower State;3;1;0;2;3;10;-7;3;1.0
6;6;Menace;3;0;1;2;3;6;-3;1;0.333
7;1;St. Louis Ambush;5;3;1;1;12;6;6;10;2.0
7;2;Peoria;5;2;2;1;10;9;1;8;1.6
7;3;Santafe Wanderers;4;2;1;1;13;8;5;7;1.75
7;4;Springfield FC;4;1;1;2;9;11;-2;4;1.0
7;5;Sunflower State;3;1;0;2;3;10;-7;3;1.0
7;6;Menace;3;0;1;2;3;6;-3;1;0.333
8;1;St. Louis Ambush;5;3;1;1;12;6;6;10;2.0
8;2;Peoria;5;2;2;1;10;9;1;8;1.6
8;3;Santafe Wanderers;4;2;1;1;13;8;5;7;1.75
8;4;Menace;4;1;1;2;6;7;-1;4;1.0
8;5;Springfield FC;4;1;1;2;9;11;-2;4;1.0
8;6;Sunflower State;4;1;0;3;4;13;-9;3;0.75
9;1;Peoria;6;3;2;1;11;9;2;11;1.833
9;2;St. Louis Ambush;5;3;1;1;12;6;6;10;2.0
9;3;Santafe Wanderers;5;2;1;2;13;9;4;7;1.4
9;4;Sunflower State;5;2;0;3;6;13;-7;6;1.2
9;5;Springfield FC;4;1;1;2;9;11;-2;4;1.0
9;6;Menace;5;1;1;3;6;9;-3;4;0.8
10;1;Peoria;6;3;2;1;11;9;2;11;1.833
10;2;St. Louis Ambush;5;3;1;1;12;6;6;10;2.0
10;3;Sunflower State;6;3;0;3;9;15;-6;9;1.5
10;4;Santafe Wanderers;5;2;1;2;13;9;4;7;1.4
10;5;Springfield FC;5;1;1;3;11;14;-3;4;0.8
10;6;Menace;5;1;1;3;6;9;-3;4;0.8
11;1;Peoria;6;3;2;1;11;9;2;11;1.833
11;2;Santafe Wanderers;6;3;1;2;15;9;6;10;1.667
11;3;St. Louis Ambush;6;3;1;2;12;8;4;10;1.667
11;4;Sunflower State;6;3;0;3;9;15;-6;9;1.5
11;5;Springfield FC;5;1;1;3;11;14;-3;4;0.8
11;6;Menace;5;1;1;3;6;9;-3;4;0.8
12;1;Santafe Wanderers;7;3;2;2;16;10;6;11;1.571
12;2;St. Louis Ambush;7;3;2;2;14;10;4;11;1.571
12;3;Peoria;6;3;2;1;11;9;2;11;1.833
12;4;Sunflower State;6;3;0;3;9;15;-6;9;1.5
12;5;Springfield FC;6;1;2;3;13;16;-3;5;0.833
12;6;Menace;6;1;2;3;7;10;-3;5;0.833
13;1;St. Louis Ambush;8;4;2;2;16;11;5;14;1.75
13;2;Peoria;7;4;2;1;13;10;3;14;2.0
13;3;Santafe Wanderers;8;3;2;3;17;12;5;11;1.375
13;4;Sunflower State;7;3;0;4;10;17;-7;9;1.286
13;5;Menace;7;2;2;3;10;11;-1;8;1.143
13;6;Springfield FC;7;1;2;4;14;19;-5;5;0.714
14;1;Peoria;8;5;2;1;18;10;8;17;2.125
14;2;St. Louis Ambush;9;4;2;3;16;12;4;14;1.556
14;3;Santafe Wanderers;8;3;2;3;17;12;5;11;1.375
14;4;Menace;8;3;2;3;11;11;0;11;1.375
14;5;Sunflower State;7;3;0;4;10;17;-7;9;1.286
14;6;Springfield FC;8;1;2;5;14;24;-10;5;0.625
15;1;Peoria;9;6;2;1;20;10;10;20;2.222
15;2;Santafe Wanderers;9;4;2;3;20;12;8;14;1.556
15;3;St. Louis Ambush;9;4;2;3;16;12;4;14;1.556
15;4;Menace;8;3;2;3;11;11;0;11;1.375
15;5;Sunflower State;8;3;0;5;10;19;-9;9;1.125
15;6;Springfield FC;9;1;2;6;14;27;-13;5;0.556
16;1;Peoria;10;7;2;1;22;10;12;23;2.3
16;2;Santafe Wanderers;9;4;2;3;20;12;8;14;1.556
16;3;St. Louis Ambush;10;4;2;4;16;14;2;14;1.4
16;4;Menace;8;3;2;3;11;11;0;11;1.375
16;5;Sunflower State;8;3;0;5;10;19;-9;9;1.125
16;6;Springfield FC;9;1;2;6;14;27;-13;5;0.556
17;1;Peoria;10;7;2;1;22;10;12;23;2.3
17;2;Santafe Wanderers;10;5;2;3;25;14;11;17;1.7
17;3;St. Louis Ambush;10;4;2;4;16;14;2;14;1.4
17;4;Menace;8;3;2;3;11;11;0;11;1.375
17;5;Sunflower State;9;3;0;6;12;24;-12;9;1.0
17;6;Springfield FC;9;1;2;6;14;27;-13;5;0.556
