Scenario;Last10_OK;Last10_KO;Last10_Total;Last10_HitRate;Last7_OK;Last7_KO;Last7_Total;Last7_HitRate;DeltaHitRate
ALL;94;31;125;75.2;86;26;112;76.7857;1.5857
