Scenario;Last10_OK;Last10_KO;Last10_Total;Last10_HitRate;Last7_OK;Last7_KO;Last7_Total;Last7_HitRate;DeltaHitRate
NO_AUSTRALIA;57;11;68;83.8235;56;11;67;83.5821;-0.2414
