LeagueId;MatchDate;Home;Away;HomeXG;AwayXG;HomeGoals;AwayGoals;Source;SourceMatchId
Italy_SerieA;2023-08-19;Empoli;Verona;0.844727;0.690842;0;1;understat;22305
Italy_SerieA;2023-08-19;Frosinone;Napoli;0.871157;1.31464;1;3;understat;22306
Italy_SerieA;2023-08-19;Genoa;Fiorentina;0.79732;1.1197;1;4;understat;22308
Italy_SerieA;2023-08-19;Inter;Monza;2.49549;0.581247;2;0;understat;22307
Italy_SerieA;2023-08-20;Lecce;Lazio;1.75411;2.22215;2;1;understat;22312
Italy_SerieA;2023-08-20;Roma;Salernitana;2.00607;0.364297;2;2;understat;22309
Italy_SerieA;2023-08-20;Sassuolo;Atalanta;0.381264;1.50058;0;2;understat;22310
Italy_SerieA;2023-08-20;Udinese;Juventus;1.20988;1.86438;0;3;understat;22311
Italy_SerieA;2023-08-21;Bologna;AC Milan;1.17349;1.1479;0;2;understat;22314
Italy_SerieA;2023-08-21;Torino;Cagliari;1.03099;0.443184;0;0;understat;22313
Italy_SerieA;2023-08-26;AC Milan;Torino;3.25277;0.563184;4;1;understat;22317
Italy_SerieA;2023-08-26;Frosinone;Atalanta;0.760807;1.44199;2;1;understat;22315
Italy_SerieA;2023-08-26;Monza;Empoli;2.0469;1.13824;2;0;understat;22316
Italy_SerieA;2023-08-26;Verona;Roma;0.904461;2.00413;2;1;understat;22318
Italy_SerieA;2023-08-27;Fiorentina;Lecce;1.51003;0.494028;2;2;understat;22319
Italy_SerieA;2023-08-27;Juventus;Bologna;0.915803;0.687398;1;1;understat;22320
Italy_SerieA;2023-08-27;Lazio;Genoa;0.937895;0.69511;0;1;understat;22321
Italy_SerieA;2023-08-27;Napoli;Sassuolo;3.53489;0.145568;2;0;understat;22322
Italy_SerieA;2023-08-28;Cagliari;Inter;0.484344;1.25423;0;2;understat;22324
Italy_SerieA;2023-08-28;Salernitana;Udinese;0.559371;0.548425;1;1;understat;22323
Italy_SerieA;2023-09-01;Roma;AC Milan;0.412392;1.62873;1;2;understat;22326
Italy_SerieA;2023-09-01;Sassuolo;Verona;2.62139;0.555465;3;1;understat;22325
Italy_SerieA;2023-09-02;Atalanta;Monza;1.96499;0.37036;3;0;understat;22329
Italy_SerieA;2023-09-02;Bologna;Cagliari;2.8268;0.537052;2;1;understat;22328
Italy_SerieA;2023-09-02;Napoli;Lazio;1.04344;1.04826;1;2;understat;22330
Italy_SerieA;2023-09-02;Udinese;Frosinone;2.07837;2.41709;0;0;understat;22327
Italy_SerieA;2023-09-03;Empoli;Juventus;0.304187;3.04937;0;2;understat;22333
Italy_SerieA;2023-09-03;Inter;Fiorentina;5.21474;0.346607;4;0;understat;22332
Italy_SerieA;2023-09-03;Lecce;Salernitana;1.83665;1.05367;2;0;understat;22334
Italy_SerieA;2023-09-03;Torino;Genoa;0.481429;0.102008;1;0;understat;22331
Italy_SerieA;2023-09-16;Genoa;Napoli;1.33007;0.984291;2;2;understat;22337
Italy_SerieA;2023-09-16;Inter;AC Milan;2.95417;0.989611;5;1;understat;22336
Italy_SerieA;2023-09-16;Juventus;Lazio;2.6734;0.704843;3;1;understat;22335
Italy_SerieA;2023-09-17;Cagliari;Udinese;2.2007;0.836992;0;0;understat;22338
Italy_SerieA;2023-09-17;Fiorentina;Atalanta;1.4533;0.632092;3;2;understat;22341
Italy_SerieA;2023-09-17;Frosinone;Sassuolo;2.97022;1.93433;4;2;understat;22339
Italy_SerieA;2023-09-17;Monza;Lecce;3.29559;0.895727;1;1;understat;22340
Italy_SerieA;2023-09-17;Roma;Empoli;2.49292;0.166755;7;0;understat;22342
Italy_SerieA;2023-09-18;Salernitana;Torino;0.694683;1.54562;0;3;understat;22343
Italy_SerieA;2023-09-18;Verona;Bologna;0.408446;0.896605;0;0;understat;22344
Italy_SerieA;2023-09-22;Lecce;Genoa;1.00903;0.532474;1;0;understat;22351
Italy_SerieA;2023-09-22;Salernitana;Frosinone;0.834621;0.98737;1;1;understat;22350
Italy_SerieA;2023-09-23;AC Milan;Verona;0.916672;0.845815;1;0;understat;22352
Italy_SerieA;2023-09-23;Lazio;Monza;1.02354;1.80956;1;1;understat;22348
Italy_SerieA;2023-09-23;Sassuolo;Juventus;1.74238;1.36816;4;2;understat;22353
Italy_SerieA;2023-09-24;Atalanta;Cagliari;1.67724;1.00314;2;0;understat;22345
Italy_SerieA;2023-09-24;Bologna;Napoli;0.184666;1.84847;0;0;understat;22346
Italy_SerieA;2023-09-24;Empoli;Inter;0.330665;1.63518;0;1;understat;22347
Italy_SerieA;2023-09-24;Torino;Roma;1.10678;1.10764;1;1;understat;22354
Italy_SerieA;2023-09-24;Udinese;Fiorentina;2.40063;0.281122;0;2;understat;22349
Italy_SerieA;2023-09-26;Juventus;Lecce;1.64987;0.0667791;1;0;understat;22359
Italy_SerieA;2023-09-27;Cagliari;AC Milan;0.67613;2.10838;1;3;understat;22355
Italy_SerieA;2023-09-27;Empoli;Salernitana;2.29107;0.477434;1;0;understat;22356
Italy_SerieA;2023-09-27;Inter;Sassuolo;1.02458;1.02404;1;2;understat;22358
Italy_SerieA;2023-09-27;Lazio;Torino;0.773684;0.213455;2;0;understat;22360
Italy_SerieA;2023-09-27;Napoli;Udinese;3.70921;0.82191;4;1;understat;22361
Italy_SerieA;2023-09-27;Verona;Atalanta;0.325267;1.38356;0;1;understat;22362
Italy_SerieA;2023-09-28;Frosinone;Fiorentina;0.976021;1.45269;1;1;understat;22364
Italy_SerieA;2023-09-28;Genoa;Roma;1.59801;1.29625;4;1;understat;22357
Italy_SerieA;2023-09-28;Monza;Bologna;1.02777;1.04179;0;0;understat;22363
Italy_SerieA;2023-09-30;AC Milan;Lazio;2.69178;0.502537;2;0;understat;22373
Italy_SerieA;2023-09-30;Lecce;Napoli;0.612649;2.71689;0;4;understat;22367
Italy_SerieA;2023-09-30;Salernitana;Inter;0.620122;2.5554;0;4;understat;22372
Italy_SerieA;2023-10-01;Atalanta;Juventus;1.97735;0.203059;0;0;understat;22365
Italy_SerieA;2023-10-01;Bologna;Empoli;3.28867;1.04905;3;0;understat;22366
Italy_SerieA;2023-10-01;Roma;Frosinone;0.830718;0.791935;2;0;understat;22369
Italy_SerieA;2023-10-01;Udinese;Genoa;1.53115;0.83333;2;2;understat;22370
Italy_SerieA;2023-10-02;Fiorentina;Cagliari;1.52678;0.81356;3;0;understat;22368
Italy_SerieA;2023-10-02;Sassuolo;Monza;1.49022;1.84951;0;1;understat;22374
Italy_SerieA;2023-10-02;Torino;Verona;0.617691;0.273624;0;0;understat;22371
Italy_SerieA;2023-10-06;Empoli;Udinese;1.00116;1.23968;0;0;understat;22376
Italy_SerieA;2023-10-06;Lecce;Sassuolo;1.51817;1.74518;1;1;understat;22380
Italy_SerieA;2023-10-07;Genoa;AC Milan;0.353901;0.898603;0;1;understat;22378
Italy_SerieA;2023-10-07;Inter;Bologna;0.705274;1.04766;2;2;understat;22383
Italy_SerieA;2023-10-07;Juventus;Torino;2.40906;0.592513;2;0;understat;22379
Italy_SerieA;2023-10-08;Cagliari;Roma;1.76268;3.3327;1;4;understat;22375
Italy_SerieA;2023-10-08;Frosinone;Verona;1.91977;0.506291;2;1;understat;22377
Italy_SerieA;2023-10-08;Lazio;Atalanta;1.65045;1.0016;3;2;understat;22382
Italy_SerieA;2023-10-08;Monza;Salernitana;3.73783;0.999628;3;0;understat;22381
Italy_SerieA;2023-10-08;Napoli;Fiorentina;1.77418;1.76863;1;3;understat;22384
Italy_SerieA;2023-10-21;Sassuolo;Lazio;0.319165;2.93562;0;2;understat;22392
Italy_SerieA;2023-10-21;Torino;Inter;0.596799;2.44253;0;3;understat;22390
Italy_SerieA;2023-10-21;Verona;Napoli;0.87241;2.65531;1;3;understat;22387
Italy_SerieA;2023-10-22;AC Milan;Juventus;0.238518;1.80571;0;1;understat;22391
Italy_SerieA;2023-10-22;Atalanta;Genoa;1.97081;1.04166;2;0;understat;22385
Italy_SerieA;2023-10-22;Bologna;Frosinone;1.63336;1.42786;2;1;understat;22386
Italy_SerieA;2023-10-22;Roma;Monza;2.53278;0.423669;1;0;understat;22394
Italy_SerieA;2023-10-22;Salernitana;Cagliari;1.33333;1.4958;2;2;understat;22388
