LeagueId;MatchDate;Home;Away;HomeXG;AwayXG;HomeGoals;AwayGoals;Source;SourceMatchId
Italy_SerieA;2025-08-23;AC Milan;Cremonese;2.08498;0.363576;1;2;understat;29846
Italy_SerieA;2025-08-23;Genoa;Lecce;0.56563;0.55094;0;0;understat;29844
Italy_SerieA;2025-08-23;Roma;Bologna;1.47691;0.443508;1;0;understat;29847
Italy_SerieA;2025-08-23;Sassuolo;Napoli;0.298477;1.55456;0;2;understat;29845
Italy_SerieA;2025-08-24;Atalanta;Pisa;2.04697;1.02901;1;1;understat;29850
Italy_SerieA;2025-08-24;Cagliari;Fiorentina;1.51736;1.14261;1;1;understat;29848
Italy_SerieA;2025-08-24;Como;Lazio;1.28478;0.202984;2;0;understat;29849
Italy_SerieA;2025-08-24;Juventus;Parma Calcio 1913;2.74202;0.815567;2;0;understat;29851
Italy_SerieA;2025-08-25;Inter;Torino;2.60956;0.816232;5;0;understat;29853
Italy_SerieA;2025-08-25;Udinese;Verona;1.05058;0.799203;1;1;understat;29852
Italy_SerieA;2025-08-29;Cremonese;Sassuolo;3.52949;1.32978;3;2;understat;29854
Italy_SerieA;2025-08-29;Lecce;AC Milan;0.481693;2.13175;0;2;understat;29855
Italy_SerieA;2025-08-30;Bologna;Como;1.51584;0.521585;1;0;understat;29856
Italy_SerieA;2025-08-30;Napoli;Cagliari;1.73158;0.64413;1;0;understat;29859
Italy_SerieA;2025-08-30;Parma Calcio 1913;Atalanta;0.751112;1.19727;1;1;understat;29857
Italy_SerieA;2025-08-30;Pisa;Roma;0.6627;0.953921;0;1;understat;29858
Italy_SerieA;2025-08-31;Genoa;Juventus;0.593013;1.55128;0;1;understat;29860
Italy_SerieA;2025-08-31;Inter;Udinese;1.67172;1.20014;1;2;understat;29862
Italy_SerieA;2025-08-31;Lazio;Verona;3.96645;0.600485;4;0;understat;29863
Italy_SerieA;2025-08-31;Torino;Fiorentina;1.05012;1.18859;0;0;understat;29861
Italy_SerieA;2025-09-13;Cagliari;Parma Calcio 1913;1.76945;1.95549;2;0;understat;29864
Italy_SerieA;2025-09-13;Fiorentina;Napoli;1.39098;3.55376;1;3;understat;29866
Italy_SerieA;2025-09-13;Juventus;Inter;0.768943;1.01628;4;3;understat;29865
Italy_SerieA;2025-09-14;AC Milan;Bologna;1.15538;0.198634;1;0;understat;29871
Italy_SerieA;2025-09-14;Atalanta;Lecce;2.62415;0.532382;4;1;understat;29869
