LeagueId;Round;MatchDate;PredictionDate;Home;Away;Band;HistoricalStatus;Postponed;SourceFile
Somalia_NationalLeague;25;2026-07-28;2026-07-27;Horseed;Badbaado;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Somalia_NationalLeague;25;2026-07-28;2026-07-27;Raadsan;Elman;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Eastern_Group1;14;2026-07-29;2026-07-28;SAPA;FC Jyvaskyla Blackbird;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Eastern_Group3;13;2026-07-29;2026-07-28;Edustus IPS;KJP;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Eastern_Group3;13;2026-07-29;2026-07-28;LAUTP;Mikkelin Palloilijat II;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Southern_Group2;15;2026-07-29;2026-07-28;TiPS;Valtti;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Western_Group3;8;2026-07-29;2026-07-28;KPV/Akatemia;Virkia;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Somalia_NationalLeague;25;2026-07-29;2026-07-28;Jeenyo;Jazeera;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Somalia_NationalLeague;25;2026-07-29;2026-07-28;Jubba;Gantaalaha Afgooye;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Bhutan_PremierLeague;12;2026-07-30;2026-07-29;Ugyen Academy;RTC;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Eastern_Group2;14;2026-07-30;2026-07-29;NiemU;Jippo-J/Punamusta;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Eastern_Group3;15;2026-07-30;2026-07-29;PeKa;Kultsu;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_North;11;2026-07-30;2026-07-29;Ponkilan Pantterit;Haukiputaan Pallo;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Southern_Group1;15;2026-07-30;2026-07-29;EIF/Akademi;GrIFK/Akatemia U23;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kolmonen_Western_Group2;15;2026-07-30;2026-07-29;TP-T;Fish United;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Ykkonen;19;2026-07-30;2026-07-29;Jazz Pori;KuPS Akatemia;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Ykkosliiga;19;2026-07-30;2026-07-29;Jippo;JaPS;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Kazakhstan_FirstLeague;25;2026-07-30;2026-07-29;FC Batyr;Yelimay Semey 2;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Kazakhstan_FirstLeague;25;2026-07-30;2026-07-29;Kaspij Aktau 2;Aktobe 2;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Kazakhstan_FirstLeague;25;2026-07-30;2026-07-29;Khan Tengri;Turan;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Kazakhstan_FirstLeague;25;2026-07-30;2026-07-29;Taraz;Akademiya Ontustik;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Norway_3rdDivision_Group5;15;2026-07-30;2026-07-29;Ulfstind;Skjervoy;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Somalia_NationalLeague;25;2026-07-30;2026-07-29;Gaadiidka;Dekedaha;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Somalia_NationalLeague;25;2026-07-30;2026-07-29;Mogadishu City;Heegan;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_SodraGotaland;18;2026-07-30;2026-07-29;Karlskrona;Nosaby;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
USA_USLChampionship;25;2026-07-30;2026-07-29;Louisville City;Birmingham;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
USA_USLChampionship;25;2026-07-30;2026-07-29;Pittsburgh;FC Tulsa;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
USA_USLLeagueOne;27;2026-07-30;2026-07-29;Forward Madison;Chattanooga Red Wolves;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
USA_USLLeagueOne;27;2026-07-30;2026-07-29;Greenville;Boise;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_NPLNorthernNSW;22;2026-07-31;2026-07-30;Cooks Hill United;Broadmeadow;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_NPLQueensland;24;2026-07-31;2026-07-30;Rochedale;Eastern Suburbs;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_NPLQueensland;24;2026-07-31;2026-07-30;Wynnum Wolves;Brisbane City;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_NPLSouthAustralia;22;2026-07-31;2026-07-30;Campbelltown City;Adelaide City;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_NPLVictoria;25;2026-07-31;2026-07-30;Bentleigh;Oakleigh;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_NPLVictoria;25;2026-07-31;2026-07-30;Preston Lions;Green Gully;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_NSWLeagueOne;28;2026-07-31;2026-07-30;Prospect United;Blacktown Spartans;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_TasmaniaNorthernChampionship;17;2026-07-31;2026-07-30;Ulverstone U21;Launceston United U21;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_TasmaniaSouthernChampionship;17;2026-07-31;2026-07-30;Glenorchy Knights U21;University of Tasmania;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_TasmaniaSouthernChampionship;17;2026-07-31;2026-07-30;Olympia Warriors;Hobart Utd.;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_TasmaniaSouthernChampionship;17;2026-07-31;2026-07-30;South Hobart U21;Taroona;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_VictoriaPremierLeague;24;2026-07-31;2026-07-30;Melbourne Knights;Western Utd. U21;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_VictoriaPremierLeague;24;2026-07-31;2026-07-30;Northcote City;Eltham Redbacks;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_VictoriaPremierLeague2;23;2026-07-31;2026-07-30;Box Hill;Keilor Park;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_VictoriaPremierLeague2;23;2026-07-31;2026-07-30;Essendon Royals SC;Altona City;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_VictoriaPremierLeague2;23;2026-07-31;2026-07-30;Kingston City;Springvale;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Australia_VictoriaPremierLeague2;23;2026-07-31;2026-07-30;Whittlesea United;Eastern Lions;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Belarus_PershayaLiga;18;2026-07-31;2026-07-30;Din. Minsk 2;Niva Dolbizno;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Belarus_PershayaLiga;18;2026-07-31;2026-07-30;Orsha;Soligorsk;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Belarus_PershayaLiga;18;2026-07-31;2026-07-30;Slutsk;SKA-1938;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Belarus_VysshayaLiga;18;2026-07-31;2026-07-30;Dnepr Mogilev;Naftan;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Bhutan_PremierLeague;12;2026-07-31;2026-07-30;Drukpa;BFF Academy U19;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Bolivia_DivisionProfesional;16;2026-07-31;2026-07-30;The Strongest;Aurora;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Bolivia_DivisionProfesional;16;2026-07-31;2026-07-30;Universitario de Vinto;Guabira;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Bulgaria_ParvaLiga;3;2026-07-31;2026-07-30;CSKA 1948 Sofia;Arda;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Bulgaria_ParvaLiga;3;2026-07-31;2026-07-30;Slavia Sofia;Lok. Sofia;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
CzechRepublic_1Liga;2;2026-07-31;2026-07-30;Sparta Praga;Zlin;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
CzechRepublic_ChNL;2;2026-07-31;2026-07-30;Karvina;Vlasim;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
CzechRepublic_ChNL;2;2026-07-31;2026-07-30;Kladno;Ostrava B;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
CzechRepublic_ChNL;2;2026-07-31;2026-07-30;Pribram;Opava;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
CzechRepublic_ChNL;2;2026-07-31;2026-07-30;Taborsko;Dukla Praga;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
CzechRepublic_ChNL;2;2026-07-31;2026-07-30;Zizkov;Prostejov;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Denmark_1stDivision;2;2026-07-31;2026-07-30;AB Copenhagen;Fredericia;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Denmark_1stDivision;2;2026-07-31;2026-07-30;Aarhus Fremad;Aalborg;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Denmark_1stDivision;2;2026-07-31;2026-07-30;Koge;Vejle;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Estonia_Meistriliiga;23;2026-07-31;2026-07-30;Nomme Utd;Narva;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kakkonen_GroupA;15;2026-07-31;2026-07-30;Union Plaani;PEPO;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kakkonen_GroupB;16;2026-07-31;2026-07-30;Abo;HJS;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Kakkonen_GroupB;16;2026-07-31;2026-07-30;GrIFK;EBK;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Ykkonen;19;2026-07-31;2026-07-30;Inter Turku 2;VJS;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Ykkonen;19;2026-07-31;2026-07-30;Keski-Uusimaa;Tampere Utd;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Ykkosliiga;19;2026-07-31;2026-07-30;Ekenas;Klubi 04;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Ykkosliiga;19;2026-07-31;2026-07-30;KTP;SJK Akatemia;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Finland_Ykkosliiga;19;2026-07-31;2026-07-30;PK-35;Haka;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Nord;4;2026-07-31;2026-07-30;Ammerthal;Bayern Hof;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Nord;4;2026-07-31;2026-07-30;Cham;Fortuna Regensburg;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Nord;4;2026-07-31;2026-07-30;DJK Bamberg;Weiden;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Nord;4;2026-07-31;2026-07-30;Neudrossenfeld;Gebenbach;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Nord;4;2026-07-31;2026-07-30;Neumarkt;Kornburg;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Sud;3;2026-07-31;2026-07-30;Erlbach;Deisenhofen;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Sud;3;2026-07-31;2026-07-30;FC Schwaig;Gundelfingen;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Sud;3;2026-07-31;2026-07-30;Heimstetten;Geretsried;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Sud;3;2026-07-31;2026-07-30;Ismaning;Landshut;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Sud;3;2026-07-31;2026-07-30;Monaco 1860 II;Schalding;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Bayern_Sud;3;2026-07-31;2026-07-30;Rosenheim;Hankofen-Hailing;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Hamburg;2;2026-07-31;2026-07-30;ETSV Hamburg;Teutonia Ottensen;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Hamburg;2;2026-07-31;2026-07-30;Harksheide;Suderelbe;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Hamburg;2;2026-07-31;2026-07-30;Norderstedt II;Pinneberg;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Oberliga_Hamburg;2;2026-07-31;2026-07-30;Wandsbeker Concordia;HEBC Hamburg;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Bayern;2;2026-07-31;2026-07-30;Augsburg II;Landsberg;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Bayern;2;2026-07-31;2026-07-30;Buchbach;Eichstatt;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Bayern;2;2026-07-31;2026-07-30;Burghausen;Bayern II;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Bayern;2;2026-07-31;2026-07-30;Eltersdorf;Vilzing;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Bayern;2;2026-07-31;2026-07-30;Illertissen;Schwaben Augsburg;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Bayern;2;2026-07-31;2026-07-30;Norinberga II;Unterhaching;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Nordost;2;2026-07-31;2026-07-30;Babelsberg;Jena;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Nordost;2;2026-07-31;2026-07-30;Chemnitzer;BFC Preussen;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Germany_Regionalliga_Nordost;2;2026-07-31;2026-07-30;Tasmania Berlin;Aue;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Hungary_NBI;2;2026-07-31;2026-07-30;Puskas Academy;Kisvarda;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Kazakhstan_FirstLeague;25;2026-07-31;2026-07-30;FC Astana 2;Arys;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Kazakhstan_FirstLeague;25;2026-07-31;2026-07-30;Kairat Almaty 2;Jaiyq;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Kazakhstan_FirstLeague;25;2026-07-31;2026-07-30;Tobol 2;Shakhter K.;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Latvia_NakotnesLiga;15;2026-07-31;2026-07-30;Super Nova 2;Riga Mariners;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Lithuania_ILyga;19;2026-07-31;2026-07-30;BE1 NFA;Jonava;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Lithuania_ILyga;19;2026-07-31;2026-07-30;Hegelmann Litauen 2;FK Minija;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Norway_3rdDivision_Group1;17;2026-07-31;2026-07-30;Gamle Oslo;Union Carl Berner;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Norway_3rdDivision_Group2;16;2026-07-31;2026-07-30;Herd;Volda TI;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Norway_3rdDivision_Group4;16;2026-07-31;2026-07-30;Varhaug;Hinna;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Norway_Eliteserien;23;2026-07-31;2026-07-30;Bodo/Glimt;Lilleström;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Norway_Eliteserien;23;2026-07-31;2026-07-30;Vålerenga;HamKam;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Poland_Division1;2;2026-07-31;2026-07-30;LKS Lodz;Polonia B.;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Poland_Division1;2;2026-07-31;2026-07-30;Lechia;Warta Poznan;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Poland_Division2;2;2026-07-31;2026-07-30;Pruszkow;Legia II;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Poland_Division2;2;2026-07-31;2026-07-30;S. Wola;Tychy;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Poland_Ekstraklasa;2;2026-07-31;2026-07-30;Motor Lublin;Jagiellonia;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Poland_Ekstraklasa;2;2026-07-31;2026-07-30;Plock;Widzew Lodz;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Romania_Superliga;3;2026-07-31;2026-07-30;FC Arges;Csikszereda M. Ciuc;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Romania_Superliga;3;2026-07-31;2026-07-30;Otelul;Din. Bucuresti;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Russia_PremierLeague;2;2026-07-31;2026-07-30;Rodina Moscow;FK Rostov;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Slovakia_2Liga;2;2026-07-31;2026-07-30;L. Mikulas;Galanta;BASSA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Slovakia_2Liga;2;2026-07-31;2026-07-30;Pohronie;Povazska Bystrica;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_NorraGotaland;17;2026-07-31;2026-07-30;IFK Skovde;Ahlafors IF;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_NorraGotaland;17;2026-07-31;2026-07-30;Karlstad II;Grebbestad;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_NorraGotaland;17;2026-07-31;2026-07-30;Stenungsunds;Skara;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_NorraGotaland;17;2026-07-31;2026-07-30;Tord;Kumla;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_NorraGotaland;17;2026-07-31;2026-07-30;Vanersborgs FK;Herrestads AIF;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_SodraGotaland;18;2026-07-31;2026-07-30;IFK Karlshamn;Rappe GOIF;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_SodraSvealand;15;2026-07-31;2026-07-30;Farsta;Ragsved;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_VastraGotaland;17;2026-07-31;2026-07-30;Boljan;Frölunda;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_VastraGotaland;17;2026-07-31;2026-07-30;Kongahalla;Onsala;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Division2_VastraGotaland;17;2026-07-31;2026-07-30;Lindome;Jonsereds;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Sweden_Superettan;19;2026-07-31;2026-07-30;Oddevold;Norrby;MEDIA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
Switzerland_ChallengeLeague;2;2026-07-31;2026-07-30;Kriens;Winterthur;ALTA;;NO;data\storico\ranking\v251\storico_ranking_v251.csv
