LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Finland_Kolmonen_Western_Group2;14;2026-07-25;TP-49;Ylojarvi United;3;1;Finale;
Finland_Kolmonen_Western_Group2;14;2026-07-25;Tampere Utd II;Lasten;1;0;Finale;
Slovenia_PrvaLiga;2;2026-07-25;Aluminij;Celje;0;3;Finale;
Somalia_NationalLeague;25;2026-07-25;Heegan;Jazeera;;;Posticipata;
Somalia_NationalLeague;25;2026-07-25;Horseed;Jubba;;;Posticipata;
USA_USLLeagueTwo_PlayOff;4;2026-07-25;Flint City;Peoria;2;0;Finale;
USA_USLLeagueTwo_PlayOff;4;2026-07-25;Laredo Heat;Fort Lauderdale;0;2;Finale;
USA_USLLeagueTwo_PlayOff;4;2026-07-25;Vermont Green;Asheville City;1;0;Finale;
Finland_Kolmonen_Southern_Group1;13;2026-07-26;GrIFK/Akatemia U23;EPS Reservi;0;2;Finale;
Finland_Kolmonen_Southern_Group2;13;2026-07-26;PPJ/Lauttasaari;HPS/2;1;3;Finale;
Finland_Kolmonen_Southern_Group3;13;2026-07-26;Futura;RiPS;2;0;Finale;
Finland_Kolmonen_Western_Group1;14;2026-07-28;SalPa II;VG-62;3;1;Finale;
