LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Australia_VictoriaPremierLeague;?;2026-07-28;Melbourne Victory U21;North Sunshine Eagles;1;0;Finale;
Australia_VictoriaPremierLeague;?;2026-07-28;Bulleen;Langwarrin;3;1;Finale;
Bolivia_DivisionProfesional;?;2026-07-28;Nacional Potosi;Tomayapo;4;1;Finale;
Bolivia_DivisionProfesional;?;2026-07-28;GV San Jose;Universitario de Vinto;2;1;Finale;
Bulgaria_ParvaLiga;?;2026-07-28;Dunav Ruse;Ludogorets;0;2;Finale;
Bulgaria_ParvaLiga;?;2026-07-28;CSKA Sofia;Botev Plovdiv;3;2;Finale;
Denmark_Superliga;?;2026-07-28;Randers;Silkeborg;1;1;Finale;
Estonia_Esiliiga;?;2026-07-28;Nomme Utd U21;Viimsi JK;0;3;Finale;
Iceland_BestaDeildKarla;?;2026-07-28;Breidablik;Vestmannaeyjar;1;0;Finale;
Iceland_BestaDeildKarla;?;2026-07-28;Akureyri;Thor Akureyri;0;0;Finale;
Latvia_Virsliga;?;2026-07-28;Tukums 2000;RFS;0;1;Finale;
Latvia_Virsliga;?;2026-07-28;Grobina;Ogre United;2;2;Finale;
Latvia_NakotnesLiga;?;2026-07-28;Valmiera;Riga FC 2;3;0;Finale;
Latvia_NakotnesLiga;?;2026-07-28;Metta;Tukums 2000 2;9;0;Finale;
Lithuania_Toplyga;?;2026-07-28;Hegelmann;Zalgiris;2;3;Finale;
Mexico_LigaMX_Apertura;?;2026-07-28;Necaxa;Monterrey;2;1;Finale;
Mexico_LigaMX_Apertura;?;2026-07-28;Pachuca;Queretaro;1;2;Finale;
Norway_Eliteserien;?;2026-07-28;Rosenborg;Fredrikstad;4;0;Finale;
Norway_OBOSLigaen;?;2026-07-28;Stabaek;Hodd;6;0;Finale;
Norway_3rdDivision_Group1;?;2026-07-28;Lokomotiv Oslo;K. Oslo 2;2;0;Finale;
Norway_3rdDivision_Group1;?;2026-07-28;Ready;Frigg;3;3;Finale;
Norway_3rdDivision_Group1;?;2026-07-28;Union Carl Berner;Asker;1;2;Finale;
Norway_3rdDivision_Group2;?;2026-07-28;Volda TI;Ranheim 2;7;0;Finale;
Norway_3rdDivision_Group3;?;2026-07-28;Gneist;Brann 2;0;3;Finale;
Norway_3rdDivision_Group3;?;2026-07-28;V. Haugesund;Sogndal 2;4;4;Finale;
Norway_3rdDivision_Group4;?;2026-07-28;Odd 2;Vag;1;1;Finale;
Norway_3rdDivision_Group4;?;2026-07-28;Haugesund 2;Varhaug;2;2;Finale;
Norway_3rdDivision_Group5;?;2026-07-28;Kongsvinger 2;Skedsmo;1;3;Finale;
Norway_3rdDivision_Group6;?;2026-07-28;Lyn 2;Oppsal;2;2;Finale;
Norway_3rdDivision_Group6;?;2026-07-28;Sarpsborg 08 2;Orn;2;3;Finale;
Poland_Ekstraklasa;?;2026-07-28;Zaglebie;Piast;2;0;Finale;
Poland_Division1;?;2026-07-28;Legnica;Podbeskidzie;1;1;Finale;
CzechRepublic_1Liga;?;2026-07-28;Artis Brno;Mlada Boleslav;2;4;Finale;
CzechRepublic_ChNL;?;2026-07-28;Opava;Karvina;2;0;Finale;
Romania_Superliga;?;2026-07-28;CFR Cluj;FC Voluntari;5;0;Finale;
Romania_Superliga;?;2026-07-28;Botosani;Rapid Bucarest;1;1;Finale;
Slovakia_2Liga;?;2026-07-28;Samorin;Malzenice;2;0;Finale;
Sweden_Allsvenskan;?;2026-07-28;Hacken;AIK Stockholm;0;0;Finale;
Sweden_Superettan;?;2026-07-28;Örebro;Oddevold;0;0;Finale;
Sweden_Superettan;?;2026-07-28;Öster;Varberg;3;0;Finale;
Hungary_NBI;?;2026-07-28;MTK Budapest;Zalaegerszeg;3;0;Finale;
USA_MLSNextPro_EasternConference_NortheastDivision;?;2026-07-28;Connecticut FC;Columbus Crew 2;2;1;Finale;
USA_MLSNextPro_EasternConference_NortheastDivision;?;2026-07-28;Cincinnati 2;New England Revolution II;2;2;Finale;Dopo Rigori
USA_MLSNextPro_WesternConference_CentralDivision;?;2026-07-28;Houston Dynamo 2;Austin FC II;1;1;Finale;Dopo Rigori
USA_MLSNextPro_EasternConference_SoutheastDivision;?;2026-07-28;Orlando City B;Huntsville;0;1;Finale;
USA_MLSNextPro_WesternConference_CentralDivision;?;2026-07-28;St. Louis City 2;Vancouver 2;1;1;Finale;Dopo Rigori
USA_MLSNextPro_WesternConference_PacificDivision;?;2026-07-28;Tacoma Defiance;Colorado Rapids 2;2;1;Finale;
Finland_Kolmonen_Western_Group1;?;2026-07-28;SalPa 2;VG-62;3;1;Finale;
Finland_Kolmonen_Western_Group2;?;2026-07-28;FC Haka j.;Tampere Utd/2;2;2;Finale;
Finland_Kolmonen_Eastern_Group3;?;2026-07-28;HaPK;KoPa;3;1;Finale;
Finland_Kolmonen_Eastern_Group3;?;2026-07-28;MiPK;LAUTP/2;7;0;Finale;
