LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Australia_VictoriaPremierLeague;27;2026-08-22;North Geelong;Western Utd. U21;3;0;FINALE;
Australia_VictoriaPremierLeague2;26;2026-08-22;Malvern;Kingston City;3;1;FINALE;
Austria_Regionalliga_East;4;2026-08-22;Mattersburg SV 2020;Warth;2;0;FINALE;
Belarus_PershayaLiga;22;2026-08-22;Osipovichi;SKA-1938;1;0;FINALE;
Bolivia_DivisionProfesional;20;2026-08-22;Academia del Balompie;GV San Jose;2;2;FINALE;
CzechRepublic_3CFL_GroupA;3;2026-08-22;Benesov;Sparta Praga B;;;POSTICIPATA;
CzechRepublic_3CFL_GroupA;3;2026-08-22;Povltavska FA;Domazlice;;;POSTICIPATA;
CzechRepublic_3CFL_GroupB;3;2026-08-22;Banik Most-Sous;Benatky;;;POSTICIPATA;
CzechRepublic_3CFL_GroupB;3;2026-08-22;Brozany;Pardubice B;;;POSTICIPATA;
CzechRepublic_3CFL_GroupB;3;2026-08-22;Varnsdorf;Horni Redice;;;POSTICIPATA;
CzechRepublic_4Liga_GroupA;3;2026-08-22;FK Komarov;Doubravka;;;POSTICIPATA;
CzechRepublic_4Liga_GroupB;3;2026-08-22;Ostrov;Brandys n. Labem;;;POSTICIPATA;
CzechRepublic_4Liga_GroupC;3;2026-08-22;Vykan;Slavia HK;;;POSTICIPATA;
Kyrgyzstan_PremierLiga;24;2026-08-22;Asiagoal Bishkek;Asia Talas;2;4;FINALE;
Latvia_NakotnesLiga;18;2026-08-22;Tukums 2000 2;JFK Ventspils;;;POSTICIPATA;
Lithuania_ILyga;22;2026-08-22;FK Minija;Kauno Zalgiris 2;;;POSTICIPATA;
SriLanka_SuperLeague;6;2026-08-22;UP Country Lions;New Young's SC;6;0;FINALE;
Wales_CymruNorth;3;2026-08-22;Caersws;Newtown;;;POSTICIPATA;
