LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
France_Ligue1;;2026-08-28;Lilla;PSG;2;2;FINALE;
France_Ligue2;;2026-08-28;Clermont;Sochaux;0;0;FINALE;
France_Ligue2;;2026-08-28;Laval;Grenoble;0;3;FINALE;
France_Ligue2;;2026-08-28;Montpellier;Boulogne;0;0;FINALE;
France_Ligue2;;2026-08-28;Nancy;Dunkerque;2;0;FINALE;
France_Ligue2;;2026-08-28;Rodez;Pau FC;2;2;FINALE;
Wales_CymruPremier;;2026-08-28;Barry;Airbus;4;2;FINALE;
Wales_CymruPremier;;2026-08-28;Cardiff Metropolitan;Briton Ferry;3;0;FINALE;
Wales_CymruPremier;;2026-08-28;Connah's Q.;Cambrian United;3;0;FINALE;
Wales_CymruPremier;;2026-08-28;Holywell;Caernarfon;3;5;FINALE;
Wales_CymruPremier;;2026-08-28;Llandudno;Haverfordwest;2;0;FINALE;
Wales_CymruPremier;;2026-08-28;Penybont;Flint;1;1;FINALE;
Wales_CymruPremier;;2026-08-28;TNS;Colwyn Bay;5;1;FINALE;
Wales_CymruPremier;;2026-08-28;Trefelin;Ammanford;2;1;FINALE;
Wales_CymruSouth;;2026-08-28;Treowen;Cardiff Draconians;;;POSTICIPATA;
Wales_CymruSouth;;2026-08-28;Baglan Dragons;Caerau Ely;3;1;FINALE;
Wales_CymruSouth;;2026-08-28;Llanelli;Carmarthen;2;2;FINALE;
Wales_CymruSouth;;2026-08-28;Newport City;Ynyshir Albions;0;1;FINALE;
Wales_CymruSouth;;2026-08-28;Pure Swansea;Pontypridd;4;4;FINALE;
Wales_CymruSouth;;2026-08-28;Aberystwyth;Pontardawe;1;0;FINALE;
Wales_CymruSouth;;2026-08-28;Trethomas Bluebirds;Afan Lido;5;2;FINALE;
Wales_CymruNorth;;2026-08-28;Bangor 1876;Brickfield;2;1;FINALE;
Wales_CymruNorth;;2026-08-28;Buckley;Guilsfield;3;1;FINALE;
Wales_CymruNorth;;2026-08-28;Newtown;Llanuwchllyn;4;0;FINALE;
Wales_CymruNorth;;2026-08-28;Penrhyncoch;Denbigh;2;2;FINALE;
Wales_CymruNorth;;2026-08-28;Porthmadog;Caersws;1;3;FINALE;
Wales_CymruNorth;;2026-08-28;Rhyl;Bala Town;1;3;FINALE;
Wales_CymruNorth;;2026-08-28;Ruthin;Mold Alexandra;0;4;FINALE;
Germany_Bundesliga;;2026-08-28;Bayern;Stoccarda;5;1;FINALE;
Germany_2Bundesliga;;2026-08-28;Bochum;Osnabruck;0;1;FINALE;
