LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Armenia_PremierLeague;?;2026-07-31;Van;Sardarapat;1;4;Finale;
Australia_NPLNorthernNSW;?;2026-07-31;Cooks Hill United;Broadmeadow;0;1;Finale;
Australia_NPLQueensland;?;2026-07-31;Rochedale;Eastern Suburbs;2;1;Finale;
Australia_NPLQueensland;?;2026-07-31;Wynnum Wolves;Brisbane City;5;2;Finale;
Australia_NPLSouthAustralia;?;2026-07-31;Campbelltown City;Adelaide City;0;4;Finale;
Australia_NPLVictoria;?;2026-07-31;Bentleigh;Oakleigh;0;0;Finale;
Australia_NPLVictoria;?;2026-07-31;Preston Lions;Green Gully;2;2;Finale;
Australia_NSWLeagueOne;?;2026-07-31;Prospect United;Blacktown Spartans;1;2;Finale;
Australia_TasmaniaNorthernChampionship;?;2026-07-31;Ulverstone U21;Launceston United U21;3;2;Finale;
Australia_TasmaniaSouthernChampionship;?;2026-07-31;Glenorchy Knights U21;University of Tasmania;3;1;Finale;
Australia_TasmaniaSouthernChampionship;?;2026-07-31;Olympia Warriors;Hobart Utd.;8;1;Finale;
Australia_TasmaniaSouthernChampionship;?;2026-07-31;South Hobart U21;Taroona;2;0;Finale;
Australia_VictoriaPremierLeague;?;2026-07-31;Melbourne Knights;Western Utd. U21;4;2;Finale;
Australia_VictoriaPremierLeague;?;2026-07-31;Northcote City;Eltham Redbacks;1;0;Finale;
Australia_VictoriaPremierLeague2;?;2026-07-31;Box Hill;Keilor Park;0;1;Finale;
Australia_VictoriaPremierLeague2;?;2026-07-31;Kingston City;Springvale;0;1;Finale;
Australia_VictoriaPremierLeague2;?;2026-07-31;Essendon Royals SC;Altona City;3;2;Finale;
Australia_VictoriaPremierLeague2;?;2026-07-31;Whittlesea United;Eastern Lions;5;2;Finale;
Austria_Bundesliga;?;2026-07-31;LASK;Grazer;3;0;Finale;
Austria_2Liga;?;2026-07-31;Admira;SK Rapid II;0;1;Finale;
Austria_2Liga;?;2026-07-31;Austria (Am);BW Linz;0;3;Finale;
Austria_2Liga;?;2026-07-31;Innsbruck;Bregenz;5;0;Finale;
Austria_2Liga;?;2026-07-31;Kapfenberg;Liefering;0;4;Finale;
Austria_2Liga;?;2026-07-31;Voitsberg;Amstetten;1;1;Finale;
Austria_2Liga;?;2026-07-31;Floridsdorfer AC;St. Polten;1;0;Finale;
Austria_Regionalliga_East;?;2026-07-31;Donaufeld Wien;Horn;2;1;Finale;
Austria_Regionalliga_East;?;2026-07-31;Leobendorf;Parndorf;1;1;Finale;
Austria_Regionalliga_East;?;2026-07-31;SV Donau;Kremser;1;1;Finale;
Austria_Regionalliga_East;?;2026-07-31;Warth;Traiskirchen;3;3;Finale;
Austria_Regionalliga_East;?;2026-07-31;Wiener;Favoritner;2;0;Finale;
Austria_Regionalliga_West;?;2026-07-31;Fugen;Schwaz;2;3;Finale;
Austria_Regionalliga_West;?;2026-07-31;Kitzbuhel;FC Lustenau;2;0;Finale;
Austria_Regionalliga_West;?;2026-07-31;SC Imst;Reichenau;3;0;Finale;
Austria_Regionalliga_South;?;2026-07-31;ATSV Wolfsberger;Wolfsberger (Am);1;1;Finale;
Austria_Regionalliga_South;?;2026-07-31;Atus Velden;Bleiburg;1;0;Finale;
Austria_Regionalliga_South;?;2026-07-31;Donau Klagenfurt;A. Klagenfurt;0;1;Finale;
Austria_Regionalliga_South;?;2026-07-31;Treibach;Volkermarkt;3;0;Finale;
Austria_Regionalliga_North;?;2026-07-31;Grodig;TSV St. Johann;3;0;Finale;
Austria_Regionalliga_North;?;2026-07-31;Vorwarts Steyr;Seekirchen;2;0;Finale;
Austria_Regionalliga_North;?;2026-07-31;Kuchl;Saalfelden;3;2;Finale;
Austria_Regionalliga_North;?;2026-07-31;Leonfelden;Wals-Grunau;1;1;Finale;
Austria_Karnten;?;2026-07-31;KAC 1909;Lendorf;3;2;Finale;
Austria_Karnten;?;2026-07-31;SC Landskron;Dellach/Gail;1;0;Finale;
