LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Armenia_FirstLeague;;2026-08-18;Andranik;Olympia Yerevan;1;4;FINALE;
Armenia_FirstLeague;;2026-08-18;Mika;Lernayin Artsakh;3;1;FINALE;
Armenia_FirstLeague;;2026-08-18;Sardarapat 2;Noah 2;1;2;FINALE;
Bhutan_PremierLeague;;2026-08-18;Tsirang;BFF Academy U19;5;5;FINALE;
Bulgaria_VtoraLiga;;2026-08-18;Pirin Blagoevgrad;Hebar;2;3;FINALE;
Bulgaria_VtoraLiga;;2026-08-18;Ludogorets II;Vihren;0;2;FINALE;
Germany_Regionalliga_Bayern;;2026-08-18;Aubstadt;Monaco 1860;2;3;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Bayern Hof;Grossbardorf;5;2;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Fortuna Regensburg;Neumarkt;4;1;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Nordlingen;Ingolstadt II;3;3;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Regensburg II;Cham;0;2;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Stadeln;Ammerthal;1;1;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Weiden;Kornburg;2;7;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Wurzburger FV;Neudrossenfeld;3;2;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Aschaffenburg;Bamberg;1;1;FINALE;
Germany_Oberliga_Bayern_Nord;;2026-08-18;Gebenbach;DJK Bamberg;3;1;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;Deisenhofen;Kottern-St. Mang;0;0;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;Gundelfingen;Ismaning;0;5;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;Landshut;Monaco 1860 II;6;2;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;Schalding;Geretsried;1;5;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;Schwabmunchen;FC Schwaig;2;2;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;Hankofen-Hailing;Pipinsried;3;0;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;Kirchanschoring;Erlbach;0;1;FINALE;
Germany_Oberliga_Bayern_Sud;;2026-08-18;TSV 1880 Wasserburg;Rosenheim;2;0;FINALE;
Kyrgyzstan_PremierLiga;;2026-08-18;Toktogul;Asiagoal Bishkek;3;2;FINALE;
Mexico_LigaMX_Apertura;;2026-08-18;Necaxa;Leon;1;2;FINALE;
Mexico_LigaMX_Apertura;;2026-08-18;Pachuca;Puebla;2;3;FINALE;
Norway_3rdDivision_Group3;;2026-08-18;Sogndal 2;Varegg;3;1;FINALE;
Paraguay_DivisionIntermedia;;2026-08-18;General Caballero JLM;Tacuary;4;1;FINALE;
SriLanka_SuperLeague;;2026-08-18;New Young's SC;Blue Star;0;5;FINALE;
Sweden_Division2_SodraGotaland;;2026-08-18;Nosaby;IFK Trelleborg;0;3;FINALE;
Switzerland_PromotionLeague;;2026-08-18;Bellinzona;Basilea II;2;3;FINALE;
USA_MLSNextPro_EasternConference_SoutheastDivision;;2026-08-18;Atlanta United 2;Chicago Fire II;2;1;FINALE;
Finland_Kolmonen_Western_Group3;;2026-08-18;NIK;Sundom IF;3;4;FINALE;
Finland_Kolmonen_Western_Group2;;2026-08-18;FC Haka j.;TP-T;0;7;FINALE;
