LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Bhutan_PremierLeague;9;2026-07-28;Paro;Thimphu FC;2;0;Finale;
Germany_Oberliga_Bayern_Sud;2;2026-07-28;FC Schwaig;TSV 1880 Wasserburg;5;1;Finale;
FaroeIslands_PremierLeague;20;2026-07-28;B36 Torshavn;Argir;1;0;Finale;
Iceland_Division_1;21;2026-07-28;Aegir;Njardvik;0;1;Finale;
Lithuania_ILyga;18;2026-07-28;Dainava Alytus;Transinvest 2;3;1;Finale;
Lithuania_ILyga;18;2026-07-28;Zalgiris 2;FK Minija;1;0;Finale;
Somalia_NationalLeague;20;2026-07-28;Horseed;Badbaado;;;Posticipata;
Somalia_NationalLeague;20;2026-07-28;Raadsan;Elman;;;Posticipata;
Sweden_Superettan;18;2026-07-28;Helsingborg;Nordic United;1;1;Finale;
Sweden_Superettan;18;2026-07-28;Landskrona;Norrkoping;0;1;Finale;
Finland_Kolmonen_Western_Group1;14;2026-07-28;SalPa 2;VG-62;3;1;Finale;
Finland_Kolmonen_Western_Group2;14;2026-07-28;FC Haka j.;Tampere Utd/2;2;2;Finale;
Finland_Kolmonen_Eastern_Group3;14;2026-07-28;MiPK;LAUTP/2;7;0;Finale;
Finland_Kolmonen_Eastern_Group3;14;2026-07-28;HaPK;KoPa;3;1;Finale;
Finland_Kolmonen_Southern_Group1;14;2026-07-27;PPJ/Ruoholahti;EIF/Akademi;0;4;Finale;
Finland_Kolmonen_Southern_Group1;14;2026-07-27;LoPa;Etelä-Espoon Pallo;0;2;Finale;
