LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Australia_NPLACT;?;2026-07-22;Tuggeranong Utd;Canberra White Eagles;2;1;Finale;
Australia_NPLNorthernNSW;?;2026-07-22;Newcastle Olympic;Belmont Swansea Utd.;5;2;Finale;
Australia_NPLTasmania;?;2026-07-22;Launceston;Launceston United;4;2;Finale;
Bolivia_DivisionProfesional;?;2026-07-22;Independiente;Real Potosi;1;2;Finale;
Finland_Ykkonen;?;2026-07-22;Keski-Uusimaa;VJS;1;3;Finale;
Finland_Kakkonen_GroupC;?;2026-07-22;Jaro 2;GBK Kokkola;1;1;Finale;
Norway_Eliteserien;?;2026-07-22;Bodo/Glimt;HamKam;3;0;Finale;
Norway_Eliteserien;?;2026-07-22;Lilleström;Viking;1;2;Finale;
Somalia_NationalLeague;?;2026-07-22;Gantaalaha Afgooye;Mogadishu City;;;Posticipata;Postponed
Somalia_NationalLeague;?;2026-07-22;Jazeera;Gaadiidka;1;3;Finale;
SouthKorea_KLeague1;?;2026-07-22;Bucheon;Anyang;2;3;Finale;
SouthKorea_KLeague1;?;2026-07-22;Gwangju;Gimcheon Sangmu;1;1;Finale;
SouthKorea_KLeague1;?;2026-07-22;Seoul;Pohang;3;1;Finale;
