LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
USA_MLSNextPro_EasternConference_SoutheastDivision;25;2026-08-15;Chicago Fire 2;Orlando City B;2;0;FINALE;
Finland_Kolmonen_Southern_Group1;18;2026-08-16;EPS Reservi;Pöxyt;2;2;FINALE;
Norway_2ndDivision_Group2;18;2026-08-16;Grorud;Tromsdalen;;;POSTICIPATA;
USA_MLSNextPro_WesternConference_PacificDivision;26;2026-08-16;Austin FC 2;Vancouver 2;4;1;FINALE;
USA_MLSNextPro_WesternConference_PacificDivision;26;2026-08-16;North Texas;Portland Timbers 2;0;3;FINALE;
Finland_Kolmonen_Eastern_Group1;20;2026-08-19;Blackbird;FC Metso;1;4;FINALE;
Finland_Kolmonen_Eastern_Group3;18;2026-08-19;STPS;LAUTP;2;1;FINALE;
Finland_Kolmonen_Western_Group2;18;2026-08-19;TPV/2;Ylöjärvi Utd.;5;3;FINALE;
Finland_Kolmonen_Western_Group3;13;2026-08-19;Virkiä;FC Ylivieska;2;3;FINALE;
Finland_Kolmonen_Southern_Group1;16;2026-08-20;HooGee;EPS Reservi;2;0;FINALE;
Finland_Kolmonen_Southern_Group1;16;2026-08-20;PPJ/Ruoholahti;Gilla;0;2;FINALE;
Finland_Kolmonen_Southern_Group3;16;2026-08-20;TuPS;JäPS/47;1;3;FINALE;
Finland_Kolmonen_Western_Group1;16;2026-08-20;PiPS;SalPa 2;0;3;FINALE;
Armenia_PremierLeague;4;2026-08-21;Alashkert;FC Gandzasar;3;0;FINALE;
Armenia_PremierLeague;4;2026-08-21;Ararat;Pyunik;0;2;FINALE;
Austria_2Liga;4;2026-08-21;A. Salzburg;Kapfenberg;3;2;FINALE;
Austria_2Liga;4;2026-08-21;Admira;First Vienna;0;1;FINALE;
Austria_2Liga;4;2026-08-21;Amstetten;Hertha Wels;1;1;FINALE;
Austria_2Liga;4;2026-08-21;Innsbruck;St. Polten;1;0;FINALE;
Austria_2Liga;4;2026-08-21;Liefering;Austria (Am);2;1;FINALE;
Austria_Bundesliga;4;2026-08-21;Ried;Grazer;1;0;FINALE;
Austria_Burgenland;3;2026-08-21;Deutschkreutz;Neusiedl;0;2;FINALE;
Austria_Regionalliga_North;5;2026-08-21;Saalfelden;Seekirchen;2;2;FINALE;
Austria_Regionalliga_South;4;2026-08-21;Atus Velden;ATSV Wolfsberger;4;0;FINALE;
Belarus_VysshayaLiga;21;2026-08-21;FC Minsk;Vitebsk;0;1;FINALE;
Belgium_JupilerProLeague;3;2026-08-21;St. Liege;RAAL La Louviere;2;0;FINALE;
France_Ligue2;3;2026-08-21;Boulogne;Red Star;1;1;FINALE;
France_Ligue2;3;2026-08-21;Clermont;Dijon;1;1;FINALE;
France_Ligue2;3;2026-08-21;Dunkerque;Montpellier;0;1;FINALE;
France_Ligue2;3;2026-08-21;Pau FC;Nancy;0;1;FINALE;
France_Ligue2;3;2026-08-21;Sochaux;Guingamp;1;0;FINALE;
Iceland_Division_1;30;2026-08-21;Aegir;Afturelding;0;7;FINALE;
Iceland_Division_1;30;2026-08-21;Grotta;IR Reykjavik;1;3;FINALE;
Latvia_Virsliga;28;2026-08-21;Auda;Tukums 2000;3;0;FINALE;
Latvia_Virsliga;28;2026-08-21;FK Liepaja;Grobina;3;1;FINALE;
Montenegro_PrvaCrnogorskaLiga;4;2026-08-21;Mornar;Buducnost;2;1;FINALE;
Netherlands_EersteDivisie;3;2026-08-21;Den Bosch;Eindhoven;5;2;FINALE;
Netherlands_EersteDivisie;3;2026-08-21;Dordrecht;Roda;0;1;FINALE;
Netherlands_EersteDivisie;3;2026-08-21;FC Emmen;Jong AZ;3;1;FINALE;
Netherlands_EersteDivisie;3;2026-08-21;Helmond;Waalwijk;1;1;FINALE;
Netherlands_EersteDivisie;3;2026-08-21;Maastricht;FC Volendam;1;0;FINALE;
Netherlands_EersteDivisie;3;2026-08-21;Vitesse;Almere City;0;3;FINALE;
NorthMacedonia_1MFL;3;2026-08-21;Bregalnica;Bashkimi;3;0;FINALE;
NorthMacedonia_1MFL;3;2026-08-21;FK Skopje;Tikves;1;1;FINALE;
NorthernIreland_NIFLPremiership;3;2026-08-21;Ballymena;Glentoran;0;2;FINALE;
NorthernIreland_NIFLPremiership;3;2026-08-21;Linfield;Cliftonville;1;0;FINALE;
Poland_Division1;5;2026-08-21;Chrobry Glogow;Warta Poznan;0;1;FINALE;
Poland_Division1;5;2026-08-21;Lechia;Pogon Siedlce;1;0;FINALE;
Poland_Ekstraklasa;5;2026-08-21;Cracovia;Wieczysta Krakow;3;2;FINALE;
Portugal_LigaPortugal2;3;2026-08-21;Benfica B;Portimonense;1;1;FINALE;
Portugal_LigaPortugal2;3;2026-08-21;Tondela;Academica;0;2;FINALE;
Romania_Superliga;6;2026-08-21;Petrolul;Rapid Bucarest;0;2;FINALE;
Russia_FNL;8;2026-08-21;Torpedo Moscow;S. Kostroma;3;0;FINALE;
Slovenia_PrvaLiga;6;2026-08-21;Aluminij;Grosuplje;4;2;FINALE;
Slovenia_PrvaLiga;6;2026-08-21;O. Ljubljana;Nafta;1;0;FINALE;
Sweden_Allsvenskan;23;2026-08-21;Sirius;Hacken;0;3;FINALE;
Switzerland_SuperLeague;4;2026-08-23;Thun;Servette;;;POSTICIPATA;
Iceland_1DeildWomen;18;2026-08-27;HK Kopavogur;Keflavik;1;1;FINALE;
Armenia_PremierLeague;5;2026-08-28;Urartu;Alashkert;1;1;FINALE;
Australia_NSWLeagueOne;31;2026-08-28;Prospect United;Hurstville Zagreb;3;0;FINALE;
Austria_2Liga;4;2026-08-28;First Vienna;Amstetten;1;0;FINALE;
Austria_2Liga;4;2026-08-28;Hertha Wels;Admira;1;3;FINALE;
Austria_2Liga;4;2026-08-28;Kapfenberg;BW Linz;2;1;FINALE;
Austria_2Liga;4;2026-08-28;St. Polten;A. Salzburg;1;0;FINALE;
Austria_2Liga;4;2026-08-28;Voitsberg;Liefering;2;3;FINALE;
Austria_Bundesliga;4;2026-08-28;A. Lustenau;Tirol;0;4;FINALE;
Belarus_VysshayaLiga;21;2026-08-28;Gomel;Belshina;1;0;FINALE;
Belarus_VysshayaLiga;21;2026-08-28;Vitebsk;Naftan;2;0;FINALE;
Belgium_JupilerProLeague;3;2026-08-28;Genk;Beveren;4;0;FINALE;
Bulgaria_ParvaLiga;6;2026-08-28;CSKA 1948 Sofia;Lok. Plovdiv;2;0;FINALE;
Bulgaria_ParvaLiga;6;2026-08-28;Slavia Sofia;Septemvri Sofia;1;1;FINALE;
Denmark_Superliga;5;2026-08-28;Horsens;Viborg;2;3;FINALE;
Finland_Ykkosliiga;23;2026-08-28;JaPS;KaPa;0;0;FINALE;
Finland_Ykkosliiga;23;2026-08-28;KTP;Haka;2;1;FINALE;
Iceland_1DeildWomen;18;2026-08-28;Haukar;KR Reykjavik;3;5;FINALE;
Slovenia_PrvaLiga;6;2026-08-28;Koper;Aluminij;1;0;FINALE;
Australia_NPLVictoria;28;2026-08-29;Caroline Springs George Cross;South Melbourne;1;0;FINALE;
Australia_NPLVictoria;28;2026-08-29;Oakleigh Cannons;Dandenong City;2;3;FINALE;
Belarus_VysshayaLiga;21;2026-08-29;Neman Grodno;Slavia Mozyr;1;0;FINALE;
Estonia_Meistriliiga;26;2026-08-29;FC Kuressaare;Parnu JK Vaprus;2;2;FINALE;
Finland_Ykkonen;23;2026-08-29;RoPS;VJS;2;0;FINALE;
Finland_Ykkosliiga;23;2026-08-29;EIF;JIPPO;0;2;FINALE;
Hungary_NBI;5;2026-08-29;Budapest Honved;Zalaegerszeg;1;0;FINALE;
Hungary_NBI;5;2026-08-29;Debrecen;MTK Budapest;2;2;FINALE;
Hungary_NBI;5;2026-08-29;Ujpest;Vasas Budapest;3;1;FINALE;
Iceland_1DeildWomen;18;2026-08-29;Fjardab/Hottur/Leiknir;Tindastoll;8;1;FINALE;
Iceland_1DeildWomen;18;2026-08-29;Grótta;UMF Selfoss;3;0;FINALE;
Iceland_1DeildWomen;18;2026-08-29;ÍA Akranes;Volsungur;2;3;FINALE;
Iceland_Division_1;30;2026-08-29;Grindavik;HK Kopavogs;4;3;FINALE;
Iceland_Division_1;30;2026-08-29;Leiknir Reykjavik;Njardvik;2;0;FINALE;
Kazakhstan_PremierLeague;33;2026-08-29;Ulytau;Zhetysu Taldykorgan;3;0;FINALE;
Kazakhstan_PremierLeague;33;2026-08-29;Zhenis;Altai Semey;1;0;FINALE;
Australia_NPLVictoria;28;2026-08-29;Avondale FC;Hume City FC;2;0;FINALE;
Australia_NSWLeagueOne;31;2026-08-29;Mt Druitt Town Rangers;Northern Tigers;0;3;FINALE;
