LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Hungary_NBII;;2026-08-29;DVTK;BVSC-Zuglo;0;2;FINALE;
Hungary_NBII;;2026-08-29;Kecskemeti;Kozarmisleny;3;0;FINALE;
Hungary_NBII;;2026-08-29;Mezokovesd;Gyirmot;4;2;FINALE;
Hungary_NBII;;2026-08-29;Nagykanizsa;Tiszakecske;1;2;FINALE;
USA_MLS;;2026-08-29;Atlanta United;Charlotte;0;2;FINALE;
USA_MLS;;2026-08-29;Columbus Crew;New England Revolution;1;3;FINALE;
USA_MLS;;2026-08-29;DC United;Los Angeles FC;0;0;FINALE;
USA_MLS;;2026-08-29;Inter Miami CF;CF Montréal;7;1;FINALE;
USA_MLS;;2026-08-29;New York Red Bulls;Philadelphia Union;1;3;FINALE;
USA_MLS;;2026-08-29;Seattle Sounders FC;Chicago Fire;2;2;FINALE;
USA_MLS;;2026-08-29;Toronto FC;New York City FC;1;1;FINALE;
USA_MLSNextPro_EasternConference_SoutheastDivision;;2026-08-29;Chattanooga;Carolina Core;5;2;FINALE;
USA_MLSNextPro_WesternConference_CentralDivision;;2026-08-29;Colorado Rapids 2;Ventura County;2;3;FINALE;
USA_USLLeagueOne;;2026-08-29;Chattanooga Red Wolves SC;Boise;2;3;FINALE;
USA_USLLeagueOne;;2026-08-29;Portland Hearts of Pine;Fort Wayne FC;1;4;FINALE;
USA_USLLeagueOne;;2026-08-29;Richmond Kickers;Forward Madison FC;1;2;FINALE;
USA_USLLeagueOne;;2026-08-29;Westchester SC;Spokane Velocity;1;3;FINALE;
Sweden_Division2_NorraGotaland;20;2026-08-29;Ahlafors IF;IFK Kumla;7;1;FINALE;
Sweden_Division2_NorraSvealand;19;2026-08-29;Skiljebo SK;Sunnersta AIF;2;2;FINALE;
Sweden_Division2_Norrland;21;2026-08-29;Friska Viljor;Team TG FF;1;4;FINALE;
Sweden_Division2_SodraGotaland;22;2026-08-29;IFK Karlshamn;Nosaby IF;3;1;FINALE;
Sweden_Division2_VastraGotaland;20;2026-08-29;Onsala BK;Dalstorps IF;0;2;FINALE;
Switzerland_PromotionLeague;5;2026-08-29;FC Kreuzlingen;Breitenrain;1;0;FINALE;
Norway_2ndDivision_Group1;;2026-08-29;Bjarg;Mjøndalen;1;0;FINALE;
Norway_2ndDivision_Group1;;2026-08-29;Jerv;Pors Football;1;0;FINALE;
Norway_2ndDivision_Group2;;2026-08-29;Eidsvold TF;Grorud;0;0;FINALE;
Norway_2ndDivision_Group2;;2026-08-29;Rana FK;Ull/Kisa;2;1;FINALE;
Norway_2ndDivision_Group2;;2026-08-29;Tromsdalen;Kjelsås;0;1;FINALE;
Norway_2ndDivision_Group2;;2026-08-29;Trygg/Lade;Skeid;1;2;FINALE;
Norway_3rdDivision_Group1;;2026-08-29;Asker;Frigg;;;POSTICIPATA;
Norway_3rdDivision_Group1;;2026-08-29;Heming;Vålerenga IF 2;5;2;FINALE;
Norway_3rdDivision_Group1;;2026-08-29;IF Ready Football;Gamle Oslo;2;3;FINALE;
Norway_3rdDivision_Group1;;2026-08-29;Konnerud;Bærum;1;1;FINALE;
Norway_3rdDivision_Group1;;2026-08-29;Lokomotiv Oslo FK;Ullern;2;3;FINALE;
Norway_3rdDivision_Group1;;2026-08-29;Nordstrand;Grei;4;1;FINALE;
Norway_3rdDivision_Group2;;2026-08-29;Aalesund 2;Nardo;2;2;FINALE;
Norway_3rdDivision_Group2;;2026-08-29;Melhus;Strindheim;1;3;FINALE;
Norway_3rdDivision_Group2;;2026-08-29;NTNUI;Herd;2;1;FINALE;
Norway_3rdDivision_Group3;;2026-08-29;Askøy;Gneist;2;0;FINALE;
Norway_3rdDivision_Group3;;2026-08-29;FK Fyllingsdalen;Austevoll;0;1;FINALE;
Norway_3rdDivision_Group3;;2026-08-29;Førde;Stord;2;1;FINALE;
Norway_3rdDivision_Group3;;2026-08-29;Vard Haugesund;Os;1;2;FINALE;
Norway_3rdDivision_Group3;;2026-08-29;Varegg;Djerv 1919;1;2;FINALE;
Norway_3rdDivision_Group4;;2026-08-29;Haugesund 2;Vindbjart;0;4;FINALE;
Norway_3rdDivision_Group4;;2026-08-29;Mandalskameratene;Varhaug;0;2;FINALE;
Norway_3rdDivision_Group5;;2026-08-29;Harstad;Fløya;3;2;FINALE;
Norway_3rdDivision_Group5;;2026-08-29;Kongsvinger 2;Ulfstind;2;1;FINALE;
Norway_3rdDivision_Group5;;2026-08-29;Skjetten;Skjervøy;1;1;FINALE;
Norway_3rdDivision_Group6;;2026-08-29;Elverum;Lillehammer FK;3;0;FINALE;
Norway_3rdDivision_Group6;;2026-08-29;Rælingen;Oppsal;2;2;FINALE;
