LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Australia_NPLTasmania;?;2026-08-15;Devonport;Kingborough Lions;2;1;FINALE;
Australia_NPLTasmania;?;2026-08-15;Launceston;Clarence Zebras;1;1;FINALE;Dopo Rigori 5-3
Wales_CymruPremier;?;2026-08-15;Barry;Cardiff Metropolitan;1;0;FINALE;
Wales_CymruPremier;?;2026-08-15;Caernarfon;Colwyn Bay;3;0;FINALE;
Wales_CymruSouth;?;2026-08-15;Cardiff Draconians;Pontypridd;1;4;FINALE;
Wales_CymruSouth;?;2026-08-15;Llantwit Major;Baglan Dragons;0;1;FINALE;
Wales_CymruSouth;?;2026-08-15;Pontardawe;Newport City;0;4;FINALE;
Wales_CymruSouth;?;2026-08-15;Pure Swansea;Llanelli;3;0;FINALE;
Wales_CymruSouth;?;2026-08-15;Treowen;Caerphilly;3;0;FINALE;
Wales_CymruSouth;?;2026-08-15;Ynyshir Albions;Aberystwyth;;;POSTICIPATA;
Wales_CymruNorth;?;2026-08-15;Bangor 1876;Llanuwchllyn;5;0;FINALE;
Wales_CymruNorth;?;2026-08-15;Buckley;Porthmadog;1;1;FINALE;
Wales_CymruNorth;?;2026-08-15;Mold Alexandra;Holyhead;1;0;FINALE;
Wales_CymruNorth;?;2026-08-15;Newtown;Guilsfield;1;1;FINALE;
Wales_CymruNorth;?;2026-08-15;Penrhyncoch;Bala Town;;;POSTICIPATA;
Wales_CymruNorth;?;2026-08-15;Rhyl;Caersws;4;2;FINALE;
Wales_CymruNorth;?;2026-08-16;Gresford;Brickfield;0;5;FINALE;
Sweden_Division2_Norrland;?;2026-08-15;Boden;Gottne;3;2;FINALE;
Sweden_Division2_Norrland;?;2026-08-15;Kubikenborgs IF;Taftea IK;3;1;FINALE;
Sweden_Division2_Norrland;?;2026-08-15;Skelleftea;IFK Lulea;3;1;FINALE;
Sweden_Division2_Norrland;?;2026-08-15;Fransta;Friska Viljor;2;4;FINALE;
Sweden_Division2_Norrland;?;2026-08-15;Umea FF;Umea FC Akademi;2;0;FINALE;
Sweden_Division2_Norrland;?;2026-08-15;IFK Umea;Storfors;1;2;FINALE;
Sweden_Division2_Norrland;?;2026-08-16;IFK Ostersund;Lucksta;1;0;FINALE;
Mexico_LigaExpansionMX_Apertura;4;2026-08-14;Alebrijes Oaxaca;Tepatitlan de Morelos;1;0;FINALE;
USA_MLSNextPro_WesternConference_PacificDivision;26;2026-08-14;Real Monarchs;Minnesota 2;;;POSTICIPATA;
Estonia_EsiliigaB;?;2026-08-16;Legion;Tammeka U21;;;POSTICIPATA;
