LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Armenia_FirstLeague;;2026-09-15;Lernayin Artsakh;Sardarapat 2;4;2;Finale;
Armenia_FirstLeague;;2026-09-15;Mika;Urartu 2;1;1;Finale;
Armenia_FirstLeague;;2026-09-15;Olympia Yerevan;Shirak 2;3;0;Finale;
Armenia_FirstLeague;;2026-09-15;Pyunik 2;Araks Ararat;0;2;Finale;
Austria_Regionalliga_North;;2026-09-15;Vorwarts Steyr;Schallerbach;1;1;Finale;
Austria_Oberosterreich;;2026-09-15;Vocklamarkt;Ostermiething;2;2;Finale;
Austria_Steiermark;;2026-09-15;Leoben;SV Union Gnas;0;5;Finale;
Austria_Steiermark;;2026-09-15;Furstenfeld;Lebring;2;1;Finale;
Austria_Steiermark;;2026-09-15;Hohenhaus Schladming;Koflach;0;4;Finale;
Austria_Steiermark;;2026-09-15;Kindberg Murzhofen;TUS Bad Waltersdorf;3;2;Finale;
Austria_Steiermark;;2026-09-15;SV Wildon;SV Schermann Rorhrbach;0;2;Finale;
Austria_Steiermark;;2026-09-15;UFC Fehring;Grossklein;2;0;Finale;
Austria_Steiermark;;2026-09-15;Weindorf St. Anna;Stadtwerke Bruck/Mur;2;1;Finale;
Austria_Steiermark;;2026-09-15;Ilzer SV;Pachern;1;2;Finale;
Bhutan_PremierLeague;;2026-09-15;Tensung;BFF Academy U19;1;3;Finale;
Bolivia_DivisionProfesional;;2026-09-15;Real Oruro;Real Potosi;0;2;Finale;
Bulgaria_VtoraLiga;;2026-09-15;Lok. Gorna;Nesebar;1;1;Finale;
Bulgaria_VtoraLiga;;2026-09-15;Ludogorets II;Fratria;1;1;Finale;
Estonia_EsiliigaB;;2026-09-15;Narva U21;Tammeka U21;1;0;Finale;
Estonia_EsiliigaB;;2026-09-15;Levadia U19;Tulevik;3;5;Finale;
Wales_CymruPremier;;2026-09-15;Barry;Ammanford;2;2;Finale;
Wales_CymruPremier;;2026-09-15;Connah's Q.;Airbus;3;0;Finale;
Wales_CymruPremier;;2026-09-15;Holywell;Colwyn Bay;0;5;Finale;
Wales_CymruPremier;;2026-09-15;Llandudno;Caernarfon;1;1;Finale;
Wales_CymruPremier;;2026-09-15;Penybont;Briton Ferry;3;2;Finale;
Wales_CymruPremier;;2026-09-15;TNS;Flint;5;0;Finale;
Wales_CymruPremier;;2026-09-15;Trefelin;Cambrian United;0;4;Finale;
Wales_CymruNorth;;2026-09-15;Penrhyncoch;Bala Town;0;1;Finale;
Germany_3Liga;;2026-09-15;Duisburg;Havelse;2;1;Finale;
Germany_3Liga;;2026-09-15;Grossaspach;Verl;1;1;Finale;
Germany_3Liga;;2026-09-15;Meppen;Viktoria Koln;1;3;Finale;
Germany_3Liga;;2026-09-15;Regensburg;Dusseldorf;1;2;Finale;
Germany_3Liga;;2026-09-15;Wurzburger Kickers;Aachen;1;0;Finale;
Germany_Regionalliga_Nord;;2026-09-15;Drochtersen/Assel;Emden;8;2;Finale;
Germany_Regionalliga_Nordost;;2026-09-15;Hallescher;Jena;2;0;Finale;
Germany_Regionalliga_Nordost;;2026-09-15;Hertha II;Erfurt;1;2;Finale;
Germany_Regionalliga_Nordost;;2026-09-15;Luckenwalde;BFC Preussen;0;2;Finale;
Germany_Regionalliga_Nordost;;2026-09-15;Zwickau;Altglienicke;1;2;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Norinberga II;Schwaben Augsburg;5;0;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Bayern II;Augsburg II;0;0;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Vilzing;Ansbach;1;1;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Bayreuth;Aubstadt;1;0;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Eltersdorf;Eichstatt;0;2;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Furth II;Monaco 1860;1;1;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Memmingen;Burghausen;0;0;Finale;
Germany_Regionalliga_Bayern;;2026-09-15;Schweinfurt;Illertissen;0;3;Finale;
Germany_Oberliga_Bayern_Nord;;2026-09-15;Aschaffenburg;Wurzburger FV;1;2;Finale;
Germany_Oberliga_Niederrhein;;2026-09-15;Dusseldorf II;Wuppertaler;1;1;Finale;
England_Championship;;2026-09-15;Bristol City;Lincoln;0;1;Finale;
England_Championship;;2026-09-15;Middlesbrough;Millwall;2;2;Finale;
NorthernIreland_NIFLPremiership;;2026-09-15;Ballymena;C. Rangers;1;1;Finale;
NorthernIreland_NIFLPremiership;;2026-09-15;Crusaders;Dungannon;3;0;Finale;
NorthernIreland_NIFLPremiership;;2026-09-15;Glentoran;Coleraine;1;2;Finale;
NorthernIreland_NIFLPremiership;;2026-09-15;Larne;Cliftonville;2;0;Finale;
NorthernIreland_NIFLPremiership;;2026-09-15;Limavady;Bangor FC;3;1;Finale;
NorthernIreland_NIFLPremiership;;2026-09-15;Portadown;Linfield;1;1;Finale;
Iceland_BestaDeildKarla;;2026-09-15;Fram;Breidablik;1;3;Finale;
Italy_SerieC_GironeC;;2026-09-15;Casertana;Altamura;1;0;Finale;
Italy_SerieC_GironeC;;2026-09-15;Crotone;Inter U23;0;2;Finale;
Italy_SerieC_GironeC;;2026-09-15;Giugliano;Cosenza;5;2;Finale;
Italy_SerieC_GironeC;;2026-09-15;Picerno;Catania;2;4;Finale;
Italy_SerieC_GironeC;;2026-09-15;Bari;Potenza;0;0;Finale;
Italy_SerieC_GironeC;;2026-09-15;Barletta;Salernitana;1;1;Finale;
Italy_SerieC_GironeC;;2026-09-15;Casarano;Audace Cerignola;1;0;Finale;
Italy_SerieC_GironeC;;2026-09-15;Cavese;Sorrento;2;3;Finale;
Italy_SerieC_GironeC;;2026-09-15;Foggia;Savoia;0;0;Finale;
Italy_SerieC_GironeC;;2026-09-15;Scafatese;Monopoli;0;0;Finale;
Latvia_Virsliga;;2026-09-15;Super Nova;Riga FC;0;1;Finale;
Mexico_LigaMX_Apertura;;2026-09-15;Leon;Atl. San Luis;2;0;Finale;
Montenegro_PrvaCrnogorskaLiga;;2026-09-15;Jezero;Bokelj;1;1;Finale;
Netherlands_Eredivisie;;2026-09-15;Ajax;Willem II;5;1;Finale;
Paraguay_DivisionIntermedia;;2026-09-15;Independiente F.B.C.;Encarnacion FC;1;0;Finale;
Paraguay_DivisionIntermedia;;2026-09-15;Atl. Tembetary;Sp. Carapegua;1;2;Finale;
Poland_Ekstraklasa;;2026-09-15;Rakow;Zaglebie;2;3;Finale;
Poland_Ekstraklasa;;2026-09-15;Korona;Gornik Zabrze;0;2;Finale;
Romania_Liga2;;2026-09-15;CSM Resita;FC Bacau;0;1;Finale;
Scotland_Premiership;;2026-09-15;Falkirk;Hearts;2;1;Finale;
Scotland_Premiership;;2026-09-15;Hibernian;Kilmarnock;0;1;Finale;
Scotland_Premiership;;2026-09-15;Motherwell;Aberdeen;0;4;Finale;
Spain_LaLiga;;2026-09-15;Rayo Vallecano;Espanyol;2;1;Finale;
Spain_LaLiga;;2026-09-15;Alaves;Valencia;0;1;Finale;
Spain_LaLiga;;2026-09-15;Elche;Real Madrid;2;3;Finale;
SriLanka_SuperLeague;;2026-09-15;Blue Eagles;Sea Hawks;0;2;Finale;
Sweden_Superettan;;2026-09-15;Brage;Sandviken;1;1;Finale;
Sweden_Superettan;;2026-09-15;Landskrona;Sundsvall;4;0;Finale;
Sweden_Superettan;;2026-09-15;Värnamo;Öster;1;3;Finale;
Switzerland_SuperLeague;;2026-09-15;Grasshoppers;Sion;2;5;Finale;
