LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Armenia_PremierLeague;;2026-08-10;Alashkert;BKMA;3;0;Finale;
Belarus_PershayaLiga;;2026-08-10;Gomel 2;Soligorsk;3;1;Finale;
Belarus_PershayaLiga;;2026-08-10;Minsk 2;Ostrovets;1;2;Finale;
Belarus_PershayaLiga;;2026-08-10;FC Slonim;BumProm Gomel;3;1;Finale;
Belarus_PershayaLiga;;2026-08-10;Orsha;Molodechno;0;3;Finale;
Belarus_PershayaLiga;;2026-08-10;Smorgon;BATE 2;2;0;Finale;
Belarus_PershayaLiga;;2026-08-10;Volna Pinsk;Uni X Labs;0;0;Finale;
Bolivia_DivisionProfesional;;2026-08-10;Oriente Petrolero;Universitario de Vinto;5;0;Finale;
Bulgaria_ParvaLiga;;2026-08-10;Botev Vratsa;Slavia Sofia;0;3;Finale;
Bulgaria_ParvaLiga;;2026-08-10;Botev Plovdiv;Spartak Varna;3;2;Finale;
Bulgaria_VtoraLiga;;2026-08-10;Nesebar;Dobrudzha;2;0;Finale;
Bulgaria_VtoraLiga;;2026-08-10;Beroe;Ludogorets II;2;0;Finale;
Denmark_Superliga;;2026-08-10;Silkeborg;Odense;1;0;Finale;
Estonia_Esiliiga;;2026-08-10;Flora U21;Nomme Kalju U21;3;0;Finale;
Estonia_EsiliigaB;;2026-08-10;Tammeka U21;Parnu JK Vaprus U21;2;2;Finale;
Iceland_BestaDeildKarla;;2026-08-10;Fram;KR Reykjavik;2;5;Finale;
FaroeIslands_PremierLeague;;2026-08-10;Klaksvik;HB Torshavn;0;2;Finale;
FaroeIslands_PremierLeague;;2026-08-10;Runavik;Skala Itrottarfelag;4;0;Finale;
Latvia_Virsliga;;2026-08-10;RFS;Grobina;6;1;Finale;
Lithuania_Toplyga;;2026-08-10;Transinvest;FK Panevezys;0;2;Finale;
Lithuania_ILyga;;2026-08-10;Zalgiris 2;Kauno Zalgiris 2;2;1;Finale;
Norway_OBOSLigaen;;2026-08-10;Moss;Odd;3;3;Finale;
Norway_3rdDivision_Group1;;2026-08-10;Baerum Sportsklubb;K. Oslo 2;5;1;Finale;
Norway_3rdDivision_Group2;;2026-08-10;Aalesund 2;Herd;3;0;Finale;
Norway_3rdDivision_Group2;;2026-08-10;Rosenborg 2;Ranheim 2;7;1;Finale;
Norway_3rdDivision_Group3;;2026-08-10;Askoy;Sogndal 2;0;0;Finale;
Norway_3rdDivision_Group3;;2026-08-10;Åsane 2;Austevoll;0;1;Finale;
Norway_3rdDivision_Group4;;2026-08-10;Haugesund 2;Viking 2;4;2;Finale;
Norway_3rdDivision_Group5;;2026-08-10;Kongsvinger 2;Strømsgodset 2;2;3;Finale;
Norway_3rdDivision_Group5;;2026-08-10;Skjetten;Lillestrom 2;2;1;Finale;
Norway_3rdDivision_Group6;;2026-08-10;Drobak-Frogn;Sandefjord 2;1;0;Finale;
Norway_3rdDivision_Group6;;2026-08-10;Lyn 2;Fram;4;3;Finale;
Netherlands_EersteDivisie;;2026-08-10;Jong AZ;Eindhoven;0;1;Finale;
Netherlands_EersteDivisie;;2026-08-10;Jong PSV;FC Volendam;3;2;Finale;
Paraguay_DivisionIntermedia;;2026-08-10;Tacuary;Guairena;1;0;Finale;
Poland_Division1;;2026-08-10;Skierniewice;Arka;2;0;Finale;
Portugal_LigaPortugal;;2026-08-10;Santa Clara;Nacional;2;2;Finale;
Portugal_LigaPortugal2;;2026-08-10;Benfica B;Leixoes;1;0;Finale;
Portugal_LigaPortugal2;;2026-08-10;Lusitania FC;FC Porto B;2;0;Finale;
Romania_Superliga;;2026-08-10;Botosani;Corvinul;0;0;Finale;
Romania_Superliga;;2026-08-10;Sepsi Sf. Gheorghe;FCSB;0;0;Finale;
Russia_PremierLeague;;2026-08-10;F. Voronezh;Akhmat Grozny;0;0;Finale;
Slovakia_2Liga;;2026-08-10;Povazska Bystrica;Z. Moravce-Vrable;2;1;Finale;
Slovenia_PrvaLiga;;2026-08-10;Mura;Radomlje;1;3;Finale;
SriLanka_SuperLeague;;2026-08-10;Blue Star;Sea Hawks;0;0;Finale;
Sweden_Allsvenskan;;2026-08-10;Sirius;Brommapojkarna;2;2;Finale;
Sweden_Allsvenskan;;2026-08-10;Västerås SK;Djurgarden;1;0;Finale;
Sweden_Superettan;;2026-08-10;Norrby;Örebro;3;1;Finale;
Turkey_1Lig;;2026-08-10;Pendikspor;Batman Petrolspor;2;2;Finale;
Ukraine_PremierLeague;;2026-08-10;Polissya Zhytomyr;FC Kharkiv;3;1;Finale;
Ukraine_PremierLeague;;2026-08-10;Karpaty Lviv;LNZ Cherkasy;3;0;Finale;
USA_MLSNextPro_WesternConference_CentralDivision;;2026-08-10;Austin FC II;Sporting Kansas City II;1;0;Finale;
USA_MLSNextPro_EasternConference_SoutheastDivision;;2026-08-10;Chicago Fire II;Toronto FC II;2;4;Finale;
Iceland_Division_2;;2026-08-10;Olafsvik;Selfoss;2;0;Finale;
