LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
CzechRepublic_4Liga_GroupB;3;2026-08-21;Meteor Prague;Sokolov;;;POSTICIPATA;Rinviata al 2026-08-28
Austria_Burgenland;;2026-08-28;Bad Sauerbrunn;Rust;1;2;FINALE;
Austria_Burgenland;;2026-08-28;Edelserpentin;Lackenbach;1;1;FINALE;
Austria_Burgenland;;2026-08-28;Klingenbach;Pama;4;3;FINALE;
Austria_Burgenland;;2026-08-28;Neusiedl;Neudorf/Parndorf;2;2;FINALE;
Austria_Burgenland;;2026-08-28;Oberpullendorf;Deutschkreutz;0;3;FINALE;
Austria_Karnten;;2026-08-28;KAC 1909;Dellach/Gail;4;0;FINALE;
Austria_Karnten;;2026-08-28;SAK Klagenfurt;Nussdorf;3;0;FINALE;
Austria_Karnten;;2026-08-28;Lendorf;Saint Michael Lavanttal;0;2;FINALE;
Austria_Karnten;;2026-08-28;SC St. Veit;Kottmannsdorf;4;0;FINALE;
Austria_Karnten;;2026-08-28;Matrei;TSV Grafenstein;2;2;FINALE;
Austria_Niederosterreich;;2026-08-28;Korneuburg;Ebreichsdorf;3;3;FINALE;
Austria_Niederosterreich;;2026-08-28;SCU Kilb;Langenrohr;2;2;FINALE;
Austria_Niederosterreich;;2026-08-28;Zwettl;Wieselburg;1;0;FINALE;
Austria_Niederosterreich;;2026-08-28;Admira (Am);St. Polten (Am);3;2;FINALE;
Austria_Niederosterreich;;2026-08-28;Wiener Neustadt;ASK Ybbs;2;0;FINALE;
Austria_Oberosterreich;;2026-08-28;Union Unis Gschwandt;Vocklamarkt;4;1;FINALE;
Austria_Oberosterreich;;2026-08-28;Friedburg;Pregarten;5;1;FINALE;
Austria_Oberosterreich;;2026-08-28;Micheldorf;Garsten;2;2;FINALE;
Austria_Oberosterreich;;2026-08-28;Mondsee;Gmunden;4;0;FINALE;
Austria_Oberosterreich;;2026-08-28;Perg;Weisskirchen;0;0;FINALE;
Austria_Regionalliga_East;;2026-08-28;Parndorf;Marchfeld;1;4;FINALE;
Austria_Regionalliga_East;;2026-08-28;Warth;Wiener;2;1;FINALE;
Austria_Regionalliga_East;;2026-08-28;Kremser;Horn;0;1;FINALE;
Austria_Regionalliga_East;;2026-08-28;SV Donau;Traiskirchen;1;1;FINALE;
Austria_Regionalliga_West;;2026-08-28;SK St. Johann;Tirol (Am);2;1;FINALE;
Austria_Regionalliga_South;;2026-08-28;Gleisdorf;Lafnitz;1;3;FINALE;
Austria_Regionalliga_South;;2026-08-28;Kalsdorf;Weiz;1;1;FINALE;
Austria_Regionalliga_South;;2026-08-28;Tillmitsch;Deutschlandsberger;2;2;FINALE;
Austria_Regionalliga_South;;2026-08-28;Treibach;ATSV Wolfsberger;4;0;FINALE;
Austria_Regionalliga_South;;2026-08-28;A. Klagenfurt;Volkermarkt;1;0;FINALE;
Austria_Regionalliga_North;;2026-08-28;Seekirchen;Wallern/St Marienkirchen;3;0;FINALE;
Austria_Regionalliga_North;;2026-08-28;Union Gurten;LASK (Am);1;1;FINALE;
Austria_Regionalliga_North;;2026-08-28;UFC Hallein;Vorwarts Steyr;0;0;FINALE;
Austria_Regionalliga_North;;2026-08-28;TSV St. Johann;Dietach;1;1;FINALE;
Austria_Tirol;;2026-08-28;Kolsass Weer;SC Mils 05;2;4;FINALE;
Austria_Tirol;;2026-08-28;Telfs;Munster;4;1;FINALE;
Austria_Tirol;;2026-08-28;Stubai;Absam;1;3;FINALE;
Austria_Tirol;;2026-08-28;SV Oberperfuss;SV Worgl;3;3;FINALE;
Belarus_PershayaLiga;;2026-08-28;SKA-1938;Minsk 2;2;1;FINALE;
Bolivia_DivisionProfesional;;2026-08-28;Independiente;Guabira;3;1;FINALE;
Bolivia_DivisionProfesional;;2026-08-28;Bolivar;Academia del Balompie;4;1;FINALE;
Denmark_2ndDivision;;2026-08-28;F. Amager;Thisted;2;2;FINALE;
Denmark_2ndDivision;;2026-08-28;Nykobing;Roskilde;2;2;FINALE;
Denmark_3rdDivision;;2026-08-28;ASA Aarhus;Holstebro;4;0;FINALE;
Denmark_3rdDivision;;2026-08-28;Helsingor;Ishoj;1;0;FINALE;
