LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Austria_Regionalliga_East;;2026-09-25;Marchfeld;SV Oberwart;0;1;Finale;
Austria_Regionalliga_East;;2026-09-25;Parndorf;Favoritner;1;0;Finale;
Austria_Regionalliga_East;;2026-09-25;Horn;Traiskirchen;3;4;Finale;
Austria_Regionalliga_East;;2026-09-25;Kremser;Mattersburg SV 2020;3;0;Finale;
Austria_Regionalliga_South;;2026-09-25;Allerheiligen;Deutschlandsberger;2;3;Finale;
Austria_Regionalliga_South;;2026-09-25;ATSV Wolfsberger;Bleiburg;1;0;Finale;
Austria_Regionalliga_South;;2026-09-25;Atus Velden;Volkermarkt;0;0;Finale;
Austria_Regionalliga_South;;2026-09-25;Weiz;Lafnitz;3;3;Finale;
Austria_Regionalliga_North;;2026-09-25;Schallerbach;Kuchl;5;1;Finale;
Austria_Regionalliga_North;;2026-09-25;Wals-Grunau;Dietach;3;0;Finale;
Austria_Regionalliga_North;;2026-09-25;UFC Hallein;Saalfelden;0;0;Finale;
Austria_Burgenland;;2026-09-25;Bad Sauerbrunn;Deutschkreutz;5;0;Finale;
Austria_Burgenland;;2026-09-25;Klingenbach;Kohfidisch;4;1;Finale;
Austria_Burgenland;;2026-09-25;Leithaprodersdorf;Pinkafeld;3;2;Finale;
Austria_Burgenland;;2026-09-25;Halbturn;Oberpullendorf;0;4;Finale;
Austria_Karnten;;2026-09-25;KAC 1909;SV Spittal;2;2;Finale;
Austria_Karnten;;2026-09-25;Lendorf;SGA Sirnitz;3;1;Finale;
Austria_Karnten;;2026-09-25;SC St. Veit;Matrei;2;2;Finale;
Austria_Niederosterreich;;2026-09-25;Amstetten (Am);Admira (Am);1;3;Finale;
Austria_Niederosterreich;;2026-09-25;Langenrohr;Ardagger;1;4;Finale;
Austria_Niederosterreich;;2026-09-25;SCU Kilb;St. Polten (Am);2;0;Finale;
Austria_Niederosterreich;;2026-09-25;St. Peter in der Au;Ebreichsdorf;2;2;Finale;
Austria_Niederosterreich;;2026-09-25;Zwettl;ASK Ybbs;2;2;Finale;
Austria_Niederosterreich;;2026-09-25;Wieselburg;Hohenau;1;2;Finale;
Austria_Oberosterreich;;2026-09-25;Micheldorf;Bad Ischl;4;2;Finale;
Austria_Oberosterreich;;2026-09-25;Mondsee;Pregarten;4;0;Finale;
Austria_Oberosterreich;;2026-09-25;Ostermiething;Andorf;1;3;Finale;
Austria_Oberosterreich;;2026-09-25;Vocklamarkt;Edelweiss;0;3;Finale;
Austria_Oberosterreich;;2026-09-25;Gmunden;Garsten;3;2;Finale;
Austria_Oberosterreich;;2026-09-25;Perg;St. Martin im Muhlreis;3;0;Finale;
Austria_Salzburg;;2026-09-25;Neumarkt;Eugendorf;3;4;Finale;
Austria_Salzburg;;2026-09-25;USV 1960 Berndorf;Golling;3;5;Finale;
Austria_Salzburg;;2026-09-25;Puch;Strasswalchen;1;0;Finale;
Austria_Steiermark;;2026-09-25;Leoben;Stadtwerke Bruck/Mur;1;2;Finale;
Austria_Steiermark;;2026-09-25;SV Schermann Rorhrbach;SV Union Gnas;1;0;Finale;
Austria_Steiermark;;2026-09-25;Hohenhaus Schladming;Grossklein;6;1;Finale;
Austria_Steiermark;;2026-09-25;Kindberg Murzhofen;Lebring;2;1;Finale;
Austria_Steiermark;;2026-09-25;UFC Fehring;Pachern;1;1;Finale;
Austria_Steiermark;;2026-09-25;Weindorf St. Anna;TUS Bad Waltersdorf;2;2;Finale;
Austria_Tirol;;2026-09-25;SV Oberperfuss;SC Kundl;3;0;Finale;
Austria_Tirol;;2026-09-25;SV Worgl;Haiming;1;1;Finale;
Austria_Vorarlberg;;2026-09-25;Bizau;Nenzing;2;1;Finale;
Austria_Wien;;2026-09-25;Simmeringer;Post Wien;1;0;Finale;
Austria_Wien;;2026-09-25;TWL Elektra;Floridsdorfer AC (Am);1;2;Finale;
Bhutan_PremierLeague;;2026-09-25;Thimphu FC;Tensung;4;1;Finale;
Belarus_PershayaLiga;;2026-09-25;FC Slonim;BATE 2;2;1;Finale;
Belarus_PershayaLiga;;2026-09-25;Lida;Smorgon;2;1;Finale;
Croatia_PrvaNL;;2026-09-25;Din. Zagabria 2;Mladost Zdralovi;1;0;Finale;
Denmark_2ndDivision;;2026-09-25;Hellerup;Roskilde;1;1;Finale;
Denmark_3rdDivision;;2026-09-25;Helsingor;Holbaek;5;1;Finale;
Finland_Ykkosliiga;;2026-09-25;KTP;Mikkeli;1;1;Finale;
Finland_Ykkosliiga;;2026-09-25;KaPa;Haka;3;2;Finale;
Wales_CymruSouth;;2026-09-25;Afan Lido;Newport City;0;0;Finale;
Wales_CymruSouth;;2026-09-25;Baglan Dragons;Carmarthen;1;2;Finale;
Wales_CymruSouth;;2026-09-25;Caerphilly;Pontypridd;1;2;Finale;
Wales_CymruSouth;;2026-09-25;Aberystwyth;Pure Swansea;0;0;Finale;
Wales_CymruNorth;;2026-09-25;Bangor 1876;Buckley;2;6;Finale;
Wales_CymruNorth;;2026-09-25;Ruthin;Penrhyncoch;2;0;Finale;
Germany_3Liga;;2026-09-25;Havelse;Fortuna Colonia;1;3;Finale;
Germany_Regionalliga_Nord;;2026-09-25;Schoningen;Drochtersen/Assel;3;3;Finale;
Germany_Regionalliga_Nord;;2026-09-25;VfB Lubeck;Todesfelde;3;2;Finale;
Germany_Regionalliga_Nordost;;2026-09-25;BFC Dynamo;Greifswald;1;0;Finale;
Germany_Regionalliga_Nordost;;2026-09-25;Magdeburg II;Altglienicke;0;1;Finale;
Germany_Regionalliga_Nordost;;2026-09-25;Tasmania Berlin;Jena;1;5;Finale;
Germany_Regionalliga_West;;2026-09-25;FC Gutersloh;Paderborn II;1;3;Finale;
Germany_Regionalliga_Sudwest;;2026-09-25;Walldorf;Sandhausen;1;2;Finale;
Germany_Regionalliga_Bayern;;2026-09-25;Bayern II;Schwaben Augsburg;4;3;Finale;
Germany_Regionalliga_Bayern;;2026-09-25;Eltersdorf;Bayreuth;2;4;Finale;
Germany_Regionalliga_Bayern;;2026-09-25;Furth II;Norinberga II;2;1;Finale;
Germany_Regionalliga_Bayern;;2026-09-25;Memmingen;Buchbach;0;1;Finale;
Germany_Oberliga_NOFV_Nord;;2026-09-25;Wismar;Hansa Rostock II;1;4;Finale;
Germany_Oberliga_NOFV_Nord;;2026-09-25;Hertha Zehlendorf;Reinickendorfer Fuchse;2;1;Finale;
Germany_Oberliga_NOFV_Nord;;2026-09-25;TB Berlin;Lichtenberg;0;1;Finale;
Germany_Oberliga_NOFV_Sud;;2026-09-25;Sandersdorf;Halle;1;4;Finale;
Germany_Oberliga_NOFV_Sud;;2026-09-25;Auerbach;Eilenburg;3;2;Finale;
Germany_Oberliga_SchleswigHolstein;;2026-09-25;Hohenwestedt;Rapid Lubeck;1;3;Finale;
Germany_Oberliga_Bremen;;2026-09-25;OSC Bremerhaven;Woltmershausen;4;1;Finale;
Germany_Oberliga_Bremen;;2026-09-25;Bremen III;Leher;1;1;Finale;
Germany_Oberliga_Hessen;;2026-09-25;Unter-Flockenbach;Stadtallendorf;2;7;Finale;
Germany_Oberliga_RheinlandPfalzSaar;;2026-09-25;Engers;Auersmacher;3;2;Finale;
Germany_Oberliga_Bayern_Nord;;2026-09-25;Aschaffenburg;Bayern Hof;2;2;Finale;
Germany_Oberliga_Bayern_Nord;;2026-09-25;Gebenbach;Fortuna Regensburg;1;1;Finale;
Germany_Oberliga_Bayern_Nord;;2026-09-25;Ingolstadt II;Ammerthal;0;2;Finale;
Germany_Oberliga_Bayern_Nord;;2026-09-25;Neudrossenfeld;DJK Bamberg;2;2;Finale;
Germany_Oberliga_Bayern_Sud;;2026-09-25;Hankofen-Hailing;FC Schwaig;1;3;Finale;
Germany_Oberliga_Bayern_Sud;;2026-09-25;Erlbach;Pipinsried;1;1;Finale;
Germany_Oberliga_Bayern_Sud;;2026-09-25;Rosenheim;Kottern-St. Mang;1;3;Finale;
Germany_Oberliga_BadenWurttemberg;;2026-09-25;Pforzheim;Karlsruher II;2;3;Finale;
Germany_Oberliga_Niederrhein;;2026-09-25;Holzheim;Schonnebeck;0;3;Finale;
Indonesia_Championship;;2026-09-25;Balikpapan;Dejan;0;1;Finale;
England_ProfessionalDevelopmentLeague;;2026-09-25;Barnsley U21;Sheffield Utd U21;0;2;Finale;
England_ProfessionalDevelopmentLeague;;2026-09-25;Colchester U21;Sheffield Wed U21;2;1;Finale;
NorthernIreland_NIFLPremiership;;2026-09-25;Coleraine;Linfield;1;3;Finale;
NorthernIreland_NIFLChampionship;;2026-09-25;Glenavon;Loughgall;4;1;Finale;
NorthernIreland_NIFLChampionship;;2026-09-25;Newry City;H&W Welders;3;2;Finale;
NorthernIreland_NIFLChampionship;;2026-09-25;Rathfriland;Warrenpoint;0;2;Finale;
Iceland_BestaDeildKvenna;;2026-09-25;Thor/KA D;Fram D;1;2;Finale;
Iceland_BestaDeildKvenna;;2026-09-25;Valur D;Vikingur Reykjavik D;1;1;Finale;
Mexico_LigaExpansionMX_Apertura;;2026-09-25;Alebrijes Oaxaca;Atletico La Paz;1;3;Finale;
Mexico_LigaExpansionMX_Apertura;;2026-09-25;Zacatecas Mineros;Piratas;2;3;Finale;
Norway_3rdDivision_Group2;;2026-09-25;Aalesund 2;Rosenborg 2;1;7;Finale;
Norway_3rdDivision_Group4;;2026-09-25;Varhaug;Staal Jorpeland;4;2;Finale;
Netherlands_EersteDivisie;;2026-09-25;Dordrecht;Almere City;3;2;Finale;
Paraguay_DivisionIntermedia;;2026-09-25;Independiente F.B.C.;Sp. Carapegua;0;1;Finale;
Paraguay_DivisionIntermedia;;2026-09-25;General Caballero JLM;3 de Noviembre;1;3;Finale;
Peru_Liga2;;2026-09-25;ADA Jaen;Llacuabamba;0;0;Finale;
Peru_Liga2;;2026-09-25;Comerciantes;Sport Huancayo 2;0;1;Finale;
Peru_Liga2;;2026-09-25;Binacional;AD Cantolao;2;2;Finale;
Poland_IIILiga_Group1;;2026-09-25;Plock II;Jagiellonia II;2;1;Finale;
Poland_IIILiga_Group1;;2026-09-25;Swit;LKS Lomza;4;0;Finale;
Poland_IIILiga_Group1;;2026-09-25;Zabki;Mlawa;3;4;Finale;
Poland_IIILiga_Group4;;2026-09-25;Wisla II;Czarni Polaniec;1;1;Finale;
Poland_IIILiga_Group4;;2026-09-25;Wislanie Skawina;Wisloka Debica;1;2;Finale;
CzechRepublic_3CFL_GroupA;;2026-09-25;Pisek;Pribram B;1;1;Finale;
CzechRepublic_3MSFL;;2026-09-25;Karvina B;Artis Brno B;2;2;Finale;
CzechRepublic_3MSFL;;2026-09-25;Slovacko B;Brno B;0;1;Finale;
CzechRepublic_3MSFL;;2026-09-25;Zlin B;Vitkovice;0;3;Finale;
CzechRepublic_4Liga_GroupB;;2026-09-25;Vysehrad;Hostoun;1;2;Finale;
CzechRepublic_4Liga_GroupB;;2026-09-25;Chomutov;Karlovy Vary;1;0;Finale;
CzechRepublic_4Liga_GroupD;;2026-09-25;Bohunice;Sparta Brno;1;2;Finale;
CzechRepublic_4Liga_GroupE;;2026-09-25;Batov;Nove Sady;3;5;Finale;
Slovakia_2Liga;;2026-09-25;Pohronie;Inter Bratislava;0;3;Finale;
Slovakia_3Liga_West;;2026-09-25;Komarno B;Banik Prievidza;1;4;Finale;
Slovakia_3Liga_West;;2026-09-25;Myjava;Gabcikovo;2;0;Finale;
Slovenia_2SNL;;2026-09-25;Jadran Dekani;Ilirija;1;0;Finale;
Spain_LaLiga2;;2026-09-25;Girona;Albacete;2;0;Finale;
Sweden_Division1_Norra;;2026-09-25;Hammarby TFF;Stocksund;2;1;Finale;
Sweden_Division1_Sodra;;2026-09-25;Lunds;Kristianstad;0;1;Finale;
Sweden_Division2_NorraGotaland;;2026-09-25;Vanersborgs IF;Ahlafors IF;1;2;Finale;
Sweden_Division2_SodraGotaland;;2026-09-25;Rappe GOIF;Vaxjo Norra;1;1;Finale;
Sweden_Division2_VastraGotaland;;2026-09-25;Landvetter;Torslanda;3;1;Finale;
Sweden_Division2_VastraGotaland;;2026-09-25;Dalstorps IF;Boljan;1;1;Finale;
Finland_Kolmonen_Southern_Group2;;2026-09-25;Toukolan Teräs;HPS/2;1;1;Finale;
Finland_Kolmonen_Southern_Group1;;2026-09-25;Etelä-Espoon Pallo;GrIFK/Akatemia U23;6;6;Finale;
Finland_Kolmonen_Western_Group2;;2026-09-25;FC LeKi;FC Lasten;1;1;Finale;
Finland_Kolmonen_Southern_Group1;;2026-09-25;Nummelan Palloseura;PPJ/Ruoholahti;0;0;Finale;
Finland_Kolmonen_Western_Group2;;2026-09-25;Nokian Palloseura;TPV/2;4;4;Finale;
