LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Australia_NPLACT;?;2026-07-29;Brindabella;Queanbeyan City;2;0;Finale;
Bhutan_PremierLeague;?;2026-07-29;Thimphu City;Tensung;7;1;Finale;
Finland_Ykkosliiga;?;2026-07-29;Mikkeli;KaPa;2;1;Finale;
Iceland_Division_1;?;2026-07-29;Fylkir;Volsungur;3;1;Finale;
Iceland_Division_1;?;2026-07-29;Grindavik;Leiknir;1;0;Finale;
Iceland_Division_1;?;2026-07-29;Throttur;Afturelding;4;1;Finale;
Iceland_Division_2;?;2026-07-29;Magni;KFA;3;0;Finale;
Iceland_Division_2;?;2026-07-29;Selfoss;Dalvik/Reynir;2;1;Finale;
Iceland_Division_2;?;2026-07-29;Haukar;KFG Gardabaer;2;1;Finale;
Iceland_Division_2;?;2026-07-29;Kari;Kormakur/Hvot;1;1;Finale;
Iceland_Division_2;?;2026-07-29;Olafsvik;Fjolnir;2;2;Finale;
Iceland_Division_2;?;2026-07-29;Throttur Vogar;Hviti;3;1;Finale;
Somalia_NationalLeague;?;2026-07-29;Jeenyo;Jazeera;;;Posticipata;
Somalia_NationalLeague;?;2026-07-29;Jubba;Gantaalaha Afgooye;;;Posticipata;
Finland_Kolmonen_Eastern_Group1;?;2026-07-29;Jyväskylän Seudun Palloseura;FC Blackbird;1;1;Finale;
Finland_Kolmonen_Southern_Group2;?;2026-07-29;TiPS Vantaa;Puotinkylän Valtti;3;2;Finale;
Finland_Kolmonen_Eastern_Group2;?;2026-07-29;KuPS/Akatemia II;Kings SC;2;7;Finale;
Finland_Kolmonen_Western_Group3;?;2026-07-29;KPV/Akatemia;Lapuan Virkiä;2;4;Finale;
Finland_Kolmonen_Eastern_Group3;?;2026-07-29;Edustus IPS;Kouvolan Jalkapallo;3;2;Finale;
Finland_Kolmonen_Eastern_Group3;?;2026-07-29;LAUTP;Mikkelin Palloilijat 2;2;3;Finale;
