LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Austria_Wien;;2026-09-23;Stammersdorf;Sportunion Mauer;0;2;Finale;
Bhutan_PremierLeague;;2026-09-23;Thimphu City;Transport United;3;0;Finale;
Bosnia_PrvaLiga_RS;;2026-09-23;Drina Zvornik;Prijedor;1;0;Finale;
Bosnia_PrvaLiga_RS;;2026-09-23;Majevica;Laktasi;1;1;Finale;
Bosnia_PrvaLiga_RS;;2026-09-23;Nevesinje;Zvijezda 09;2;1;Finale;
Bosnia_PrvaLiga_RS;;2026-09-23;Romanija Pale;Potkozarje;0;1;Finale;
Bosnia_PrvaLiga_RS;;2026-09-23;Slavija;Kozara;0;0;Finale;
Bosnia_PrvaLiga_RS;;2026-09-23;Sutjeska Foca;Omarska;1;0;Finale;
Germany_Oberliga_Bremen;;2026-09-23;Oberneuland;Hemelingen;0;6;Finale;
Germany_Oberliga_RheinlandPfalzSaar;;2026-09-23;Elversberg II;Schott Mainz;2;1;Finale;
NorthMacedonia_1MFL;;2026-09-23;Bregalnica;FK Skopje;1;0;Finale;
Peru_Liga1_Clausura;;2026-09-23;AD Tarma;Cienciano;2;1;Finale;
CzechRepublic_4Liga_GroupB;;2026-09-23;Meteor Prague;Sokolov;0;1;Finale;
CzechRepublic_4Liga_GroupB;;2026-09-23;Ostrov;Brandys n. Labem;2;3;Finale;
CzechRepublic_4Liga_GroupC;;2026-09-23;Vykan;Slavia HK;1;3;Finale;
USA_USLChampionship;;2026-09-23;Birmingham;Brooklyn;4;0;Finale;
Finland_Kolmonen_Southern_Group3;;2026-09-23;TuPS;Ponnistus;4;1;Finale;
Paraguay_DivisionIntermedia;;2026-09-21;Benjamin Aceval;Atl. Tembetary;2;1;Finale;
