LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Iceland_1DeildWomen;;2026-05-02;Grótta;Haukar;4;5;FINALE;
Iceland_1DeildWomen;;2026-05-02;HK Kopavogur;ÍA Akranes;3;1;FINALE;
Iceland_1DeildWomen;;2026-05-02;Tindastoll;Keflavik;2;8;FINALE;
Iceland_1DeildWomen;;2026-05-03;Fjardab/Hottur/Leiknir;Volsungur;4;1;FINALE;
Iceland_1DeildWomen;;2026-05-03;KR Reykjavik;UMF Selfoss;4;3;FINALE;
Iceland_1DeildWomen;;2026-05-08;Haukar;Keflavik;2;0;FINALE;
Iceland_1DeildWomen;;2026-05-09;ÍA Akranes;Fjardab/Hottur/Leiknir;1;0;FINALE;
Iceland_1DeildWomen;;2026-05-09;UMF Selfoss;Tindastoll;3;1;FINALE;
Iceland_1DeildWomen;;2026-05-10;Grótta;HK Kopavogur;3;2;FINALE;
Iceland_1DeildWomen;;2026-05-10;Volsungur;KR Reykjavik;0;1;FINALE;
Iceland_1DeildWomen;;2026-05-19;Fjardab/Hottur/Leiknir;Grótta;0;2;FINALE;
Iceland_1DeildWomen;;2026-05-20;HK Kopavogur;Haukar;1;2;FINALE;
Iceland_1DeildWomen;;2026-05-20;KR Reykjavik;ÍA Akranes;3;2;FINALE;
Iceland_1DeildWomen;;2026-05-20;Keflavik;UMF Selfoss;0;0;FINALE;
Iceland_1DeildWomen;;2026-05-20;Tindastoll;Volsungur;0;3;FINALE;
Iceland_1DeildWomen;;2026-05-25;Volsungur;Keflavik;3;1;FINALE;
Iceland_1DeildWomen;;2026-05-25;Grótta;KR Reykjavik;2;0;FINALE;
Iceland_1DeildWomen;;2026-05-25;HK Kopavogur;Fjardab/Hottur/Leiknir;1;1;FINALE;
Iceland_1DeildWomen;;2026-05-25;Haukar;UMF Selfoss;3;1;FINALE;
Iceland_1DeildWomen;;2026-05-25;ÍA Akranes;Tindastoll;5;0;FINALE;
Iceland_1DeildWomen;;2026-05-30;Fjardab/Hottur/Leiknir;Haukar;2;3;FINALE;
Iceland_1DeildWomen;;2026-05-30;KR Reykjavik;HK Kopavogur;6;0;FINALE;
Iceland_1DeildWomen;;2026-05-30;Keflavik;ÍA Akranes;2;1;FINALE;
Iceland_1DeildWomen;;2026-05-30;Tindastoll;Grótta;0;5;FINALE;
Iceland_1DeildWomen;;2026-05-30;UMF Selfoss;Volsungur;2;0;FINALE;
Iceland_1DeildWomen;;2026-06-06;Volsungur;ÍA Akranes;2;2;FINALE;
Iceland_1DeildWomen;;2026-06-11;ÍA Akranes;UMF Selfoss;5;1;FINALE;
Iceland_1DeildWomen;;2026-06-12;Haukar;Volsungur;1;1;FINALE;
Iceland_1DeildWomen;;2026-06-13;Grótta;Keflavik;4;3;FINALE;
Iceland_1DeildWomen;;2026-06-13;HK Kopavogur;Tindastoll;7;0;FINALE;
Iceland_1DeildWomen;;2026-06-14;Fjardab/Hottur/Leiknir;KR Reykjavik;1;2;FINALE;
Iceland_1DeildWomen;;2026-06-21;Keflavik;HK Kopavogur;0;1;FINALE;
Iceland_1DeildWomen;;2026-06-21;UMF Selfoss;Grótta;3;0;FINALE;
Iceland_1DeildWomen;;2026-06-21;Tindastoll;Fjardab/Hottur/Leiknir;3;1;FINALE;
Iceland_1DeildWomen;;2026-06-21;KR Reykjavik;Haukar;1;1;FINALE;
Iceland_1DeildWomen;;2026-06-26;Haukar;ÍA Akranes;2;2;FINALE;
Iceland_1DeildWomen;;2026-06-27;Fjardab/Hottur/Leiknir;Keflavik;3;1;FINALE;
Iceland_1DeildWomen;;2026-06-27;Grótta;Volsungur;2;1;FINALE;
Iceland_1DeildWomen;;2026-06-27;KR Reykjavik;Tindastoll;6;0;FINALE;
Iceland_1DeildWomen;;2026-07-02;ÍA Akranes;Grótta;1;2;FINALE;
Iceland_1DeildWomen;;2026-07-04;Volsungur;HK Kopavogur;3;4;FINALE;
Iceland_1DeildWomen;;2026-07-09;Haukar;Grótta;1;2;FINALE;
Iceland_1DeildWomen;;2026-07-09;UMF Selfoss;KR Reykjavik;2;1;FINALE;
Iceland_1DeildWomen;;2026-07-09;Volsungur;Fjardab/Hottur/Leiknir;0;2;FINALE;
Iceland_1DeildWomen;;2026-07-10;ÍA Akranes;HK Kopavogur;2;2;FINALE;
Iceland_1DeildWomen;;2026-07-16;Keflavik;Haukar;7;0;FINALE;
Iceland_1DeildWomen;;2026-07-17;KR Reykjavik;Volsungur;3;0;FINALE;
Iceland_1DeildWomen;;2026-07-17;HK Kopavogur;Grótta;1;3;FINALE;
Iceland_1DeildWomen;;2026-07-18;Fjardab/Hottur/Leiknir;ÍA Akranes;2;0;FINALE;
Iceland_1DeildWomen;;2026-07-18;Tindastoll;UMF Selfoss;1;6;FINALE;
Iceland_1DeildWomen;;2026-07-23;Grótta;Fjardab/Hottur/Leiknir;3;3;FINALE;
Iceland_1DeildWomen;;2026-07-23;UMF Selfoss;Keflavik;0;1;FINALE;
Iceland_1DeildWomen;;2026-07-23;Volsungur;Tindastoll;3;0;FINALE;
Iceland_1DeildWomen;;2026-07-23;ÍA Akranes;KR Reykjavik;3;2;FINALE;
Iceland_1DeildWomen;;2026-07-24;Haukar;HK Kopavogur;0;2;FINALE;
Iceland_1DeildWomen;;2026-07-28;Haukar;ÍA Akranes;0;0;FINALE;
Iceland_1DeildWomen;;2026-07-29;HK Kopavogur;UMF Selfoss;3;2;FINALE;
Iceland_1DeildWomen;;2026-08-06;Tindastoll;ÍA Akranes;2;4;FINALE;
Iceland_1DeildWomen;;2026-08-06;KR Reykjavik;Grótta;0;0;FINALE;
Iceland_1DeildWomen;;2026-08-08;Keflavik;Volsungur;2;2;FINALE;
Iceland_1DeildWomen;;2026-08-09;Fjardab/Hottur/Leiknir;HK Kopavogur;3;2;FINALE;
Iceland_1DeildWomen;;2026-08-10;UMF Selfoss;Haukar;2;0;FINALE;
Iceland_1DeildWomen;;2026-08-14;HK Kopavogur;KR Reykjavik;3;1;FINALE;
Iceland_1DeildWomen;;2026-08-14;ÍA Akranes;Keflavik;2;1;FINALE;
Iceland_1DeildWomen;;2026-08-15;Haukar;Fjardab/Hottur/Leiknir;3;1;FINALE;
Iceland_1DeildWomen;;2026-08-15;Grótta;Tindastoll;10;0;FINALE;
Iceland_1DeildWomen;;2026-08-15;Volsungur;UMF Selfoss;2;3;FINALE;
Iceland_1DeildWomen;;2026-08-18;UMF Selfoss;Fjardab/Hottur/Leiknir;0;0;FINALE;
Iceland_1DeildWomen;;2026-08-18;Keflavik;KR Reykjavik;1;5;FINALE;
Iceland_1DeildWomen;;2026-08-18;Tindastoll;Haukar;0;3;FINALE;
Iceland_1DeildWomen;;2026-07-02;Keflavik;KR Reykjavik;;;POSTICIPATA;
Iceland_1DeildWomen;;2026-07-04;UMF Selfoss;Fjardab/Hottur/Leiknir;;;POSTICIPATA;
Iceland_1DeildWomen;;2026-07-04;Tindastoll;Haukar;;;POSTICIPATA;
Iceland_1DeildWomen;;2026-07-29;Tindastoll;ÍA Akranes;;;POSTICIPATA;
