LeagueId;Round;MatchDate;Home;Away;HG;AG;Status;Notes
Bhutan_PremierLeague;14;2026-08-20;Drukpa;Thimphu City;2;2;FINALE;
Australia_NPLNSW;30;2026-08-21;Sydney FC U23;Rockdale Ilinden;2;1;FINALE;
Australia_NPLVictoria;28;2026-08-21;Green Gully;St Albans;1;2;FINALE;
Australia_NPL_NSW_U20;30;2026-08-21;Sydney FC U20;Rockdale Ilinden U20;2;3;FINALE;
Australia_NSWLeagueOne;31;2026-08-21;Blacktown Spartans;Hurstville Zagreb;6;2;FINALE;
Australia_VictoriaPremierLeague;27;2026-08-21;Northcote City;Brunswick Juventus;1;2;FINALE;
Australia_VictoriaPremierLeague2;26;2026-08-21;Box Hill;Nunawading City;1;0;FINALE;
Australia_VictoriaPremierLeague2;26;2026-08-21;Whittlesea United;Moreland City;7;1;FINALE;
Austria_Burgenland;3;2026-08-21;Lackenbach;Klingenbach;0;1;FINALE;
Austria_Burgenland;3;2026-08-21;Leithaprodersdorf;Halbturn;1;2;FINALE;
Austria_Burgenland;3;2026-08-21;Neudorf/Parndorf;Kohfidisch;3;2;FINALE;
Austria_Burgenland;3;2026-08-21;Pinkafeld;Oberpullendorf;3;2;FINALE;
Austria_Burgenland;3;2026-08-21;SV Eberau;Bad Sauerbrunn;1;3;FINALE;
Austria_Karnten;5;2026-08-21;SV Spittal;Matrei;2;2;FINALE;
Austria_Niederosterreich;3;2026-08-21;Ardagger;Retz;1;3;FINALE;
Austria_Niederosterreich;3;2026-08-21;Ebreichsdorf;Ortmann;2;0;FINALE;
Austria_Niederosterreich;3;2026-08-21;Langenrohr;St. Peter in der Au;2;2;FINALE;
Austria_Niederosterreich;3;2026-08-21;Zwettl;Amstetten (Am);2;0;FINALE;
Austria_Oberosterreich;4;2026-08-21;Garsten;Ostermiething;3;1;FINALE;
Austria_Oberosterreich;4;2026-08-21;Gmunden;Micheldorf;1;2;FINALE;
Austria_Oberosterreich;4;2026-08-21;Pregarten;St. Martin im Muhlreis;3;1;FINALE;
Austria_Oberosterreich;4;2026-08-21;Union Unis Gschwandt;ASK St.Valentin;0;0;FINALE;
Austria_Oberosterreich;4;2026-08-21;Vocklamarkt;Mondsee;0;3;FINALE;
Austria_Regionalliga_East;4;2026-08-21;Favoritner;Donaufeld Wien;0;1;FINALE;
Austria_Regionalliga_East;4;2026-08-21;Horn;SV Donau;1;1;FINALE;
Austria_Regionalliga_East;4;2026-08-21;Marchfeld;Kremser;3;1;FINALE;
Austria_Regionalliga_East;4;2026-08-21;Traiskirchen;Leobendorf;5;4;FINALE;
Austria_Regionalliga_East;4;2026-08-21;Wiener;Wiener Viktoria;3;0;FINALE;
Austria_Regionalliga_North;5;2026-08-21;Kuchl;Wals-Grunau;2;2;FINALE;
Austria_Regionalliga_North;5;2026-08-21;Leonfelden;UFC Hallein;4;0;FINALE;
Austria_Regionalliga_North;5;2026-08-21;Schallerbach;Dietach;5;0;FINALE;
Austria_Regionalliga_North;5;2026-08-21;Wallern/St Marienkirchen;TSV St. Johann;4;0;FINALE;
Austria_Regionalliga_South;4;2026-08-21;Allerheiligen;Weiz;0;0;FINALE;
Austria_Regionalliga_South;4;2026-08-21;Deutschlandsberger;Hartberg (Am);4;0;FINALE;
Austria_Regionalliga_South;4;2026-08-21;Gleisdorf;Kalsdorf;1;2;FINALE;
Austria_Regionalliga_South;4;2026-08-21;Wolfsberger (Am);Treibach;2;3;FINALE;
Austria_Regionalliga_West;4;2026-08-21;Dornbirn;Lochau;7;0;FINALE;
Austria_Salzburg;4;2026-08-21;Eugendorf;UFC Siezenheim;2;3;FINALE;
Austria_Salzburg;4;2026-08-21;Golling;ATSV Salzburg;5;1;FINALE;
Austria_Salzburg;4;2026-08-21;SAK 1914;Burmoos;1;2;FINALE;
Austria_Salzburg;4;2026-08-21;Schwarzach;Puch;1;3;FINALE;
Austria_Salzburg;4;2026-08-21;TSU Bramberg;Seekirchen U21;4;0;FINALE;
Austria_Salzburg;4;2026-08-21;Union Henndorf;USV 1960 Berndorf;1;1;FINALE;
Austria_Tirol;4;2026-08-21;Kematen;FC Natters;5;5;FINALE;
Austria_Tirol;4;2026-08-21;SV Worgl;FC Volders;0;1;FINALE;
Belarus_PershayaLiga;22;2026-08-21;Molodechno;Soligorsk;4;1;FINALE;
Belarus_PershayaLiga;22;2026-08-21;Orsha;BATE 2;1;2;FINALE;
Bulgaria_ParvaLiga;6;2026-08-21;Cherno More;Dunav Ruse;3;1;FINALE;
Bulgaria_VtoraLiga;3;2026-08-21;Lok. Gorna;Etar;2;1;FINALE;
CzechRepublic_3MSFL;4;2026-08-21;SK Hranice;Havirov;6;0;FINALE;
Belarus_PershayaLiga;22;2026-08-21;Molodechno;Soligorsk;4;1;FINALE;
Belarus_PershayaLiga;22;2026-08-21;Orsha;BATE 2;1;2;FINALE;
Bulgaria_ParvaLiga;6;2026-08-21;Cherno More;Dunav Ruse;3;1;FINALE;
Bulgaria_VtoraLiga;3;2026-08-21;Lok. Gorna;Etar;2;1;FINALE;
CzechRepublic_3CFL_GroupA;3;2026-08-21;Motorlet Prague;Dukla Praga B;;;POSTICIPATA;
CzechRepublic_3MSFL;4;2026-08-21;SK Hranice;Havirov;6;0;FINALE;
CzechRepublic_4Liga_GroupB;3;2026-08-21;Chomutov;Usti n. L. B;5;0;FINALE;
CzechRepublic_4Liga_GroupB;3;2026-08-21;Hvezda Cheb;Velvary;3;4;FINALE;
CzechRepublic_4Liga_GroupD;3;2026-08-21;Velke Mezirici;Tasovice;0;0;FINALE;
CzechRepublic_4Liga_GroupE;3;2026-08-21;Hluk;Kromeriz B;4;1;FINALE;
CzechRepublic_4Liga_GroupF;3;2026-08-21;Hlucin;Bridlicna;4;0;FINALE;
CzechRepublic_ChNL;5;2026-08-21;Jihlava;Taborsko;0;1;FINALE;
CzechRepublic_ChNL;5;2026-08-21;Karvina;Zizkov;3;0;FINALE;
CzechRepublic_ChNL;5;2026-08-21;Opava;Trinec;2;2;FINALE;
CzechRepublic_ChNL;5;2026-08-21;Prostejov;Kladno;3;1;FINALE;
CzechRepublic_ChNL;5;2026-08-21;Usti n. L.;Dukla Praga;3;1;FINALE;
CzechRepublic_ChNL;5;2026-08-21;Vlasim;Pribram;2;2;FINALE;
