Rule1;Rule2;Rule3;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaTotal;AltaHitRate;MediaTotal;MediaHitRate;PrimaryUse
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=1.667;144;21;44;24;165;0.872727;68;0.647059;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=1.667;144;21;44;24;165;0.872727;68;0.647059;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;96;14;24;7;110;0.872727;31;0.774194;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;96;14;24;7;110;0.872727;31;0.774194;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;48;7;20;10;55;0.872727;30;0.666667;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;143;21;45;17;164;0.871951;62;0.725806;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;143;21;45;17;164;0.871951;62;0.725806;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;129;19;51;16;148;0.871622;67;0.761194;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;129;19;51;16;148;0.871622;67;0.761194;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=1.667;95;14;15;12;109;0.87156;27;0.555556;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.714;122;18;36;20;140;0.871429;56;0.642857;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;88;13;45;17;101;0.871287;62;0.725806;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.714;115;17;27;16;132;0.871212;43;0.627907;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;81;12;52;28;93;0.870968;80;0.65;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;81;12;52;28;93;0.870968;80;0.65;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.5;54;8;7;7;62;0.870968;14;0.5;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.714;HomeGFAvgSinceRestart>=2.0;155;23;42;19;178;0.870787;61;0.688525;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=2.0332;HomeMatchesSinceRestart>=3.0;128;19;43;15;147;0.870748;58;0.741379;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=2.0332;HomeMatchesSinceRestart>=3.0;128;19;43;15;147;0.870748;58;0.741379;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.714;HomeGFAvgSinceRestart>=2.0;188;28;52;24;216;0.87037;76;0.684211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=32.0;94;14;20;11;108;0.87037;31;0.645161;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=32.0;94;14;20;11;108;0.87037;31;0.645161;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;87;13;22;6;100;0.87;28;0.785714;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;87;13;22;6;100;0.87;28;0.785714;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=35.0;100;15;28;15;115;0.869565;43;0.651163;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=35.0;100;15;28;15;115;0.869565;43;0.651163;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=32.0;80;12;19;10;92;0.869565;29;0.655172;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=32.0;80;12;19;10;92;0.869565;29;0.655172;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;73;11;36;15;84;0.869048;51;0.705882;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0;AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;73;11;35;14;84;0.869048;49;0.714286;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;79;12;24;9;91;0.868132;33;0.727273;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;79;12;24;9;91;0.868132;33;0.727273;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;125;19;40;18;144;0.868056;58;0.689655;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=1.667;59;9;11;8;68;0.867647;19;0.578947;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=1.667;59;9;11;8;68;0.867647;19;0.578947;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;190;29;59;26;219;0.86758;85;0.694118;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.714;203;31;58;29;234;0.867521;87;0.666667;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=2.5;HomeOverRateSinceRestart>=0.667;104;16;28;15;120;0.866667;43;0.651163;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;39;6;14;9;45;0.866667;23;0.608696;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;175;27;57;22;202;0.866337;79;0.721519;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;194;30;63;30;224;0.866071;93;0.677419;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;84;13;40;15;97;0.865979;55;0.727273;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;71;11;44;27;82;0.865854;71;0.619718;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;71;11;44;27;82;0.865854;71;0.619718;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=2.0;AwayPPGLast5<=0.8;71;11;29;16;82;0.865854;45;0.644444;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.5;HomeOverRateSinceRestart>=0.714;58;9;10;7;67;0.865672;17;0.588235;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;58;9;13;3;67;0.865672;16;0.8125;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;58;9;13;3;67;0.865672;16;0.8125;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;103;16;26;9;119;0.865546;35;0.742857;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;103;16;26;9;119;0.865546;35;0.742857;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;103;16;26;9;119;0.865546;35;0.742857;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;103;16;26;9;119;0.865546;35;0.742857;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;45;7;13;7;52;0.865385;20;0.65;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.714;HomeGFAvgSinceRestart>=2.0;199;31;65;30;230;0.865217;95;0.684211;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.8;HomeMatchesSinceRestart>=3.0;134;21;30;20;155;0.864516;50;0.6;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.8;HomeMatchesSinceRestart>=3.0;134;21;30;20;155;0.864516;50;0.6;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=23.0;51;8;4;8;59;0.864407;12;0.333333;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;70;11;42;26;81;0.864198;68;0.617647;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;70;11;42;26;81;0.864198;68;0.617647;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.0;89;14;15;10;103;0.864078;25;0.6;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;89;14;31;10;103;0.864078;41;0.756098;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeOverRateSinceRestart>=0.714;HomeMatchesSinceRestart>=3.0;89;14;31;10;103;0.864078;41;0.756098;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.714;216;34;74;35;250;0.864;109;0.678899;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;82;13;18;7;95;0.863158;25;0.72;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;82;13;18;7;95;0.863158;25;0.72;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;82;13;18;7;95;0.863158;25;0.72;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;82;13;18;7;95;0.863158;25;0.72;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.667;126;20;34;17;146;0.863014;51;0.666667;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.5;HomeOverRateSinceRestart>=0.667;63;10;15;8;73;0.863014;23;0.652174;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;63;10;21;7;73;0.863014;28;0.75;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;63;10;21;7;73;0.863014;28;0.75;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;107;17;32;11;124;0.862903;43;0.744186;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;107;17;32;11;124;0.862903;43;0.744186;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;107;17;32;11;124;0.862903;43;0.744186;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;107;17;32;11;124;0.862903;43;0.744186;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=23.0;44;7;4;7;51;0.862745;11;0.363636;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.667;169;27;45;21;196;0.862245;66;0.681818;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=0.8;HomeMatchesSinceRestart>=3.0;150;24;32;22;174;0.862069;54;0.592593;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=0.8;HomeMatchesSinceRestart>=3.0;150;24;32;22;174;0.862069;54;0.592593;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;50;8;28;17;58;0.862069;45;0.622222;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;50;8;28;17;58;0.862069;45;0.622222;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;81;13;22;6;94;0.861702;28;0.785714;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=2.5;HomeMatchesSinceRestart>=3.0;81;13;22;6;94;0.861702;28;0.785714;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;68;11;29;14;79;0.860759;43;0.674419;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;210;34;65;34;244;0.860656;99;0.656566;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.0332;37;6;5;6;43;0.860465;11;0.454545;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.0332;37;6;5;6;43;0.860465;11;0.454545;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;37;6;10;6;43;0.860465;16;0.625;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;80;13;29;5;93;0.860215;34;0.852941;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;80;13;29;5;93;0.860215;34;0.852941;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;80;13;29;5;93;0.860215;34;0.852941;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;80;13;29;5;93;0.860215;34;0.852941;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;80;13;37;14;93;0.860215;51;0.72549;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;166;27;39;23;193;0.860104;62;0.629032;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=32.0;HomeMatchesSinceRestart>=3.0;166;27;39;23;193;0.860104;62;0.629032;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;AwayPPGLast5<=0.8;HomeOverRateSinceRestart>=0.667;92;15;51;20;107;0.859813;71;0.71831;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;214;35;67;32;249;0.859438;99;0.676768;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;55;9;34;7;64;0.859375;41;0.829268;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;55;9;34;7;64;0.859375;41;0.829268;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.714;109;18;26;12;127;0.858268;38;0.684211;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;133;22;52;15;155;0.858065;67;0.776119;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;133;22;52;15;155;0.858065;67;0.776119;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;96;16;34;10;112;0.857143;44;0.772727;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;96;16;34;10;112;0.857143;44;0.772727;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;96;16;34;10;112;0.857143;44;0.772727;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;96;16;34;10;112;0.857143;44;0.772727;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;84;14;58;32;98;0.857143;90;0.644444;REDUCE_ALTA_KO
HomeLongBreakDays<=35.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;84;14;58;32;98;0.857143;90;0.644444;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;48;8;8;3;56;0.857143;11;0.727273;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=23.0;HomeMatchesSinceRestart>=3.0;48;8;8;3;56;0.857143;11;0.727273;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;42;7;22;17;49;0.857143;39;0.564103;REDUCE_ALTA_KO
HomeLongBreakDays<=23.0;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;42;7;22;17;49;0.857143;39;0.564103;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;AwayPPGLast5<=0.8;12;2;3;2;14;0.857143;5;0.6;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=23.0;AwayPPGLast5<=0.8;12;2;3;2;14;0.857143;5;0.6;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;149;25;55;19;174;0.856322;74;0.743243;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;149;25;55;19;174;0.856322;74;0.743243;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.0;HomeOverRateSinceRestart>=0.667;113;19;34;13;132;0.856061;47;0.723404;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;101;17;30;8;118;0.855932;38;0.789474;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;101;17;30;8;118;0.855932;38;0.789474;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;89;15;20;9;104;0.855769;29;0.689655;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;89;15;20;9;104;0.855769;29;0.689655;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;89;15;20;9;104;0.855769;29;0.689655;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeOverRateSinceRestart>=1.0;HomeMatchesSinceRestart>=3.0;89;15;20;9;104;0.855769;29;0.689655;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;172;29;50;25;201;0.855721;75;0.666667;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeLongBreakDays<=35.0;HomeMatchesSinceRestart>=3.0;172;29;50;25;201;0.855721;75;0.666667;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;71;12;40;13;83;0.855422;53;0.754717;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;HomeMatchesSinceRestart>=3.0;71;12;40;13;83;0.855422;53;0.754717;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeOverRateSinceRestart>=0.714;AwayPPGLast5<=0.8;65;11;28;12;76;0.855263;40;0.7;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.0;53;9;11;7;62;0.854839;18;0.611111;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeMatchesSinceRestart>=3.0;53;9;7;2;62;0.854839;9;0.777778;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeMatchesSinceRestart>=3.0;53;9;7;2;62;0.854839;9;0.777778;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.0;53;9;11;7;62;0.854839;18;0.611111;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeMatchesSinceRestart>=3.0;53;9;7;2;62;0.854839;9;0.777778;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeMatchesSinceRestart>=3.0;53;9;7;2;62;0.854839;9;0.777778;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeGFAvgSinceRestart>=1.667;HomeOverRateSinceRestart>=0.667;235;40;78;40;275;0.854545;118;0.661017;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.714;47;8;7;7;55;0.854545;14;0.5;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;170;29;66;30;199;0.854271;96;0.6875;REDUCE_ALTA_KO
HomeLongBreakDays<=32.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;170;29;66;30;199;0.854271;96;0.6875;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.0332;HomeLongBreakDays<=23.0;HomeOverRateSinceRestart>=0.667;64;11;15;10;75;0.853333;25;0.6;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;151;26;61;25;177;0.853107;86;0.709302;REDUCE_ALTA_KO
HomeLongBreakDays<=29.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;151;26;61;25;177;0.853107;86;0.709302;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;151;26;60;21;177;0.853107;81;0.740741;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=0.8;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;151;26;60;21;177;0.853107;81;0.740741;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.5;29;5;5;5;34;0.852941;10;0.5;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=2.5;29;5;5;5;34;0.852941;10;0.5;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;139;24;60;21;163;0.852761;81;0.740741;REDUCE_ALTA_KO
HomeLongBreakDays<=28.0;HomeGFAvgSinceRestart>=2.0;HomeMatchesSinceRestart>=3.0;139;24;60;21;163;0.852761;81;0.740741;REDUCE_ALTA_KO
HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=35.0;HomeOverRateSinceRestart>=0.667;133;23;43;21;156;0.852564;64;0.671875;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;115;20;53;20;135;0.851852;73;0.726027;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeGFAvgSinceRestart>=1.667;HomeMatchesSinceRestart>=3.0;115;20;53;20;135;0.851852;73;0.726027;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.8;HomeMatchesSinceRestart>=3.0;92;16;17;9;108;0.851852;26;0.653846;REDUCE_ALTA_KO
HomeLongBreakDays<=25.0;HomeOverRateSinceRestart>=0.8;HomeMatchesSinceRestart>=3.0;92;16;17;9;108;0.851852;26;0.653846;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=23.0;23;4;2;5;27;0.851852;7;0.285714;REDUCE_ALTA_KO
HomeOverRateSinceRestart>=1.0;HomeGFAvgSinceRestart>=2.5;HomeLongBreakDays<=23.0;23;4;2;5;27;0.851852;7;0.285714;REDUCE_ALTA_KO
