Driver;Operator;Threshold;Occurrences;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaHit;MediaHit
HomeDefenseWeaknessScore;>=;5.56;263;97;20;53;38;0.8291;0.5824
HomeDefenseWeaknessScore;>=;5.58;261;97;20;53;38;0.8291;0.5824
HomeDefenseWeaknessScore;>=;5.59;260;97;20;52;38;0.8291;0.5778
HomeDefenseWeaknessScore;>=;5.61;258;97;20;51;38;0.8291;0.573
HomeDefenseWeaknessScore;>=;5.62;257;97;20;51;38;0.8291;0.573
HomeDefenseWeaknessScore;>=;5.66;254;96;20;51;36;0.8276;0.5862
HomeDefenseWeaknessScore;>=;5.68;253;96;20;51;35;0.8276;0.593
HomeDefenseWeaknessScore;>=;5.71;251;95;19;51;35;0.8333;0.593
HomeDefenseWeaknessScore;>=;5.76;248;93;19;51;35;0.8304;0.593
HomeDefenseWeaknessScore;>=;5.79;246;93;18;51;35;0.8378;0.593
HomeDefenseWeaknessScore;>=;5.82;244;92;18;51;35;0.8364;0.593
HomeDefenseWeaknessScore;>=;5.86;239;91;18;49;34;0.8349;0.5904
HomeDefenseWeaknessScore;>=;5.87;237;91;18;49;33;0.8349;0.5976
HomeDefenseWeaknessScore;>=;5.91;236;91;18;49;33;0.8349;0.5976
HomeDefenseWeaknessScore;>=;5.95;235;91;18;48;33;0.8349;0.5926
HomeDefenseWeaknessScore;>=;5.99;230;90;18;46;33;0.8333;0.5823
HomeDefenseWeaknessScore;>=;6.01;228;90;18;45;33;0.8333;0.5769
HomeDefenseWeaknessScore;>=;6.06;226;90;18;45;33;0.8333;0.5769
HomeDefenseWeaknessScore;>=;6.12;221;88;18;45;31;0.8302;0.5921
HomeDefenseWeaknessScore;>=;6.14;219;88;18;44;30;0.8302;0.5946
HomeDefenseWeaknessScore;>=;6.15;216;85;18;44;30;0.8252;0.5946
HomeDefenseWeaknessScore;>=;6.18;213;84;18;44;30;0.8235;0.5946
HomeDefenseWeaknessScore;>=;6.2;211;84;17;44;29;0.8317;0.6027
HomeDefenseWeaknessScore;>=;6.23;208;84;16;44;28;0.84;0.6111
HomeDefenseWeaknessScore;>=;6.28;206;83;16;44;27;0.8384;0.6197
HomeDefenseWeaknessScore;>=;6.3;201;80;16;44;27;0.8333;0.6197
HomeDefenseWeaknessScore;>=;6.36;199;79;16;43;27;0.8316;0.6143
HomeDefenseWeaknessScore;>=;6.43;196;79;16;42;27;0.8316;0.6087
HomeDefenseWeaknessScore;>=;6.45;193;78;16;41;26;0.8298;0.6119
HomeDefenseWeaknessScore;>=;6.46;192;78;16;40;26;0.8298;0.6061
HomeDefenseWeaknessScore;>=;6.48;191;78;16;40;25;0.8298;0.6154
HomeDefenseWeaknessScore;>=;6.51;190;78;16;40;25;0.8298;0.6154
HomeDefenseWeaknessScore;>=;6.59;188;77;16;40;25;0.828;0.6154
HomeDefenseWeaknessScore;>=;6.61;187;77;16;39;25;0.828;0.6094
HomeDefenseWeaknessScore;>=;6.63;180;74;16;37;23;0.8222;0.6167
HomeDefenseWeaknessScore;>=;6.67;179;73;16;37;23;0.8202;0.6167
HomeDefenseWeaknessScore;>=;6.71;178;72;16;37;23;0.8182;0.6167
HomeDefenseWeaknessScore;>=;6.82;173;72;16;35;21;0.8182;0.625
HomeDefenseWeaknessScore;>=;6.87;171;71;16;35;21;0.8161;0.625
HomeDefenseWeaknessScore;>=;6.94;168;71;15;35;20;0.8256;0.6364
HomeDefenseWeaknessScore;>=;6.97;166;71;15;35;18;0.8256;0.6604
HomeDefenseWeaknessScore;>=;6.99;160;69;14;35;16;0.8313;0.6863
HomeDefenseWeaknessScore;>=;7.06;157;68;14;35;15;0.8293;0.7
HomeDefenseWeaknessScore;>=;7.11;153;65;14;35;15;0.8228;0.7
HomeDefenseWeaknessScore;>=;7.27;151;64;13;35;15;0.8312;0.7
HomeDefenseWeaknessScore;>=;7.52;137;59;11;30;15;0.8429;0.6667
HomeDefenseWeaknessScore;>=;7.55;136;59;11;30;14;0.8429;0.6818
HomeDefenseWeaknessScore;>=;7.58;133;58;11;29;14;0.8406;0.6744
HomeDefenseWeaknessScore;>=;7.6;128;57;11;25;14;0.8382;0.641
HomeDefenseWeaknessScore;>=;7.64;124;56;10;24;13;0.8485;0.6486
HomeDefenseWeaknessScore;>=;7.68;122;56;10;23;13;0.8485;0.6389
HomeDefenseWeaknessScore;>=;7.73;120;55;10;22;13;0.8462;0.6286
HomeDefenseWeaknessScore;>=;7.77;119;55;10;21;13;0.8462;0.6176
HomeDefenseWeaknessScore;>=;7.79;118;55;10;21;13;0.8462;0.6176
HomeDefenseWeaknessScore;>=;7.83;115;52;10;21;13;0.8387;0.6176
HomeDefenseWeaknessScore;>=;7.88;113;52;10;19;13;0.8387;0.5938
HomeDefenseWeaknessScore;>=;7.93;112;52;10;19;13;0.8387;0.5938
HomeDefenseWeaknessScore;>=;8.0;111;51;10;19;13;0.8361;0.5938
HomeLast10OverScore;<=;0.0;1;0;0;0;0;;
HomeLast10OverScore;<=;1.2;2;0;0;0;0;;
HomeLast10OverScore;<=;2.4;6;0;0;1;0;;1.0
HomeLast10OverScore;<=;3.6;27;0;0;4;3;;0.5714
HomeLast10OverScore;<=;4.0;28;0;0;4;3;;0.5714
HomeLast10OverScore;<=;4.5;31;0;0;4;3;;0.5714
HomeLast10OverScore;<=;4.8;68;0;0;12;9;;0.5714
HomeLast10OverScore;<=;5.14;70;1;0;12;9;1.0;0.5714
HomeLast10OverScore;<=;6.0;135;5;0;33;18;1.0;0.6471
HomeLast10OverScore;<=;6.67;137;5;0;35;18;1.0;0.6604
HomeLast10OverScore;<=;6.86;138;5;0;35;19;1.0;0.6481
HomeLast10OverScore;<=;7.2;220;18;6;63;35;0.75;0.6429
HomeLast10OverScore;<=;7.5;224;19;6;64;36;0.76;0.64
HomeLast10OverScore;<=;8.0;227;20;6;65;37;0.7692;0.6373
HomeLast10OverScore;<=;8.4;322;49;19;80;57;0.7206;0.5839
HomeLast10OverScore;<=;9.0;324;49;19;81;58;0.7206;0.5827
HomeLast10OverScore;<=;9.33;327;51;20;81;58;0.7183;0.5827
HomeLast10OverScore;<=;9.6;396;85;27;91;65;0.7589;0.5833
HomeLast10OverScore;<=;10.29;398;87;27;91;65;0.7632;0.5833
HomeLast10OverScore;<=;10.5;400;89;27;91;65;0.7672;0.5833
HomeLast10OverScore;<=;10.67;402;91;27;91;65;0.7712;0.5833
HomeLast10OverScore;<=;10.8;469;124;38;97;71;0.7654;0.5774
HomeLast10OverScore;<=;12.0;490;138;40;98;71;0.7753;0.5799
HomeLast10OverScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
HomeLast10OverScore;>=;1.2;489;138;40;98;71;0.7753;0.5799
HomeLast10OverScore;>=;2.4;488;138;40;98;71;0.7753;0.5799
HomeLast10OverScore;>=;3.6;484;138;40;97;71;0.7753;0.5774
HomeLast10OverScore;>=;4.0;463;138;40;94;68;0.7753;0.5802
HomeLast10OverScore;>=;4.5;462;138;40;94;68;0.7753;0.5802
HomeLast10OverScore;>=;4.8;459;138;40;94;68;0.7753;0.5802
HomeLast10OverScore;>=;5.14;422;138;40;86;62;0.7753;0.5811
HomeLast10OverScore;>=;6.0;420;137;40;86;62;0.774;0.5811
HomeLast10OverScore;>=;6.67;355;133;40;65;53;0.7688;0.5508
HomeLast10OverScore;>=;6.86;353;133;40;63;53;0.7688;0.5431
HomeLast10OverScore;>=;7.2;352;133;40;63;52;0.7688;0.5478
HomeLast10OverScore;>=;7.5;270;120;34;35;36;0.7792;0.493
HomeLast10OverScore;>=;8.0;266;119;34;34;35;0.7778;0.4928
HomeLast10OverScore;>=;8.4;263;118;34;33;34;0.7763;0.4925
HomeLast10OverScore;>=;9.0;168;89;21;18;14;0.8091;0.5625
HomeLast10OverScore;>=;9.33;166;89;21;17;13;0.8091;0.5667
HomeLast10OverScore;>=;9.6;163;87;20;17;13;0.8131;0.5667
HomeLast10OverScore;>=;10.29;94;53;13;7;6;0.803;0.5385
HomeLast10OverScore;>=;10.5;92;51;13;7;6;0.7969;0.5385
HomeLast10OverScore;>=;10.67;90;49;13;7;6;0.7903;0.5385
HomeLast10OverScore;>=;10.8;88;47;13;7;6;0.7833;0.5385
HomeLast10OverScore;>=;12.0;21;14;2;1;0;0.875;1.0
HomeVenueOverScore;<=;0.0;8;1;0;1;0;1.0;1.0
HomeVenueOverScore;<=;1.43;12;1;0;1;0;1.0;1.0
HomeVenueOverScore;<=;1.67;13;1;0;1;1;1.0;0.5
HomeVenueOverScore;<=;1.82;14;1;0;1;1;1.0;0.5
HomeVenueOverScore;<=;2.0;17;1;0;1;2;1.0;0.3333
HomeVenueOverScore;<=;2.5;22;1;0;2;2;1.0;0.5
HomeVenueOverScore;<=;2.73;24;1;0;2;2;1.0;0.5
HomeVenueOverScore;<=;2.86;27;1;0;2;2;1.0;0.5
HomeVenueOverScore;<=;3.0;28;1;0;3;2;1.0;0.6
HomeVenueOverScore;<=;3.33;45;2;0;8;4;1.0;0.6667
HomeVenueOverScore;<=;3.64;46;2;0;9;4;1.0;0.6923
HomeVenueOverScore;<=;3.75;51;2;0;9;6;1.0;0.6
HomeVenueOverScore;<=;4.0;69;4;0;13;11;1.0;0.5417
HomeVenueOverScore;<=;4.17;70;4;0;13;11;1.0;0.5417
HomeVenueOverScore;<=;4.29;80;4;0;15;13;1.0;0.5357
HomeVenueOverScore;<=;4.44;87;4;1;17;14;0.8;0.5484
HomeVenueOverScore;<=;4.55;89;5;1;18;14;0.8333;0.5625
HomeVenueOverScore;<=;4.62;90;5;1;18;14;0.8333;0.5625
HomeVenueOverScore;<=;5.0;136;8;4;31;23;0.6667;0.5741
HomeVenueOverScore;<=;5.38;137;8;4;31;23;0.6667;0.5741
HomeVenueOverScore;<=;5.45;139;8;4;31;25;0.6667;0.5536
HomeVenueOverScore;<=;5.56;151;9;5;35;27;0.6429;0.5645
HomeVenueOverScore;<=;5.71;168;10;6;38;32;0.625;0.5429
HomeVenueOverScore;<=;5.83;169;10;6;38;32;0.625;0.5429
HomeVenueOverScore;<=;6.0;202;15;10;48;36;0.6;0.5714
HomeVenueOverScore;<=;6.25;220;18;12;54;39;0.6;0.5806
HomeVenueOverScore;<=;6.36;223;18;12;55;39;0.6;0.5851
HomeVenueOverScore;<=;6.67;269;34;13;65;47;0.7234;0.5804
HomeVenueOverScore;<=;7.0;275;34;13;68;47;0.7234;0.5913
HomeVenueOverScore;<=;7.14;298;40;16;73;50;0.7143;0.5935
HomeVenueOverScore;<=;7.27;300;41;16;73;51;0.7193;0.5887
HomeVenueOverScore;<=;7.5;322;50;19;77;53;0.7246;0.5923
HomeVenueOverScore;<=;7.78;327;52;20;77;55;0.7222;0.5833
HomeVenueOverScore;<=;8.0;363;67;22;84;62;0.7528;0.5753
HomeVenueOverScore;<=;8.18;364;68;22;84;62;0.7556;0.5753
HomeVenueOverScore;<=;8.33;403;83;30;90;66;0.7345;0.5769
HomeVenueOverScore;<=;8.57;427;94;34;92;68;0.7344;0.575
HomeVenueOverScore;<=;8.75;434;97;35;93;68;0.7348;0.5776
HomeVenueOverScore;<=;8.89;438;100;36;93;68;0.7353;0.5776
HomeVenueOverScore;<=;9.0;439;101;36;93;68;0.7372;0.5776
HomeVenueOverScore;<=;9.09;440;102;36;93;68;0.7391;0.5776
HomeVenueOverScore;<=;9.17;441;103;36;93;68;0.741;0.5776
HomeVenueOverScore;<=;10.0;490;138;40;98;71;0.7753;0.5799
HomeVenueOverScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
HomeVenueOverScore;>=;1.43;482;137;40;97;71;0.774;0.5774
HomeVenueOverScore;>=;1.67;478;137;40;97;71;0.774;0.5774
HomeVenueOverScore;>=;1.82;477;137;40;97;70;0.774;0.5808
HomeVenueOverScore;>=;2.0;476;137;40;97;70;0.774;0.5808
HomeVenueOverScore;>=;2.5;473;137;40;97;69;0.774;0.5843
HomeVenueOverScore;>=;2.73;468;137;40;96;69;0.774;0.5818
HomeVenueOverScore;>=;2.86;466;137;40;96;69;0.774;0.5818
HomeVenueOverScore;>=;3.0;463;137;40;96;69;0.774;0.5818
HomeVenueOverScore;>=;3.33;462;137;40;95;69;0.774;0.5793
HomeVenueOverScore;>=;3.64;445;136;40;90;67;0.7727;0.5732
HomeVenueOverScore;>=;3.75;444;136;40;89;67;0.7727;0.5705
HomeVenueOverScore;>=;4.0;439;136;40;89;65;0.7727;0.5779
HomeVenueOverScore;>=;4.17;421;134;40;85;60;0.7701;0.5862
HomeVenueOverScore;>=;4.29;420;134;40;85;60;0.7701;0.5862
HomeVenueOverScore;>=;4.44;410;134;40;83;58;0.7701;0.5887
HomeVenueOverScore;>=;4.55;403;134;39;81;57;0.7746;0.587
HomeVenueOverScore;>=;4.62;401;133;39;80;57;0.7733;0.5839
HomeVenueOverScore;>=;5.0;400;133;39;80;57;0.7733;0.5839
HomeVenueOverScore;>=;5.38;354;130;36;67;48;0.7831;0.5826
HomeVenueOverScore;>=;5.45;353;130;36;67;48;0.7831;0.5826
HomeVenueOverScore;>=;5.56;351;130;36;67;46;0.7831;0.5929
HomeVenueOverScore;>=;5.71;339;129;35;63;44;0.7866;0.5888
HomeVenueOverScore;>=;5.83;322;128;34;60;39;0.7901;0.6061
HomeVenueOverScore;>=;6.0;321;128;34;60;39;0.7901;0.6061
HomeVenueOverScore;>=;6.25;288;123;30;50;35;0.8039;0.5882
HomeVenueOverScore;>=;6.36;270;120;28;44;32;0.8108;0.5789
HomeVenueOverScore;>=;6.67;267;120;28;43;32;0.8108;0.5733
HomeVenueOverScore;>=;7.0;221;104;27;33;24;0.7939;0.5789
HomeVenueOverScore;>=;7.14;215;104;27;30;24;0.7939;0.5556
HomeVenueOverScore;>=;7.27;192;98;24;25;21;0.8033;0.5435
HomeVenueOverScore;>=;7.5;190;97;24;25;20;0.8017;0.5556
HomeVenueOverScore;>=;7.78;168;88;21;21;18;0.8073;0.5385
HomeVenueOverScore;>=;8.0;163;86;20;21;16;0.8113;0.5676
HomeVenueOverScore;>=;8.18;127;71;18;14;9;0.7978;0.6087
HomeVenueOverScore;>=;8.33;126;70;18;14;9;0.7955;0.6087
HomeVenueOverScore;>=;8.57;87;55;10;8;5;0.8462;0.6154
HomeVenueOverScore;>=;8.75;63;44;6;6;3;0.88;0.6667
HomeVenueOverScore;>=;8.89;56;41;5;5;3;0.8913;0.625
HomeVenueOverScore;>=;9.0;52;38;4;5;3;0.9048;0.625
HomeVenueOverScore;>=;9.09;51;37;4;5;3;0.9024;0.625
HomeVenueOverScore;>=;9.17;50;36;4;5;3;0.9;0.625
HomeVenueOverScore;>=;10.0;49;35;4;5;3;0.8974;0.625
RankingGapScore;<=;0.0;1;0;0;0;0;;
RankingGapScore;<=;0.13;2;0;0;0;0;;
RankingGapScore;<=;0.26;3;0;0;0;0;;
RankingGapScore;<=;0.35;6;0;0;2;1;;0.6667
RankingGapScore;<=;0.4;18;2;0;4;2;1.0;0.6667
RankingGapScore;<=;0.46;25;2;1;6;2;0.6667;0.75
RankingGapScore;<=;0.55;38;6;1;9;5;0.8571;0.6429
RankingGapScore;<=;0.6;41;9;1;9;5;0.9;0.6429
RankingGapScore;<=;0.67;59;13;3;14;6;0.8125;0.7
RankingGapScore;<=;0.71;60;13;3;14;7;0.8125;0.6667
RankingGapScore;<=;0.75;67;15;4;15;8;0.7895;0.6522
RankingGapScore;<=;0.8;74;16;4;15;10;0.8;0.6
RankingGapScore;<=;0.86;87;19;6;21;11;0.76;0.6562
RankingGapScore;<=;0.89;88;19;6;21;11;0.76;0.6562
RankingGapScore;<=;0.92;95;20;6;22;12;0.7692;0.6471
RankingGapScore;<=;1.0;105;23;6;24;14;0.7931;0.6316
RankingGapScore;<=;1.06;106;23;7;24;14;0.7667;0.6316
RankingGapScore;<=;1.09;119;25;9;30;15;0.7353;0.6667
RankingGapScore;<=;1.12;120;25;9;30;15;0.7353;0.6667
RankingGapScore;<=;1.15;121;25;9;30;15;0.7353;0.6667
RankingGapScore;<=;1.2;144;28;10;39;18;0.7368;0.6842
RankingGapScore;<=;1.33;166;35;11;48;21;0.7609;0.6957
RankingGapScore;<=;1.38;171;36;11;48;22;0.766;0.6857
RankingGapScore;<=;1.41;172;36;11;48;23;0.766;0.6761
RankingGapScore;<=;1.5;180;38;13;49;25;0.7451;0.6622
RankingGapScore;<=;1.53;181;38;13;49;25;0.7451;0.6622
RankingGapScore;<=;1.6;189;40;13;50;26;0.7547;0.6579
RankingGapScore;<=;1.64;200;41;16;50;27;0.7193;0.6494
RankingGapScore;<=;1.71;207;46;17;50;27;0.7302;0.6494
RankingGapScore;<=;1.76;208;46;17;51;27;0.7302;0.6538
RankingGapScore;<=;1.79;209;46;17;51;27;0.7302;0.6538
RankingGapScore;<=;1.8;212;47;18;52;27;0.7231;0.6582
RankingGapScore;<=;1.83;214;47;18;53;27;0.7231;0.6625
RankingGapScore;<=;1.85;218;48;18;54;28;0.7273;0.6585
RankingGapScore;<=;2.0;248;57;20;63;30;0.7403;0.6774
RankingGapScore;<=;2.17;249;57;20;64;30;0.7403;0.6809
RankingGapScore;<=;2.18;260;62;21;65;31;0.747;0.6771
RankingGapScore;<=;2.25;263;62;22;65;32;0.7381;0.6701
RankingGapScore;<=;2.31;268;63;23;65;34;0.7326;0.6566
RankingGapScore;<=;2.4;277;65;23;67;36;0.7386;0.6505
RankingGapScore;<=;2.57;283;69;24;67;37;0.7419;0.6442
RankingGapScore;<=;2.61;284;69;24;67;37;0.7419;0.6442
RankingGapScore;<=;2.67;296;73;26;67;39;0.7374;0.6321
RankingGapScore;<=;2.73;306;76;26;70;41;0.7451;0.6306
RankingGapScore;<=;2.77;309;76;26;70;42;0.7451;0.625
RankingGapScore;<=;2.8;319;78;26;71;43;0.75;0.6228
RankingGapScore;<=;3.0;332;83;27;72;45;0.7545;0.6154
RankingGapScore;<=;3.2;339;87;27;73;45;0.7632;0.6186
RankingGapScore;<=;3.23;343;87;27;75;47;0.7632;0.6148
RankingGapScore;<=;3.27;354;89;30;76;49;0.7479;0.608
RankingGapScore;<=;3.32;355;89;30;76;50;0.7479;0.6032
RankingGapScore;<=;3.33;366;92;31;79;51;0.748;0.6077
RankingGapScore;<=;3.38;367;92;31;80;51;0.748;0.6107
RankingGapScore;<=;3.39;368;92;31;80;51;0.748;0.6107
RankingGapScore;<=;3.43;372;94;31;80;53;0.752;0.6015
RankingGapScore;<=;3.45;374;94;31;80;53;0.752;0.6015
RankingGapScore;<=;3.6;386;98;32;82;56;0.7538;0.5942
RankingGapScore;<=;3.69;389;99;32;82;57;0.7557;0.5899
RankingGapScore;<=;3.82;398;103;33;82;59;0.7574;0.5816
RankingGapScore;<=;3.88;400;104;33;82;60;0.7591;0.5775
RankingGapScore;<=;3.91;401;104;33;83;60;0.7591;0.5804
RankingGapScore;<=;4.0;417;109;34;85;63;0.7622;0.5743
RankingGapScore;<=;4.15;420;109;34;86;64;0.7622;0.5733
RankingGapScore;<=;4.29;421;109;34;87;64;0.7622;0.5762
RankingGapScore;<=;4.36;428;114;34;87;64;0.7703;0.5762
RankingGapScore;<=;4.4;431;115;34;87;65;0.7718;0.5724
RankingGapScore;<=;4.5;433;116;34;87;65;0.7733;0.5724
RankingGapScore;<=;4.62;435;116;34;88;65;0.7733;0.5752
RankingGapScore;<=;4.67;440;117;36;88;66;0.7647;0.5714
RankingGapScore;<=;4.8;449;120;36;91;68;0.7692;0.5723
RankingGapScore;<=;4.91;452;122;36;92;68;0.7722;0.575
RankingGapScore;<=;5.0;456;123;36;92;70;0.7736;0.5679
RankingGapScore;<=;5.14;457;124;36;92;70;0.775;0.5679
RankingGapScore;<=;5.2;459;124;36;93;70;0.775;0.5706
RankingGapScore;<=;5.25;461;126;36;93;70;0.7778;0.5706
RankingGapScore;<=;5.33;465;127;38;94;70;0.7697;0.5732
RankingGapScore;<=;5.4;466;127;38;95;70;0.7697;0.5758
RankingGapScore;<=;5.45;468;129;38;95;70;0.7725;0.5758
RankingGapScore;<=;6.0;490;138;40;98;71;0.7753;0.5799
RankingGapScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
RankingGapScore;>=;0.13;489;138;40;98;71;0.7753;0.5799
RankingGapScore;>=;0.26;488;138;40;98;71;0.7753;0.5799
RankingGapScore;>=;0.35;487;138;40;98;71;0.7753;0.5799
RankingGapScore;>=;0.4;484;138;40;96;70;0.7753;0.5783
RankingGapScore;>=;0.46;472;136;40;94;69;0.7727;0.5767
RankingGapScore;>=;0.55;465;136;39;92;69;0.7771;0.5714
RankingGapScore;>=;0.6;452;132;39;89;66;0.7719;0.5742
RankingGapScore;>=;0.67;449;129;39;89;66;0.7679;0.5742
RankingGapScore;>=;0.71;431;125;37;84;65;0.7716;0.5638
RankingGapScore;>=;0.75;430;125;37;84;64;0.7716;0.5676
RankingGapScore;>=;0.8;423;123;36;83;63;0.7736;0.5685
RankingGapScore;>=;0.86;416;122;36;83;61;0.7722;0.5764
RankingGapScore;>=;0.89;403;119;34;77;60;0.7778;0.562
RankingGapScore;>=;0.92;402;119;34;77;60;0.7778;0.562
RankingGapScore;>=;1.0;395;118;34;76;59;0.7763;0.563
RankingGapScore;>=;1.06;385;115;34;74;57;0.7718;0.5649
RankingGapScore;>=;1.09;384;115;33;74;57;0.777;0.5649
RankingGapScore;>=;1.12;371;113;31;68;56;0.7847;0.5484
RankingGapScore;>=;1.15;370;113;31;68;56;0.7847;0.5484
RankingGapScore;>=;1.2;369;113;31;68;56;0.7847;0.5484
RankingGapScore;>=;1.33;346;110;30;59;53;0.7857;0.5268
RankingGapScore;>=;1.38;324;103;29;50;50;0.7803;0.5
RankingGapScore;>=;1.41;319;102;29;50;49;0.7786;0.5051
RankingGapScore;>=;1.5;318;102;29;50;48;0.7786;0.5102
RankingGapScore;>=;1.53;310;100;27;49;46;0.7874;0.5158
RankingGapScore;>=;1.6;309;100;27;49;46;0.7874;0.5158
RankingGapScore;>=;1.64;301;98;27;48;45;0.784;0.5161
RankingGapScore;>=;1.71;290;97;24;48;44;0.8017;0.5217
RankingGapScore;>=;1.76;283;92;23;48;44;0.8;0.5217
RankingGapScore;>=;1.79;282;92;23;47;44;0.8;0.5165
RankingGapScore;>=;1.8;281;92;23;47;44;0.8;0.5165
RankingGapScore;>=;1.83;278;91;22;46;44;0.8053;0.5111
RankingGapScore;>=;1.85;276;91;22;45;44;0.8053;0.5056
RankingGapScore;>=;2.0;272;90;22;44;43;0.8036;0.5057
RankingGapScore;>=;2.17;242;81;20;35;41;0.802;0.4605
RankingGapScore;>=;2.18;241;81;20;34;41;0.802;0.4533
RankingGapScore;>=;2.25;230;76;19;33;40;0.8;0.4521
RankingGapScore;>=;2.31;227;76;18;33;39;0.8085;0.4583
RankingGapScore;>=;2.4;222;75;17;33;37;0.8152;0.4714
RankingGapScore;>=;2.57;213;73;17;31;35;0.8111;0.4697
RankingGapScore;>=;2.61;207;69;16;31;34;0.8118;0.4769
RankingGapScore;>=;2.67;206;69;16;31;34;0.8118;0.4769
RankingGapScore;>=;2.73;194;65;14;31;32;0.8228;0.4921
RankingGapScore;>=;2.77;184;62;14;28;30;0.8158;0.4828
RankingGapScore;>=;2.8;181;62;14;28;29;0.8158;0.4912
RankingGapScore;>=;3.0;171;60;14;27;28;0.8108;0.4909
RankingGapScore;>=;3.2;158;55;13;26;26;0.8088;0.5
RankingGapScore;>=;3.23;151;51;13;25;26;0.7969;0.4902
RankingGapScore;>=;3.27;147;51;13;23;24;0.7969;0.4894
RankingGapScore;>=;3.32;136;49;10;22;22;0.8305;0.5
RankingGapScore;>=;3.33;135;49;10;22;21;0.8305;0.5116
RankingGapScore;>=;3.38;124;46;9;19;20;0.8364;0.4872
RankingGapScore;>=;3.39;123;46;9;18;20;0.8364;0.4737
RankingGapScore;>=;3.43;122;46;9;18;20;0.8364;0.4737
RankingGapScore;>=;3.45;118;44;9;18;18;0.8302;0.5
RankingGapScore;>=;3.6;116;44;9;18;18;0.8302;0.5
RankingGapScore;>=;3.69;104;40;8;16;15;0.8333;0.5161
RankingGapScore;>=;3.82;101;39;8;16;14;0.8298;0.5333
RankingGapScore;>=;3.88;92;35;7;16;12;0.8333;0.5714
RankingGapScore;>=;3.91;90;34;7;16;11;0.8293;0.5926
RankingGapScore;>=;4.0;89;34;7;15;11;0.8293;0.5769
RankingGapScore;>=;4.15;73;29;6;13;8;0.8286;0.619
RankingGapScore;>=;4.29;70;29;6;12;7;0.8286;0.6316
RankingGapScore;>=;4.36;69;29;6;11;7;0.8286;0.6111
RankingGapScore;>=;4.4;62;24;6;11;7;0.8;0.6111
RankingGapScore;>=;4.5;59;23;6;11;6;0.7931;0.6471
RankingGapScore;>=;4.62;57;22;6;11;6;0.7857;0.6471
RankingGapScore;>=;4.67;55;22;6;10;6;0.7857;0.625
RankingGapScore;>=;4.8;50;21;4;10;5;0.84;0.6667
RankingGapScore;>=;4.91;41;18;4;7;3;0.8182;0.7
RankingGapScore;>=;5.0;38;16;4;6;3;0.8;0.6667
RankingGapScore;>=;5.14;34;15;4;6;1;0.7895;0.8571
RankingGapScore;>=;5.2;33;14;4;6;1;0.7778;0.8571
RankingGapScore;>=;5.25;31;14;4;5;1;0.7778;0.8333
RankingGapScore;>=;5.33;29;12;4;5;1;0.75;0.8333
RankingGapScore;>=;5.4;25;11;2;4;1;0.8462;0.8
RankingGapScore;>=;5.45;24;11;2;3;1;0.8462;0.75
RankingGapScore;>=;6.0;22;9;2;3;1;0.8182;0.75
