Driver;Operator;Threshold;Occurrences;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaHit;MediaHit
AwayDefenseWeaknessScore;<=;6.44;190;28;7;40;30;0.8;0.5714
AwayDefenseWeaknessScore;<=;6.46;191;28;7;40;31;0.8;0.5634
AwayDefenseWeaknessScore;<=;6.49;193;28;7;41;32;0.8;0.5616
AwayDefenseWeaknessScore;<=;6.57;194;29;7;41;32;0.8056;0.5616
AwayDefenseWeaknessScore;<=;6.61;198;29;7;42;34;0.8056;0.5526
AwayDefenseWeaknessScore;<=;6.64;204;32;8;42;34;0.8;0.5526
AwayDefenseWeaknessScore;<=;6.67;205;32;8;42;35;0.8;0.5455
AwayDefenseWeaknessScore;<=;6.7;206;32;8;42;35;0.8;0.5455
AwayDefenseWeaknessScore;<=;6.82;216;37;8;42;38;0.8222;0.525
AwayDefenseWeaknessScore;<=;6.94;217;37;8;43;38;0.8222;0.5309
AwayDefenseWeaknessScore;<=;6.95;220;39;9;43;38;0.8125;0.5309
AwayDefenseWeaknessScore;<=;6.97;221;39;9;43;38;0.8125;0.5309
AwayDefenseWeaknessScore;<=;6.99;223;39;9;45;38;0.8125;0.5422
AwayDefenseWeaknessScore;<=;7.02;228;39;9;47;39;0.8125;0.5465
AwayDefenseWeaknessScore;<=;7.07;230;39;9;48;39;0.8125;0.5517
AwayDefenseWeaknessScore;<=;7.14;231;40;9;48;39;0.8163;0.5517
AwayDefenseWeaknessScore;<=;7.18;232;40;9;48;39;0.8163;0.5517
AwayDefenseWeaknessScore;<=;7.2;234;40;9;48;39;0.8163;0.5517
AwayDefenseWeaknessScore;<=;7.22;236;40;9;48;41;0.8163;0.5393
AwayDefenseWeaknessScore;<=;7.23;238;41;9;48;41;0.82;0.5393
AwayDefenseWeaknessScore;<=;7.27;243;41;10;48;42;0.8039;0.5333
AwayDefenseWeaknessScore;<=;7.31;244;41;10;48;42;0.8039;0.5333
AwayDefenseWeaknessScore;<=;7.39;245;41;10;49;42;0.8039;0.5385
AwayDefenseWeaknessScore;<=;7.44;250;42;10;50;43;0.8077;0.5376
AwayDefenseWeaknessScore;<=;7.47;251;42;10;50;44;0.8077;0.5319
AwayDefenseWeaknessScore;<=;7.49;252;42;10;50;45;0.8077;0.5263
AwayDefenseWeaknessScore;<=;7.58;256;43;10;52;45;0.8113;0.5361
AwayDefenseWeaknessScore;<=;7.64;257;43;10;52;46;0.8113;0.5306
AwayDefenseWeaknessScore;<=;7.67;261;44;10;52;46;0.8148;0.5306
AwayDefenseWeaknessScore;<=;7.69;263;44;10;53;46;0.8148;0.5354
AwayDefenseWeaknessScore;<=;7.73;266;44;10;55;46;0.8148;0.5446
AwayDefenseWeaknessScore;<=;7.79;269;44;10;57;47;0.8148;0.5481
AwayDefenseWeaknessScore;<=;7.85;275;47;10;58;48;0.8246;0.5472
AwayDefenseWeaknessScore;<=;7.88;276;47;10;58;49;0.8246;0.5421
AwayDefenseWeaknessScore;<=;7.95;278;48;10;58;49;0.8276;0.5421
AwayDefenseWeaknessScore;<=;8.02;281;49;10;58;49;0.8305;0.5421
AwayDefenseWeaknessScore;<=;8.04;286;51;11;59;49;0.8226;0.5463
AwayDefenseWeaknessScore;<=;8.06;287;52;11;59;49;0.8254;0.5463
AwayDefenseWeaknessScore;<=;8.08;290;53;11;60;50;0.8281;0.5455
AwayDefenseWeaknessScore;<=;8.18;294;55;11;62;50;0.8333;0.5536
AwayDefenseWeaknessScore;<=;8.26;297;57;11;62;51;0.8382;0.5487
AwayDefenseWeaknessScore;<=;8.33;301;58;11;63;51;0.8406;0.5526
AwayDefenseWeaknessScore;<=;8.37;302;58;11;63;52;0.8406;0.5478
AwayDefenseWeaknessScore;<=;8.39;307;60;12;64;52;0.8333;0.5517
AwayDefenseWeaknessScore;<=;8.44;308;61;12;64;52;0.8356;0.5517
AwayDefenseWeaknessScore;<=;8.52;312;62;12;67;52;0.8378;0.563
AwayDefenseWeaknessScore;<=;8.56;314;62;13;68;52;0.8267;0.5667
AwayDefenseWeaknessScore;<=;8.59;317;63;14;68;52;0.8182;0.5667
AwayDefenseWeaknessScore;<=;8.61;318;63;14;68;52;0.8182;0.5667
AwayDefenseWeaknessScore;<=;8.64;319;64;14;68;52;0.8205;0.5667
AwayDefenseWeaknessScore;<=;8.66;320;64;14;68;52;0.8205;0.5667
AwayDefenseWeaknessScore;<=;8.68;327;67;15;70;52;0.8171;0.5738
AwayDefenseWeaknessScore;<=;8.7;328;67;15;70;52;0.8171;0.5738
AwayDefenseWeaknessScore;<=;8.71;333;68;15;71;52;0.8193;0.5772
AwayDefenseWeaknessScore;<=;8.74;335;69;15;72;52;0.8214;0.5806
AwayDefenseWeaknessScore;<=;8.77;336;69;15;72;53;0.8214;0.576
AwayDefenseWeaknessScore;<=;8.82;339;72;15;72;53;0.8276;0.576
AwayDefenseWeaknessScore;<=;9.09;370;83;21;77;59;0.7981;0.5662
AwayDefenseWeaknessScore;<=;9.3;371;83;21;77;60;0.7981;0.562
AwayDefenseWeaknessScore;<=;9.33;372;83;22;77;60;0.7905;0.562
AwayDefenseWeaknessScore;<=;9.34;373;83;22;77;61;0.7905;0.558
AwayDefenseWeaknessScore;<=;9.36;374;84;22;77;61;0.7925;0.558
AwayDefenseWeaknessScore;<=;9.37;375;84;23;77;61;0.785;0.558
AwayDefenseWeaknessScore;<=;9.42;377;84;23;78;61;0.785;0.5612
AwayDefenseWeaknessScore;<=;9.44;379;85;23;78;62;0.787;0.5571
AwayDefenseWeaknessScore;<=;9.47;382;87;23;78;63;0.7909;0.5532
AwayDefenseWeaknessScore;<=;9.5;385;87;25;79;63;0.7768;0.5563
AwayDefenseWeaknessScore;<=;9.57;386;87;25;79;64;0.7768;0.5524
AwayDefenseWeaknessScore;<=;9.66;387;88;25;79;64;0.7788;0.5524
AwayDefenseWeaknessScore;<=;9.77;388;88;25;79;64;0.7788;0.5524
AwayDefenseWeaknessScore;<=;9.79;389;88;25;80;64;0.7788;0.5556
AwayDefenseWeaknessScore;<=;9.85;390;88;25;81;64;0.7788;0.5586
AwayDefenseWeaknessScore;<=;9.89;391;89;25;81;64;0.7807;0.5586
AwayDefenseWeaknessScore;<=;9.92;393;90;25;81;64;0.7826;0.5586
AwayDefenseWeaknessScore;<=;10.0;490;138;40;98;71;0.7753;0.5799
AwayDefenseWeaknessScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
AwayDefenseWeaknessScore;>=;1.24;485;138;40;98;71;0.7753;0.5799
AwayDefenseWeaknessScore;>=;1.65;483;138;40;98;70;0.7753;0.5833
AwayDefenseWeaknessScore;>=;1.75;482;138;40;98;70;0.7753;0.5833
AwayDefenseWeaknessScore;>=;1.82;481;138;40;98;70;0.7753;0.5833
AwayDefenseWeaknessScore;>=;2.45;480;137;40;98;70;0.774;0.5833
AwayDefenseWeaknessScore;>=;2.48;479;137;40;97;70;0.774;0.5808
AwayDefenseWeaknessScore;>=;2.56;478;137;40;97;69;0.774;0.5843
AwayDefenseWeaknessScore;>=;2.65;477;137;40;97;69;0.774;0.5843
AwayDefenseWeaknessScore;>=;2.73;475;137;40;96;68;0.774;0.5854
AwayDefenseWeaknessScore;>=;2.78;473;135;40;96;68;0.7714;0.5854
AwayDefenseWeaknessScore;>=;2.8;472;135;40;96;68;0.7714;0.5854
AwayDefenseWeaknessScore;>=;2.84;471;135;40;95;68;0.7714;0.5828
AwayDefenseWeaknessScore;>=;2.89;470;134;40;95;68;0.7701;0.5828
AwayDefenseWeaknessScore;>=;3.03;469;133;40;95;68;0.7688;0.5828
AwayDefenseWeaknessScore;>=;3.18;468;133;40;95;68;0.7688;0.5828
AwayDefenseWeaknessScore;>=;3.31;467;133;40;94;68;0.7688;0.5802
AwayDefenseWeaknessScore;>=;3.41;466;133;40;94;67;0.7688;0.5839
AwayDefenseWeaknessScore;>=;3.5;464;133;40;94;67;0.7688;0.5839
AwayDefenseWeaknessScore;>=;3.64;461;132;40;93;67;0.7674;0.5813
AwayDefenseWeaknessScore;>=;3.69;460;132;40;93;67;0.7674;0.5813
AwayDefenseWeaknessScore;>=;3.74;458;132;40;93;67;0.7674;0.5813
AwayDefenseWeaknessScore;>=;3.79;456;132;40;93;66;0.7674;0.5849
AwayDefenseWeaknessScore;>=;3.85;455;132;40;93;65;0.7674;0.5886
AwayDefenseWeaknessScore;>=;3.9;452;132;40;92;65;0.7674;0.586
AwayDefenseWeaknessScore;>=;3.94;449;132;40;92;65;0.7674;0.586
AwayDefenseWeaknessScore;>=;3.98;448;132;40;92;65;0.7674;0.586
AwayDefenseWeaknessScore;>=;4.01;446;132;40;92;65;0.7674;0.586
AwayDefenseWeaknessScore;>=;4.13;445;131;40;92;65;0.7661;0.586
AwayDefenseWeaknessScore;>=;4.17;443;131;40;92;65;0.7661;0.586
AwayDefenseWeaknessScore;>=;4.2;441;130;40;92;65;0.7647;0.586
AwayDefenseWeaknessScore;>=;4.24;439;129;40;92;65;0.7633;0.586
AwayDefenseWeaknessScore;>=;4.26;437;129;39;92;65;0.7679;0.586
AwayDefenseWeaknessScore;>=;4.55;436;129;39;92;65;0.7679;0.586
AwayDefenseWeaknessScore;>=;4.81;419;125;39;92;58;0.7622;0.6133
AwayDefenseWeaknessScore;>=;4.85;418;125;39;91;58;0.7622;0.6107
AwayDefenseWeaknessScore;>=;4.87;415;125;39;90;57;0.7622;0.6122
AwayDefenseWeaknessScore;>=;4.9;414;125;39;90;56;0.7622;0.6164
AwayDefenseWeaknessScore;>=;4.92;409;125;39;89;55;0.7622;0.6181
AwayDefenseWeaknessScore;>=;5.08;405;125;39;89;55;0.7622;0.6181
AwayDefenseWeaknessScore;>=;5.11;404;125;39;89;55;0.7622;0.6181
AwayDefenseWeaknessScore;>=;5.15;398;125;39;89;53;0.7622;0.6268
AwayDefenseWeaknessScore;>=;5.19;397;124;39;89;53;0.7607;0.6268
AwayDefenseWeaknessScore;>=;5.24;394;124;38;89;53;0.7654;0.6268
AwayDefenseWeaknessScore;>=;5.26;393;124;38;88;53;0.7654;0.6241
AwayDefenseWeaknessScore;>=;5.3;392;124;38;88;53;0.7654;0.6241
AwayDefenseWeaknessScore;>=;5.35;389;124;38;87;52;0.7654;0.6259
AwayDefenseWeaknessScore;>=;5.37;387;123;38;87;52;0.764;0.6259
AwayDefenseWeaknessScore;>=;5.4;385;123;38;86;52;0.764;0.6232
AwayDefenseWeaknessScore;>=;5.45;382;123;38;86;52;0.764;0.6232
AwayDefenseWeaknessScore;>=;5.49;377;123;37;83;52;0.7688;0.6148
AwayDefenseWeaknessScore;>=;5.52;376;123;37;83;52;0.7688;0.6148
AwayDefenseWeaknessScore;>=;5.59;374;123;37;83;52;0.7688;0.6148
AwayDefenseWeaknessScore;>=;5.68;371;123;37;82;51;0.7688;0.6165
AwayDefenseWeaknessScore;>=;5.74;369;123;37;80;51;0.7688;0.6107
AwayDefenseWeaknessScore;>=;5.79;368;123;37;79;51;0.7688;0.6077
AwayDefenseWeaknessScore;>=;5.81;361;119;37;78;51;0.7628;0.6047
AwayDefenseWeaknessScore;>=;5.84;360;119;37;77;51;0.7628;0.6016
AwayDefenseWeaknessScore;>=;5.88;356;119;37;75;51;0.7628;0.5952
AwayDefenseWeaknessScore;>=;5.91;355;119;36;75;51;0.7677;0.5952
AwayDefenseWeaknessScore;>=;5.94;353;119;36;73;51;0.7677;0.5887
AwayDefenseWeaknessScore;>=;5.97;345;118;35;71;50;0.7712;0.5868
AwayDefenseWeaknessScore;>=;5.98;343;117;35;70;50;0.7697;0.5833
AwayDefenseWeaknessScore;>=;6.06;342;116;35;70;50;0.7682;0.5833
AwayDefenseWeaknessScore;>=;6.13;336;115;35;68;49;0.7667;0.5812
AwayDefenseWeaknessScore;>=;6.14;335;115;35;68;49;0.7667;0.5812
AwayDefenseWeaknessScore;>=;6.15;334;115;35;68;48;0.7667;0.5862
AwayDefenseWeaknessScore;>=;6.17;332;114;35;67;48;0.7651;0.5826
AwayDefenseWeaknessScore;>=;6.2;331;114;35;66;48;0.7651;0.5789
AwayDefenseWeaknessScore;>=;6.22;325;113;34;66;45;0.7687;0.5946
AwayDefenseWeaknessScore;>=;6.25;324;113;34;66;45;0.7687;0.5946
AwayDefenseWeaknessScore;>=;6.29;322;113;34;66;44;0.7687;0.6
AwayDefenseWeaknessScore;>=;6.31;317;112;34;64;44;0.7671;0.5926
AwayDefenseWeaknessScore;>=;6.36;316;112;34;64;43;0.7671;0.5981
AwayDefenseWeaknessScore;>=;6.4;308;111;34;62;41;0.7655;0.6019
AwayDefenseWeaknessScore;>=;6.42;305;111;34;60;41;0.7655;0.5941
AwayDefenseWeaknessScore;>=;6.44;304;110;34;60;41;0.7639;0.5941
AwayDefenseWeaknessScore;>=;6.46;300;110;33;58;41;0.7692;0.5859
AwayDefenseWeaknessScore;>=;6.49;299;110;33;58;40;0.7692;0.5918
AwayDefenseWeaknessScore;>=;6.57;297;110;33;57;39;0.7692;0.5938
AwayDefenseWeaknessScore;>=;6.61;296;109;33;57;39;0.7676;0.5938
AwayDefenseWeaknessScore;>=;6.64;292;109;33;56;37;0.7676;0.6022
AwayDefenseWeaknessScore;>=;6.67;286;106;32;56;37;0.7681;0.6022
AwayDefenseWeaknessScore;>=;6.7;285;106;32;56;36;0.7681;0.6087
AwayDefenseWeaknessScore;>=;6.82;284;106;32;56;36;0.7681;0.6087
AwayDefenseWeaknessScore;>=;6.94;274;101;32;56;33;0.7594;0.6292
AwayDefenseWeaknessScore;>=;6.95;273;101;32;55;33;0.7594;0.625
AwayDefenseWeaknessScore;>=;6.97;270;99;31;55;33;0.7615;0.625
AwayDefenseWeaknessScore;>=;6.99;269;99;31;55;33;0.7615;0.625
AwayDefenseWeaknessScore;>=;7.02;267;99;31;53;33;0.7615;0.6163
AwayDefenseWeaknessScore;>=;7.07;262;99;31;51;32;0.7615;0.6145
AwayDefenseWeaknessScore;>=;7.14;260;99;31;50;32;0.7615;0.6098
AwayDefenseWeaknessScore;>=;7.18;259;98;31;50;32;0.7597;0.6098
AwayDefenseWeaknessScore;>=;7.2;258;98;31;50;32;0.7597;0.6098
AwayDefenseWeaknessScore;>=;7.22;256;98;31;50;32;0.7597;0.6098
AwayDefenseWeaknessScore;>=;7.23;254;98;31;50;30;0.7597;0.625
AwayDefenseWeaknessScore;>=;7.27;252;97;31;50;30;0.7578;0.625
AwayDefenseWeaknessScore;>=;7.31;247;97;30;50;29;0.7638;0.6329
AwayDefenseWeaknessScore;>=;7.39;246;97;30;50;29;0.7638;0.6329
AwayDefenseWeaknessScore;>=;7.44;245;97;30;49;29;0.7638;0.6282
AwayDefenseWeaknessScore;>=;7.47;240;96;30;48;28;0.7619;0.6316
AwayDefenseWeaknessScore;>=;7.49;239;96;30;48;27;0.7619;0.64
AwayDefenseWeaknessScore;>=;7.58;238;96;30;48;26;0.7619;0.6486
AwayDefenseWeaknessScore;>=;7.64;234;95;30;46;26;0.76;0.6389
AwayDefenseWeaknessScore;>=;7.67;233;95;30;46;25;0.76;0.6479
AwayDefenseWeaknessScore;>=;7.69;229;94;30;46;25;0.7581;0.6479
AwayDefenseWeaknessScore;>=;7.73;227;94;30;45;25;0.7581;0.6429
AwayDefenseWeaknessScore;>=;7.79;224;94;30;43;25;0.7581;0.6324
AwayDefenseWeaknessScore;>=;7.85;221;94;30;41;24;0.7581;0.6308
AwayDefenseWeaknessScore;>=;7.88;215;91;30;40;23;0.7521;0.6349
AwayDefenseWeaknessScore;>=;7.95;214;91;30;40;22;0.7521;0.6452
AwayDefenseWeaknessScore;>=;8.02;212;90;30;40;22;0.75;0.6452
AwayDefenseWeaknessScore;>=;8.04;209;89;30;40;22;0.7479;0.6452
AwayDefenseWeaknessScore;>=;8.06;204;87;29;39;22;0.75;0.6393
AwayDefenseWeaknessScore;>=;8.08;203;86;29;39;22;0.7478;0.6393
AwayDefenseWeaknessScore;>=;8.18;200;85;29;38;21;0.7456;0.6441
AwayDefenseWeaknessScore;>=;8.26;196;83;29;36;21;0.7411;0.6316
AwayDefenseWeaknessScore;>=;8.33;193;81;29;36;20;0.7364;0.6429
AwayDefenseWeaknessScore;>=;8.37;189;80;29;35;20;0.7339;0.6364
AwayDefenseWeaknessScore;>=;8.39;188;80;29;35;19;0.7339;0.6481
AwayDefenseWeaknessScore;>=;8.44;183;78;28;34;19;0.7358;0.6415
AwayDefenseWeaknessScore;>=;8.52;182;77;28;34;19;0.7333;0.6415
AwayDefenseWeaknessScore;>=;8.56;178;76;28;31;19;0.7308;0.62
AwayDefenseWeaknessScore;>=;8.59;176;76;27;30;19;0.7379;0.6122
AwayDefenseWeaknessScore;>=;8.61;173;75;26;30;19;0.7426;0.6122
AwayDefenseWeaknessScore;>=;8.64;172;75;26;30;19;0.7426;0.6122
AwayDefenseWeaknessScore;>=;8.66;171;74;26;30;19;0.74;0.6122
AwayDefenseWeaknessScore;>=;8.68;170;74;26;30;19;0.74;0.6122
AwayDefenseWeaknessScore;>=;8.7;163;71;25;28;19;0.7396;0.5957
AwayDefenseWeaknessScore;>=;8.71;162;71;25;28;19;0.7396;0.5957
AwayDefenseWeaknessScore;>=;8.74;157;70;25;27;19;0.7368;0.587
AwayDefenseWeaknessScore;>=;8.77;155;69;25;26;19;0.734;0.5778
AwayDefenseWeaknessScore;>=;8.82;154;69;25;26;18;0.734;0.5909
AwayDefenseWeaknessScore;>=;9.09;151;66;25;26;18;0.7253;0.5909
AwayDefenseWeaknessScore;>=;9.3;120;55;19;21;12;0.7432;0.6364
AwayDefenseWeaknessScore;>=;9.33;119;55;19;21;11;0.7432;0.6562
AwayDefenseWeaknessScore;>=;9.34;118;55;18;21;11;0.7534;0.6562
AwayDefenseWeaknessScore;>=;9.36;117;55;18;21;10;0.7534;0.6774
AwayDefenseWeaknessScore;>=;9.37;116;54;18;21;10;0.75;0.6774
AwayDefenseWeaknessScore;>=;9.42;115;54;17;21;10;0.7606;0.6774
AwayDefenseWeaknessScore;>=;9.44;113;54;17;20;10;0.7606;0.6667
AwayDefenseWeaknessScore;>=;9.47;111;53;17;20;9;0.7571;0.6897
AwayDefenseWeaknessScore;>=;9.5;108;51;17;20;8;0.75;0.7143
AwayDefenseWeaknessScore;>=;9.57;105;51;15;19;8;0.7727;0.7037
AwayDefenseWeaknessScore;>=;9.66;104;51;15;19;7;0.7727;0.7308
AwayDefenseWeaknessScore;>=;9.77;103;50;15;19;7;0.7692;0.7308
AwayDefenseWeaknessScore;>=;9.79;102;50;15;19;7;0.7692;0.7308
AwayDefenseWeaknessScore;>=;9.85;101;50;15;18;7;0.7692;0.72
AwayDefenseWeaknessScore;>=;9.89;100;50;15;17;7;0.7692;0.7083
AwayDefenseWeaknessScore;>=;9.92;99;49;15;17;7;0.7656;0.7083
AwayDefenseWeaknessScore;>=;10.0;97;48;15;17;7;0.7619;0.7083
AwayLast10OverScore;<=;0.0;5;0;0;0;0;;
AwayLast10OverScore;<=;1.2;6;0;0;0;0;;
AwayLast10OverScore;<=;2.4;10;0;0;1;1;;0.5
AwayLast10OverScore;<=;3.0;11;0;0;1;1;;0.5
AwayLast10OverScore;<=;3.6;19;1;0;1;1;1.0;0.5
AwayLast10OverScore;<=;4.0;21;1;0;1;1;1.0;0.5
AwayLast10OverScore;<=;4.5;23;1;0;2;1;1.0;0.6667
AwayLast10OverScore;<=;4.8;63;1;0;9;10;1.0;0.4737
AwayLast10OverScore;<=;6.0;131;5;0;30;22;1.0;0.5769
AwayLast10OverScore;<=;6.67;132;5;0;31;22;1.0;0.5849
AwayLast10OverScore;<=;7.2;222;21;5;57;41;0.8077;0.5816
AwayLast10OverScore;<=;7.5;229;22;5;59;43;0.8148;0.5784
AwayLast10OverScore;<=;8.0;233;24;5;59;45;0.8276;0.5673
AwayLast10OverScore;<=;8.4;319;48;14;78;60;0.7742;0.5652
AwayLast10OverScore;<=;9.0;322;49;14;78;61;0.7778;0.5612
AwayLast10OverScore;<=;9.33;325;50;14;78;61;0.7812;0.5612
AwayLast10OverScore;<=;9.6;405;89;26;88;68;0.7739;0.5641
AwayLast10OverScore;<=;10.29;406;89;26;89;68;0.7739;0.5669
AwayLast10OverScore;<=;10.5;408;91;26;89;68;0.7778;0.5669
AwayLast10OverScore;<=;10.8;472;129;36;96;71;0.7818;0.5749
AwayLast10OverScore;<=;12.0;490;138;40;98;71;0.7753;0.5799
AwayLast10OverScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
AwayLast10OverScore;>=;1.2;485;138;40;98;71;0.7753;0.5799
AwayLast10OverScore;>=;2.4;484;138;40;98;71;0.7753;0.5799
AwayLast10OverScore;>=;3.0;480;138;40;97;70;0.7753;0.5808
AwayLast10OverScore;>=;3.6;479;138;40;97;70;0.7753;0.5808
AwayLast10OverScore;>=;4.0;471;137;40;97;70;0.774;0.5808
AwayLast10OverScore;>=;4.5;469;137;40;97;70;0.774;0.5808
AwayLast10OverScore;>=;4.8;467;137;40;96;70;0.774;0.5783
AwayLast10OverScore;>=;6.0;427;137;40;89;61;0.774;0.5933
AwayLast10OverScore;>=;6.67;359;133;40;68;49;0.7688;0.5812
AwayLast10OverScore;>=;7.2;358;133;40;67;49;0.7688;0.5776
AwayLast10OverScore;>=;7.5;268;117;35;41;30;0.7697;0.5775
AwayLast10OverScore;>=;8.0;261;116;35;39;28;0.7682;0.5821
AwayLast10OverScore;>=;8.4;257;114;35;39;26;0.7651;0.6
AwayLast10OverScore;>=;9.0;171;90;26;20;11;0.7759;0.6452
AwayLast10OverScore;>=;9.33;168;89;26;20;10;0.7739;0.6667
AwayLast10OverScore;>=;9.6;165;88;26;20;10;0.7719;0.6667
AwayLast10OverScore;>=;10.29;85;49;14;10;3;0.7778;0.7692
AwayLast10OverScore;>=;10.5;84;49;14;9;3;0.7778;0.75
AwayLast10OverScore;>=;10.8;82;47;14;9;3;0.7705;0.75
AwayLast10OverScore;>=;12.0;18;9;4;2;0;0.6923;1.0
AwayVenueOverScore;<=;0.0;7;0;0;0;0;;
AwayVenueOverScore;<=;1.11;8;0;0;0;0;;
AwayVenueOverScore;<=;1.43;9;0;0;0;0;;
AwayVenueOverScore;<=;1.67;13;0;0;0;1;;0.0
AwayVenueOverScore;<=;2.0;22;0;0;1;2;;0.3333
AwayVenueOverScore;<=;2.5;28;0;0;2;3;;0.4
AwayVenueOverScore;<=;2.86;36;0;0;2;4;;0.3333
AwayVenueOverScore;<=;3.0;37;0;0;2;4;;0.3333
AwayVenueOverScore;<=;3.33;49;1;0;3;8;1.0;0.2727
AwayVenueOverScore;<=;3.75;50;1;0;3;9;1.0;0.25
AwayVenueOverScore;<=;4.0;69;2;2;8;13;0.5;0.381
AwayVenueOverScore;<=;4.17;70;2;2;8;13;0.5;0.381
AwayVenueOverScore;<=;4.29;82;3;2;11;16;0.6;0.4074
AwayVenueOverScore;<=;4.44;84;3;2;12;16;0.6;0.4286
AwayVenueOverScore;<=;5.0;129;7;3;27;28;0.7;0.4909
AwayVenueOverScore;<=;5.45;133;7;3;28;28;0.7;0.5
AwayVenueOverScore;<=;5.56;137;8;3;29;29;0.7273;0.5
AwayVenueOverScore;<=;5.71;153;11;4;31;34;0.7333;0.4769
AwayVenueOverScore;<=;5.83;154;12;4;31;34;0.75;0.4769
AwayVenueOverScore;<=;6.0;195;17;5;44;44;0.7727;0.5
AwayVenueOverScore;<=;6.25;204;18;6;46;46;0.75;0.5
AwayVenueOverScore;<=;6.36;207;19;6;46;46;0.76;0.5
AwayVenueOverScore;<=;6.67;260;35;10;56;54;0.7778;0.5091
AwayVenueOverScore;<=;7.0;264;35;10;59;54;0.7778;0.5221
AwayVenueOverScore;<=;7.14;282;41;13;62;57;0.7593;0.521
AwayVenueOverScore;<=;7.27;284;41;13;63;58;0.7593;0.5207
AwayVenueOverScore;<=;7.5;317;53;16;72;60;0.7681;0.5455
AwayVenueOverScore;<=;7.78;326;57;17;74;60;0.7703;0.5522
AwayVenueOverScore;<=;8.0;368;73;22;85;64;0.7684;0.5705
AwayVenueOverScore;<=;8.18;372;75;22;85;64;0.7732;0.5705
AwayVenueOverScore;<=;8.33;405;89;27;92;67;0.7672;0.5786
AwayVenueOverScore;<=;8.57;421;95;32;93;69;0.748;0.5741
AwayVenueOverScore;<=;8.75;428;97;34;95;69;0.7405;0.5793
AwayVenueOverScore;<=;8.89;432;97;35;95;70;0.7348;0.5758
AwayVenueOverScore;<=;9.0;436;101;35;95;70;0.7426;0.5758
AwayVenueOverScore;<=;9.09;437;102;35;95;70;0.7445;0.5758
AwayVenueOverScore;<=;10.0;490;138;40;98;71;0.7753;0.5799
AwayVenueOverScore;>=;0.0;490;138;40;98;71;0.7753;0.5799
AwayVenueOverScore;>=;1.11;483;138;40;98;71;0.7753;0.5799
AwayVenueOverScore;>=;1.43;482;138;40;98;71;0.7753;0.5799
AwayVenueOverScore;>=;1.67;481;138;40;98;71;0.7753;0.5799
AwayVenueOverScore;>=;2.0;477;138;40;98;70;0.7753;0.5833
AwayVenueOverScore;>=;2.5;468;138;40;97;69;0.7753;0.5843
AwayVenueOverScore;>=;2.86;462;138;40;96;68;0.7753;0.5854
AwayVenueOverScore;>=;3.0;454;138;40;96;67;0.7753;0.589
AwayVenueOverScore;>=;3.33;453;138;40;96;67;0.7753;0.589
AwayVenueOverScore;>=;3.75;441;137;40;95;63;0.774;0.6013
AwayVenueOverScore;>=;4.0;440;137;40;95;62;0.774;0.6051
AwayVenueOverScore;>=;4.17;421;136;38;90;58;0.7816;0.6081
AwayVenueOverScore;>=;4.29;420;136;38;90;58;0.7816;0.6081
AwayVenueOverScore;>=;4.44;408;135;38;87;55;0.7803;0.6127
AwayVenueOverScore;>=;5.0;406;135;38;86;55;0.7803;0.6099
AwayVenueOverScore;>=;5.45;361;131;37;71;43;0.7798;0.6228
AwayVenueOverScore;>=;5.56;357;131;37;70;43;0.7798;0.6195
AwayVenueOverScore;>=;5.71;353;130;37;69;42;0.7784;0.6216
AwayVenueOverScore;>=;5.83;337;127;36;67;37;0.7791;0.6442
AwayVenueOverScore;>=;6.0;336;126;36;67;37;0.7778;0.6442
AwayVenueOverScore;>=;6.25;295;121;35;54;27;0.7756;0.6667
AwayVenueOverScore;>=;6.36;286;120;34;52;25;0.7792;0.6753
AwayVenueOverScore;>=;6.67;283;119;34;52;25;0.7778;0.6753
AwayVenueOverScore;>=;7.0;230;103;30;42;17;0.7744;0.7119
AwayVenueOverScore;>=;7.14;226;103;30;39;17;0.7744;0.6964
AwayVenueOverScore;>=;7.27;208;97;27;36;14;0.7823;0.72
AwayVenueOverScore;>=;7.5;206;97;27;35;13;0.7823;0.7292
AwayVenueOverScore;>=;7.78;173;85;24;26;11;0.7798;0.7027
AwayVenueOverScore;>=;8.0;164;81;23;24;11;0.7788;0.6857
AwayVenueOverScore;>=;8.18;122;65;18;13;7;0.7831;0.65
AwayVenueOverScore;>=;8.33;118;63;18;13;7;0.7778;0.65
AwayVenueOverScore;>=;8.57;85;49;13;6;4;0.7903;0.6
AwayVenueOverScore;>=;8.75;69;43;8;5;2;0.8431;0.7143
AwayVenueOverScore;>=;8.89;62;41;6;3;2;0.8723;0.6
AwayVenueOverScore;>=;9.0;58;41;5;3;1;0.8913;0.75
AwayVenueOverScore;>=;9.09;54;37;5;3;1;0.881;0.75
AwayVenueOverScore;>=;10.0;53;36;5;3;1;0.878;0.75
BTTSProfileScore;<=;0.0;1;0;0;0;0;;
BTTSProfileScore;<=;2.14;2;0;0;0;0;;
BTTSProfileScore;<=;2.31;3;0;0;0;0;;
BTTSProfileScore;<=;3.09;4;0;0;0;0;;
BTTSProfileScore;<=;3.5;5;0;0;0;0;;
BTTSProfileScore;<=;3.66;6;0;0;0;0;;
BTTSProfileScore;<=;3.75;9;0;0;1;0;;1.0
