Rule1;Rule2;ALTA_OK;ALTA_KO;MEDIA_OK;MEDIA_KO;AltaTotal;AltaHitRate;MediaTotal;MediaHitRate;PrimaryUse
AwayAttackScore>=9.97;AwayLongBreakDetected<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected>=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected>=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected>=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected>=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected>=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayLongBreakDetected>=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayOverRateSinceRestart<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayOverRateSinceRestart<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartReady<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartReady<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartReady<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartReady<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartReady<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartReady<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartReady<=1.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartNotReady>=0.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartNotReady>=0.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartNotReady>=0.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartNotReady>=0.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartNotReady>=0.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartNotReady>=0.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
AwayAttackScore>=9.97;AwayRestartNotReady>=0.0;301;101;195;118;402;0.748756;313;0.623003;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;HomeGALast5Avg>=1.0;894;300;640;370;1194;0.748744;1010;0.633663;REDUCE_ALTA_KO
HomeVenueOverScore<=6.36;AveragePPGLast5<=1.8;149;50;507;333;199;0.748744;840;0.603571;REDUCE_ALTA_KO
HomeVenueOverScore<=6.36;TotalPPGLast5<=3.6;149;50;507;333;199;0.748744;840;0.603571;REDUCE_ALTA_KO
BTTSProfileScore<=8.24;AwayGFAvgSinceRestart>=1.5;149;50;244;147;199;0.748744;391;0.624041;REDUCE_ALTA_KO
HomeAttackScore<=10.0;BTTSProfileScore>=8.24;149;50;191;116;199;0.748744;307;0.62215;REDUCE_ALTA_KO
HomeAttackScore>=10.83;AwayGFAvgSinceRestart>=2.0;149;50;43;23;199;0.748744;66;0.651515;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=6.67;HomeGFLast5Avg>=2.4;149;50;29;14;199;0.748744;43;0.674419;REDUCE_ALTA_KO
HomePPGLast5>=0.8;AwayGFAvgSinceRestart>=2.1715;149;50;86;58;199;0.748744;144;0.597222;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=5.45;AwayGFLast5Avg<=2.4;587;197;574;365;784;0.748724;939;0.611289;REDUCE_ALTA_KO
HomeGFLast5Avg>=1.6;HomeGALast5Avg>=1.4;584;196;353;184;780;0.748718;537;0.657356;REDUCE_ALTA_KO
AwayLast10OverScore>=7.2;HomeGALast5Avg<=1.4;292;98;403;266;390;0.748718;669;0.602392;REDUCE_ALTA_KO
AwayLast10OverScore>=7.2;HomeGALast5Avg<=1.4;292;98;403;266;390;0.748718;669;0.602392;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=4.94;HomePPGLast5>=1.6;146;49;294;194;195;0.748718;488;0.602459;REDUCE_ALTA_KO
HomeDefenseWeaknessScore<=7.27;AwayLongBreakDays>=28.0;146;49;297;170;195;0.748718;467;0.635974;REDUCE_ALTA_KO
AwayWinsLast5>=1.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinsLast5>=1.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
AwayWinlessLast5<=0.0;HomeOverRateSinceRestart<=0.667;146;49;255;154;195;0.748718;409;0.623472;REDUCE_ALTA_KO
WorstPPGLast5>=0.6;HomeOverRateSinceRestart<=0.714;146;49;250;150;195;0.748718;400;0.625;REDUCE_ALTA_KO
WorstPPGLast5>=0.6;HomeOverRateSinceRestart<=0.714;146;49;250;150;195;0.748718;400;0.625;REDUCE_ALTA_KO
HomeGFLast5Avg>=2.2;AwayGFLast5Avg<=1.4;146;49;148;88;195;0.748718;236;0.627119;REDUCE_ALTA_KO
HomeGFLast5Avg>=2.2;AwayGFLast5Avg<=1.4;146;49;148;88;195;0.748718;236;0.627119;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=7.27;AwayGFLast5Avg<=1.4;146;49;146;87;195;0.748718;233;0.626609;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=7.27;AwayGFLast5Avg<=1.4;146;49;146;87;195;0.748718;233;0.626609;REDUCE_ALTA_KO
AwayPPGLast5<=2.0;HomeGALast5Avg<=1.8;435;146;650;423;581;0.748709;1073;0.605778;REDUCE_ALTA_KO
HomePPGLast5>=1.6;HomeGFLast5Avg>=1.6;435;146;433;255;581;0.748709;688;0.62936;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeGALast5Avg>=1.7;435;146;145;78;581;0.748709;223;0.650224;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeGALast5Avg>=1.8;435;146;145;78;581;0.748709;223;0.650224;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeGALast5Avg>=1.7;435;146;145;78;581;0.748709;223;0.650224;REDUCE_ALTA_KO
HomeLast10OverScore>=9.6;HomeGALast5Avg>=1.8;435;146;145;78;581;0.748709;223;0.650224;REDUCE_ALTA_KO
HomeAttackScore<=10.0;HomeDefenseWeaknessScore>=4.94;289;97;757;487;386;0.748705;1244;0.608521;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinsLast5>=1.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinsLast5>=1.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinsLast5>=1.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinsLast5>=1.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayLast10OverScore>=9.6;HomeWinlessLast5<=0.0;578;194;198;110;772;0.748705;308;0.642857;REDUCE_ALTA_KO
AwayAttackScore>=9.106;AwayMatchesSinceRestart>=2.0;289;97;227;138;386;0.748705;365;0.621918;REDUCE_ALTA_KO
AwayAttackScore>=9.106;AwayMatchesSinceRestart>=2.0;289;97;227;138;386;0.748705;365;0.621918;REDUCE_ALTA_KO
HomeVenueOverScore<=6.36;HomeGALast5Avg<=2.4;143;48;566;376;191;0.748691;942;0.600849;REDUCE_ALTA_KO
HomeVenueOverScore>=5.71;AwayVenueOverScore>=8.33;429;144;163;79;573;0.748691;242;0.673554;REDUCE_ALTA_KO
AwayGFLast5Avg<=2.0;AwayLongBreakDays>=28.0;143;48;269;156;191;0.748691;425;0.632941;REDUCE_ALTA_KO
AwayLongBreakDays>=29.0;HomeMatchesSinceRestart<=5.0;143;48;250;134;191;0.748691;384;0.651042;REDUCE_ALTA_KO
HomePPGLast5<=1.4;AwayGFAvgSinceRestart<=2.1715;143;48;228;155;191;0.748691;383;0.5953;REDUCE_ALTA_KO
AwayAttackScore>=9.106;HomePPGLast5<=1.0;286;96;208;128;382;0.748691;336;0.619048;REDUCE_ALTA_KO
HomeLast10OverScore>=7.2;HomePPGLast5>=1.6;426;143;356;179;569;0.748682;535;0.665421;REDUCE_ALTA_KO
HomeLast10OverScore>=7.2;HomePPGLast5>=1.6;426;143;356;179;569;0.748682;535;0.665421;REDUCE_ALTA_KO
HomePPGLast5<=1.0;HomeLowPPGLowGF<=0.0;283;95;324;185;378;0.748677;509;0.636542;REDUCE_ALTA_KO
HomePPGLast5<=1.0;HomeLowPPGLowGF<=0.0;283;95;324;185;378;0.748677;509;0.636542;REDUCE_ALTA_KO
HomePPGLast5<=1.0;HomeLowPPGLowGF<=0.0;283;95;324;185;378;0.748677;509;0.636542;REDUCE_ALTA_KO
HomePPGLast5<=1.0;HomeLowPPGLowGF<=0.0;283;95;324;185;378;0.748677;509;0.636542;REDUCE_ALTA_KO
HomePPGLast5<=1.0;HomeLowPPGLowGF<=0.0;283;95;324;185;378;0.748677;509;0.636542;REDUCE_ALTA_KO
HomePPGLast5<=1.0;HomeLowPPGLowGF<=0.0;283;95;324;185;378;0.748677;509;0.636542;REDUCE_ALTA_KO
HomePPGLast5<=1.0;HomeLowPPGLowGF<=0.0;283;95;324;185;378;0.748677;509;0.636542;REDUCE_ALTA_KO
RankingGapScore>=3.23;AwayPPGLast5>=0.8;283;95;264;157;378;0.748677;421;0.627078;REDUCE_ALTA_KO
HomeLast10OverScore>=7.2;AwayPPGLast5<=2.0;843;283;677;401;1126;0.748668;1078;0.628015;REDUCE_ALTA_KO
HomeLast10OverScore>=7.2;AwayPPGLast5<=2.0;843;283;677;401;1126;0.748668;1078;0.628015;REDUCE_ALTA_KO
HomeVenueOverScore<=6.36;AveragePPGLast5<=1.7;140;47;466;307;187;0.748663;773;0.602846;REDUCE_ALTA_KO
HomeVenueOverScore<=6.36;TotalPPGLast5<=3.4;140;47;466;307;187;0.748663;773;0.602846;REDUCE_ALTA_KO
AwayVenueOverScore>=7.5;HomePPGLast5<=2.0;560;188;287;137;748;0.748663;424;0.676887;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=9.09;HomeLongBreakDays>=28.0;140;47;292;187;187;0.748663;479;0.609603;REDUCE_ALTA_KO
HomeVenueOverScore<=8.89;HomeOverRateSinceRestart<=0.667;140;47;273;177;187;0.748663;450;0.606667;REDUCE_ALTA_KO
AwayVenueOverScore>=7.5;HomeGALast5Avg>=2.2;280;94;78;33;374;0.748663;111;0.702703;REDUCE_ALTA_KO
BTTSProfileScore>=8.24;AveragePPGLast5>=1.4;280;94;88;45;374;0.748663;133;0.661654;REDUCE_ALTA_KO
BTTSProfileScore>=8.24;TotalPPGLast5>=2.8;280;94;88;45;374;0.748663;133;0.661654;REDUCE_ALTA_KO
AwayGFLast5Avg>=2.0;AwayGALast5Avg>=1.8;280;94;86;69;374;0.748663;155;0.554839;REDUCE_ALTA_KO
AveragePPGLast5>=1.5;AwayMatchesSinceRestart>=3.0;140;47;166;90;187;0.748663;256;0.648438;REDUCE_ALTA_KO
AveragePPGLast5>=1.5;AwayMatchesSinceRestart>=3.0;140;47;166;90;187;0.748663;256;0.648438;REDUCE_ALTA_KO
TotalPPGLast5>=3.0;AwayMatchesSinceRestart>=3.0;140;47;166;90;187;0.748663;256;0.648438;REDUCE_ALTA_KO
TotalPPGLast5>=3.0;AwayMatchesSinceRestart>=3.0;140;47;166;90;187;0.748663;256;0.648438;REDUCE_ALTA_KO
RankingGapScore>=3.898;AveragePPGLast5>=1.4;140;47;129;66;187;0.748663;195;0.661538;REDUCE_ALTA_KO
RankingGapScore>=3.898;TotalPPGLast5>=2.8;140;47;129;66;187;0.748663;195;0.661538;REDUCE_ALTA_KO
AwayPPGLast5>=1.0;AwayGFAvgSinceRestart>=1.286;277;93;287;160;370;0.748649;447;0.642058;REDUCE_ALTA_KO
AwayAttackScore<=11.82;HomeDefenseWeaknessScore<=6.67;274;92;900;534;366;0.748634;1434;0.627615;REDUCE_ALTA_KO
HomePPGLast5<=1.6;AwayPPGLast5<=2.0;548;184;632;409;732;0.748634;1041;0.607109;REDUCE_ALTA_KO
AwayAttackScore>=8.27;AwayDefenseWeaknessScore>=6.82;685;230;462;253;915;0.748634;715;0.646154;REDUCE_ALTA_KO
HomeGALast5Avg>=2.2;AtLeastOneTeamRestartNotReady<=0.0;411;138;262;152;549;0.748634;414;0.63285;REDUCE_ALTA_KO
HomeGALast5Avg>=2.2;AtLeastOneTeamRestartNotReady<=0.0;411;138;262;152;549;0.748634;414;0.63285;REDUCE_ALTA_KO
HomeGALast5Avg>=2.2;AtLeastOneTeamRestartNotReady<=0.0;411;138;262;152;549;0.748634;414;0.63285;REDUCE_ALTA_KO
HomeGALast5Avg>=2.2;AtLeastOneTeamRestartNotReady<=0.0;411;138;262;152;549;0.748634;414;0.63285;REDUCE_ALTA_KO
HomeGALast5Avg>=2.2;AtLeastOneTeamRestartNotReady<=0.0;411;138;262;152;549;0.748634;414;0.63285;REDUCE_ALTA_KO
HomeGALast5Avg>=2.2;AtLeastOneTeamRestartNotReady<=0.0;411;138;262;152;549;0.748634;414;0.63285;REDUCE_ALTA_KO
HomeGALast5Avg>=2.2;AtLeastOneTeamRestartNotReady<=0.0;411;138;262;152;549;0.748634;414;0.63285;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartReady>=1.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
HomeLast10OverScore<=8.4;HomeRestartNotReady<=0.0;137;46;320;198;183;0.748634;518;0.617761;REDUCE_ALTA_KO
AwayGALast5Avg<=2.2;AwayMatchesSinceRestart>=4.0;137;46;216;130;183;0.748634;346;0.624277;REDUCE_ALTA_KO
RankingGapScore>=2.18;HomeLongBreakDays>=28.0;137;46;174;98;183;0.748634;272;0.639706;REDUCE_ALTA_KO
AwayWinsLast5>=3.0;HomeMatchesSinceRestart<=6.0;137;46;137;76;183;0.748634;213;0.643192;REDUCE_ALTA_KO
AwayWinsLast5>=3.0;HomeMatchesSinceRestart<=6.0;137;46;137;76;183;0.748634;213;0.643192;REDUCE_ALTA_KO
RankingGapScore<=1.33;AwayGALast5Avg>=2.2;137;46;102;44;183;0.748634;146;0.69863;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;BothTeamsRestartNotReady<=0.0;956;321;985;563;1277;0.74863;1548;0.636305;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;BothTeamsRestartNotReady<=0.0;956;321;985;563;1277;0.74863;1548;0.636305;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;BothTeamsRestartNotReady<=0.0;956;321;985;563;1277;0.74863;1548;0.636305;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;BothTeamsRestartNotReady<=0.0;956;321;985;563;1277;0.74863;1548;0.636305;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;BothTeamsRestartNotReady<=0.0;956;321;985;563;1277;0.74863;1548;0.636305;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;BothTeamsRestartNotReady<=0.0;956;321;985;563;1277;0.74863;1548;0.636305;REDUCE_ALTA_KO
BTTSProfileScore>=6.91;BothTeamsRestartNotReady<=0.0;956;321;985;563;1277;0.74863;1548;0.636305;REDUCE_ALTA_KO
HomeAttackScore<=10.83;AveragePPGLast5<=1.3;271;91;461;303;362;0.748619;764;0.603403;REDUCE_ALTA_KO
HomeAttackScore<=10.83;TotalPPGLast5<=2.6;271;91;461;303;362;0.748619;764;0.603403;REDUCE_ALTA_KO
BTTSProfileScore<=8.69;HomeGFLast5Avg<=2.4;539;181;996;626;720;0.748611;1622;0.614057;REDUCE_ALTA_KO
AwayLast10OverScore<=9.6;BTTSProfileScore>=6.91;673;226;877;519;899;0.74861;1396;0.628223;REDUCE_ALTA_KO
AwayLast10OverScore<=9.6;BTTSProfileScore>=6.91;673;226;877;519;899;0.74861;1396;0.628223;REDUCE_ALTA_KO
HomeAttackScore>=7.27;HomeGALast5Avg<=1.6;402;135;595;367;537;0.748603;962;0.618503;REDUCE_ALTA_KO
HomeAttackScore>=7.27;HomeGALast5Avg<=1.7;402;135;595;367;537;0.748603;962;0.618503;REDUCE_ALTA_KO
AveragePPGLast5<=1.8;HomeGALast5Avg>=1.6;670;225;558;339;895;0.748603;897;0.622074;REDUCE_ALTA_KO
TotalPPGLast5<=3.6;HomeGALast5Avg>=1.6;670;225;558;339;895;0.748603;897;0.622074;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=8.33;HomeMatchesSinceRestart>=3.0;134;45;245;151;179;0.748603;396;0.618687;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=8.33;HomeMatchesSinceRestart>=3.0;134;45;245;151;179;0.748603;396;0.618687;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartReady>=1.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartReady>=1.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartReady>=1.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartReady>=1.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartReady>=1.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartReady>=1.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartReady>=1.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartNotReady<=0.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartNotReady<=0.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartNotReady<=0.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartNotReady<=0.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartNotReady<=0.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartNotReady<=0.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
HomeOverRateSinceRestart<=0.714;AwayRestartNotReady<=0.0;134;45;223;138;179;0.748603;361;0.617729;REDUCE_ALTA_KO
AveragePPGLast5>=1.5;HomeGFAvgSinceRestart<=2.5;134;45;190;110;179;0.748603;300;0.633333;REDUCE_ALTA_KO
TotalPPGLast5>=3.0;HomeGFAvgSinceRestart<=2.5;134;45;190;110;179;0.748603;300;0.633333;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=6.82;AwayLast10OverScore>=9.6;134;45;117;69;179;0.748603;186;0.629032;REDUCE_ALTA_KO
AwayDefenseWeaknessScore<=6.82;AwayLast10OverScore>=9.6;134;45;117;69;179;0.748603;186;0.629032;REDUCE_ALTA_KO
AwayVenueOverScore<=9.23;HomeGALast5Avg>=1.0;798;268;917;584;1066;0.748593;1501;0.610926;REDUCE_ALTA_KO
RankingGapScore<=3.23;HomeAttackScore>=13.0;265;89;157;81;354;0.748588;238;0.659664;REDUCE_ALTA_KO
HomeAttackScore>=13.0;AwayGFLast5Avg>=1.6;265;89;60;36;354;0.748588;96;0.625;REDUCE_ALTA_KO
HomeDefenseWeaknessScore>=7.27;AwayPPGLast5>=0.8;396;133;216;142;529;0.748582;358;0.603352;REDUCE_ALTA_KO
BTTSProfileScore<=8.69;AwayGFLast5Avg<=2.4;527;177;973;610;704;0.74858;1583;0.614656;REDUCE_ALTA_KO
AwayPPGLast5<=1.8;HomeGFLast5Avg<=2.2;527;177;707;467;704;0.74858;1174;0.602215;REDUCE_ALTA_KO
